"",logFC,AveExpr,t,P.Value,adj.P.Val,B
602_304.299975,-0.31677,-1.0315e-15,-1.4142,0.17626,0.33103,-5.7707
69_247.130559,-0.30917,5.4644e-16,-1.4141,0.17627,0.33103,-5.7708
886_111.095277,-0.30973,5.4678e-16,-1.4121,0.17686,0.33161,-5.7734
832_305.097748,-0.46673,-5.2718e-16,-1.4051,0.17888,0.33486,-5.7826
1109_207.138044,0.36037,9.8949e-16,1.4042,0.17915,0.33486,-5.7838
748_341.229943,-0.32622,-4.7844e-16,-1.3965,0.18142,0.33857,-5.7938
1805_855.102292,-0.36979,-5.7454e-16,-1.395,0.18185,0.3387,-5.7957
1146_527.158353,-0.40093,-1.471e-16,-1.3944,0.18205,0.3387,-5.7966
91_261.130955,0.33122,2.4286e-18,1.3922,0.1827,0.33938,-5.7995
921_385.292527,-0.34112,-1.0887e-15,-1.3908,0.18309,0.33959,-5.8012
245_372.738094,0.45459,5.4123e-16,1.3861,0.1845,0.34144,-5.8073
340_625.319594,-0.38737,-6.9389e-16,-1.3856,0.18466,0.34144,-5.808
695_627.097374,0.328,0,1.3799,0.18638,0.34409,-5.8154
638_291.231531,-0.40773,-6.4115e-16,-1.3766,0.18737,0.34539,-5.8196
1840_790.132047,-0.35778,-9.6034e-16,-1.3728,0.18853,0.34689,-5.8245
831_296.219715,0.31788,2.5188e-16,1.372,0.18877,0.34689,-5.8255
615_301.176776,-0.35645,3.9135e-16,-1.3661,0.19058,0.34969,-5.8331
2173_626.318311,0.37739,3.5805e-16,1.3591,0.19274,0.35312,-5.8421
670_319.262698,-0.38738,-8.4377e-16,-1.3479,0.19626,0.35901,-5.8563
182_196.094497,-0.33802,-8.2712e-16,-1.346,0.19685,0.35955,-5.8587
1919_544.987155,0.36817,5.2458e-16,1.339,0.19908,0.36306,-5.8676
855_265.177512,-0.28292,-8.7647e-16,-1.3344,0.20053,0.36516,-5.8734
720_226.180245,0.34483,-2.0635e-16,1.3334,0.20087,0.36521,-5.8746
2856_602.183989,0.36057,1.8596e-16,1.3269,0.20297,0.36847,-5.8828
488_589.334941,0.36247,1.8041e-16,1.3233,0.20412,0.3698,-5.8873
1222_107.766925,-0.34833,1.7764e-16,-1.3226,0.20434,0.3698,-5.8881
1090_271.040126,0.36556,5.3846e-16,1.3205,0.20504,0.3698,-5.8908
1060_298.164995,0.3409,-1.8596e-16,1.3202,0.20512,0.3698,-5.8911
1114_190.963811,-0.40317,-6.2172e-16,-1.3199,0.20524,0.3698,-5.8916
1477_824.14656,0.37188,-6.8279e-16,1.3168,0.20626,0.37024,-5.8954
255_496.738463,-0.39987,-3.0531e-16,-1.3163,0.20639,0.37024,-5.896
699_360.214614,-0.32961,-6.3838e-16,-1.3163,0.20641,0.37024,-5.896
3_333.167341,-0.27239,-3.1581e-15,-1.3152,0.20675,0.3703,-5.8973
703_402.357867,-0.44141,-4.1495e-16,-1.3119,0.20786,0.37161,-5.9015
196_645.164549,0.28766,8.2018e-16,1.3111,0.2081,0.37161,-5.9024
3033_693.445175,0.35554,-7.5495e-16,1.3091,0.20879,0.37229,-5.905
1946_655.392444,0.36084,-3.747e-16,1.3049,0.21016,0.37417,-5.9101
1030_537.339828,-0.27344,3.0809e-16,-1.2977,0.21256,0.37789,-5.919
129_267.156776,0.28274,-7.9797e-18,1.2914,0.21471,0.38114,-5.9268
787_106.423202,-0.33019,-2.0262e-16,-1.2881,0.21582,0.38239,-5.9308
262_516.723321,-0.39676,-4.6629e-16,-1.2874,0.21605,0.38239,-5.9316
1269_512.37937,-0.35495,-7.1054e-16,-1.2787,0.21904,0.38711,-5.9423
1049_521.287372,-0.35208,-7.2164e-16,-1.2752,0.22025,0.38762,-5.9465
394_613.991848,0.33949,-5.8009e-16,1.2745,0.22049,0.38762,-5.9474
938_363.3106,-0.35863,3.5805e-16,-1.2741,0.22061,0.38762,-5.9478
268_438.779889,-0.41271,5.6066e-16,-1.2741,0.22062,0.38762,-5.9478
773_313.125872,-0.27862,-2.7409e-16,-1.2712,0.22161,0.38825,-5.9513
835_358.198976,-0.29606,7.3275e-16,-1.2712,0.22163,0.38825,-5.9514
381_645.704044,0.33978,1.1102e-17,1.2643,0.22402,0.3915,-5.9597
676_196.002943,0.33652,-7.5114e-16,1.264,0.22413,0.3915,-5.96
2253_631.231411,0.33516,7.6883e-16,1.2628,0.22454,0.39164,-5.9614
3981_743.73037,0.33503,-3.747e-16,1.2601,0.22551,0.39276,-5.9648
656_261.087742,0.33968,-5.7732e-16,1.2588,0.22594,0.39293,-5.9662
1014_325.162256,-0.26488,-6.0854e-16,-1.2546,0.22743,0.39478,-5.9713
1028_477.204748,0.34581,1.8041e-16,1.254,0.22765,0.39478,-5.972
22_626.097848,0.29665,4.6907e-16,1.2491,0.22938,0.3972,-5.9779
241_167.070335,-0.35891,6.9944e-16,-1.2477,0.22988,0.39749,-5.9795
9_291.231956,-0.38743,-2.9421e-16,-1.2459,0.23055,0.39807,-5.9817
1539_395.240475,-0.31543,-8.3267e-16,-1.2407,0.2324,0.40006,-5.9879
4206_813.602956,0.32805,1.9429e-16,1.2403,0.23253,0.40006,-5.9883
897_211.242113,-0.29484,-9.2704e-16,-1.2398,0.2327,0.40006,-5.9889
1152_425.373854,-0.38988,-5.5511e-18,-1.2369,0.23378,0.40096,-5.9924
793_215.127871,0.32832,3.8303e-16,1.2365,0.23389,0.40096,-5.9928
1009_272.185738,0.32394,-1.9984e-16,1.234,0.23481,0.40195,-5.9958
1633_625.189151,0.332,-9.3814e-16,1.2313,0.2358,0.40308,-5.999
968_372.250997,-0.28945,1.1997e-15,-1.2285,0.23681,0.40422,-6.0022
663_253.289075,-0.30337,-4.3576e-16,-1.2247,0.2382,0.4054,-6.0067
1770_602.882685,0.3255,1.1102e-17,1.2233,0.23872,0.4054,-6.0084
939_483.213612,0.32617,-9.5202e-16,1.2228,0.23891,0.4054,-6.009
875_169.085985,-0.27549,1.3017e-15,-1.2213,0.23945,0.4054,-6.0107
4510_565.51318,0.31954,-7.9103e-16,1.2211,0.23954,0.4054,-6.011
1242_692.200413,0.32922,1.9706e-16,1.2191,0.24029,0.4054,-6.0133
191_207.099252,-0.25764,-1.2154e-15,-1.2188,0.24038,0.4054,-6.0136
1320_389.193504,-0.33286,-5.4956e-16,-1.2187,0.24042,0.4054,-6.0137
780_304.15203,-0.31082,1.0228e-15,-1.2177,0.2408,0.4054,-6.0149
56_228.195899,-0.27744,-5.0238e-16,-1.2175,0.24088,0.4054,-6.0152
1271_186.10008,0.31565,3.9413e-16,1.2107,0.24337,0.40856,-6.023
1208_187.169329,0.31624,-7.9103e-16,1.2106,0.24343,0.40856,-6.0232
1519_614.295213,0.31792,-5.9674e-16,1.2094,0.24388,0.40874,-6.0246
2450_656.355771,0.31442,2.0817e-16,1.2063,0.24505,0.40986,-6.0282
3164_600.527653,0.31855,5.9397e-16,1.2058,0.24523,0.40986,-6.0288
2071_643.90388,0.31295,-3.9413e-16,1.2046,0.24567,0.41002,-6.0301
4719_892.962918,0.31327,9.9087e-16,1.2028,0.24634,0.41057,-6.0322
710_279.987704,0.28273,-4.8919e-16,1.2016,0.24682,0.41079,-6.0337
4784_903.510003,0.31133,6.0507e-16,1.1992,0.24772,0.4114,-6.0364
1308_109.078741,-0.32501,-9.4091e-16,-1.1988,0.24787,0.4114,-6.0369
2448_670.285955,0.31295,7.8826e-16,1.1951,0.24926,0.41238,-6.0411
2957_584.523837,0.31924,-1.9151e-16,1.1946,0.24946,0.41238,-6.0417
1572_612.585401,0.3101,5.9674e-16,1.1945,0.24949,0.41238,-6.0418
3364_641.684069,0.30913,-8.0769e-16,1.1923,0.25031,0.41317,-6.0443
1163_535.214995,-0.32824,-3.6637e-16,-1.1914,0.25068,0.41321,-6.0454
1516_647.161614,0.3073,-5.9674e-16,1.1887,0.25171,0.41384,-6.0485
856_485.199368,-0.25455,-1.7347e-18,-1.1886,0.25175,0.41384,-6.0486
3388_619.064476,0.31283,1.1102e-17,1.1856,0.25289,0.41514,-6.052
1694_563.891858,0.30834,-9.9365e-16,1.1846,0.25326,0.41518,-6.0531
1066_467.24633,0.30405,8.1046e-16,1.1799,0.25508,0.41671,-6.0584
1310_781.112734,0.30795,-1.9151e-16,1.1789,0.25548,0.41671,-6.0596
2245_616.272911,0.30354,6.1895e-16,1.1784,0.25565,0.41671,-6.0601
721_257.247247,0.30346,-2.2204e-16,1.1783,0.25571,0.41671,-6.0603
1884_855.500278,-0.30903,-3.858e-16,-1.1777,0.25593,0.41671,-6.0609
1073_399.178849,-0.32785,-3.6915e-16,-1.1763,0.2565,0.41693,-6.0626
685_345.133357,-0.27674,9.0206e-18,-1.1756,0.25676,0.41693,-6.0634
30_343.295613,-0.35661,1.6515e-16,-1.1746,0.25716,0.41701,-6.0645
1333_360.362573,-0.3301,-3.5527e-16,-1.173,0.25775,0.4174,-6.0662
3514_708.600384,0.3087,5.8564e-16,1.172,0.25814,0.41748,-6.0674
3328_756.647568,0.31077,-3.8858e-16,1.1701,0.2589,0.41815,-6.0696
1256_576.678954,-0.36342,1.6098e-16,-1.1683,0.2596,0.41871,-6.0716
827_194.117632,-0.25628,1.3946e-15,-1.1653,0.26079,0.42007,-6.075
857_101.435248,-0.2671,1.2719e-15,-1.163,0.26168,0.42042,-6.0776
1144_189.955984,-0.36796,3.0531e-16,-1.1629,0.26171,0.42042,-6.0776
3806_614.033688,0.30259,8.3267e-18,1.1611,0.26243,0.42071,-6.0797
269_518.945916,0.31463,5.7176e-16,1.1607,0.26261,0.42071,-6.0802
216_382.865821,-0.29798,-6.1826e-16,-1.1598,0.26294,0.42071,-6.0811
161_281.174836,-0.25612,-1.3878e-18,-1.1571,0.26402,0.42156,-6.0842
801_309.149583,0.30326,-3.9968e-16,1.1567,0.26418,0.42156,-6.0846
714_228.942164,-0.28475,-2.2148e-16,-1.1553,0.26474,0.4219,-6.0862
1438_289.104745,-0.30841,-7.5495e-16,-1.1526,0.26581,0.42251,-6.0892
3830_887.985813,0.29595,-6.1617e-16,1.1526,0.26583,0.42251,-6.0893
1096_414.300337,0.30352,-5.9692e-16,1.1514,0.26629,0.42251,-6.0906
1237_438.928779,0.30507,-3.747e-16,1.1498,0.26692,0.42251,-6.0923
4072_985.785215,0.29595,-1.9151e-16,1.1495,0.26706,0.42251,-6.0927
252_269.211224,-0.31296,-1.9706e-16,-1.149,0.26724,0.42251,-6.0932
2162_888.192898,0.29247,2.1372e-16,1.1462,0.26836,0.42373,-6.0963
1444_198.909015,0.29843,2.0262e-16,1.1439,0.26928,0.42455,-6.0988
1471_681.726873,-0.32325,7.1054e-16,-1.1432,0.26959,0.42455,-6.0997
2189_636.634302,0.2903,2.0539e-16,1.1392,0.27118,0.42615,-6.104
679_256.299976,-0.37196,-4.2744e-16,-1.1389,0.27131,0.42615,-6.1044
3467_765.425845,0.29019,-2.1372e-16,1.1377,0.2718,0.42635,-6.1057
3507_681.164006,0.28909,-4.2188e-16,1.1345,0.27312,0.42763,-6.1093
2726_620.470714,0.28777,1.0436e-15,1.132,0.27411,0.42763,-6.112
1695_619.240378,0.28861,0,1.1315,0.27432,0.42763,-6.1125
994_312.78243,0.36412,4.3993e-16,1.1315,0.27432,0.42763,-6.1125
1305_443.192596,0.29361,6.0507e-16,1.1313,0.27439,0.42763,-6.1127
1638_647.694274,0.28631,2.0817e-16,1.1268,0.27626,0.42997,-6.1177
1044_421.223064,-0.30983,-3.747e-16,-1.124,0.27742,0.43072,-6.1208
1102_189.979877,-0.32818,-3.3307e-16,-1.1238,0.27747,0.43072,-6.1209
51_297.615495,0.31612,1.8006e-16,1.123,0.27782,0.43072,-6.1218
1018_449.199395,-0.244,2.8831e-16,-1.1182,0.2798,0.43284,-6.1271
1446_632.350859,-0.30521,-7.3552e-16,-1.118,0.2799,0.43284,-6.1273
1593_580.259004,0.28204,-8.5765e-16,1.1163,0.28057,0.43299,-6.1291
299_198.097293,0.28134,-4.3299e-16,1.1145,0.28135,0.43299,-6.1311
2973_627.425146,0.28127,8.3544e-16,1.1143,0.28143,0.43299,-6.1313
4312_570.900831,0.28707,-2.1927e-16,1.1142,0.28144,0.43299,-6.1314
4341_870.749388,0.28619,6.2172e-16,1.1123,0.28225,0.43335,-6.1335
700_107.74537,-0.32542,8.4169e-16,-1.1119,0.28241,0.43335,-6.1339
320_347.167731,0.28228,-4.3576e-16,1.1089,0.28368,0.43335,-6.1372
122_227.200652,0.25847,7.3969e-16,1.1088,0.28373,0.43335,-6.1373
1079_493.313623,-0.31124,-3.4139e-16,-1.108,0.28406,0.43335,-6.1381
1319_299.273418,0.27947,2.2482e-16,1.1079,0.28411,0.43335,-6.1383
59_239.16186,0.29657,-3.8858e-16,1.1076,0.2842,0.43335,-6.1385
176_182.936665,-0.2732,2.2465e-16,-1.1048,0.28539,0.43461,-6.1416
1421_533.364162,0.27982,-4.2466e-16,1.1036,0.28588,0.43463,-6.1428
1430_309.167337,0.27911,-2.1372e-16,1.1029,0.28621,0.43463,-6.1436
1732_204.774961,0.27899,-1.9429e-17,1.1022,0.2865,0.43463,-6.1444
1230_269.283993,0.27681,6.5226e-16,1.0994,0.28769,0.43537,-6.1474
312_384.204291,0.29001,-5.5511e-18,1.0987,0.28797,0.43537,-6.1481
1700_590.408924,0.27645,6.4948e-16,1.0985,0.28807,0.43537,-6.1484
1468_382.58531,0.28075,2.0817e-16,1.097,0.28867,0.4355,-6.1499
200_245.15129,-0.24689,2.6854e-16,-1.0959,0.28915,0.4355,-6.1511
3210_687.235487,0.27559,1.088e-15,1.0957,0.28924,0.4355,-6.1513
649_333.167986,0.34203,-6.245e-16,1.0931,0.29033,0.43563,-6.154
1259_252.848462,-0.32877,4.6352e-16,-1.093,0.29038,0.43563,-6.1542
4003_558.967297,0.27421,-8.5487e-16,1.0927,0.29052,0.43563,-6.1545
1134_303.253078,0.27444,-2.276e-16,1.0921,0.29078,0.43563,-6.1552
3190_600.071474,0.27485,8.4655e-16,1.0906,0.29139,0.436,-6.1567
3358_776.603488,0.27229,-2.2482e-16,1.0857,0.29352,0.43764,-6.162
3995_740.01678,0.27405,-4.3299e-16,1.0855,0.29359,0.43764,-6.1621
863_216.018025,-0.38522,-3.6082e-16,-1.0853,0.29369,0.43764,-6.1624
309_635.397539,0.27126,-4.3299e-16,1.0842,0.29416,0.43764,-6.1635
1637_363.214278,0.27264,8.521e-16,1.0838,0.29431,0.43764,-6.1639
278_251.200656,-0.28143,-4.0801e-16,-1.0827,0.2948,0.43782,-6.1651
1377_269.136042,0.26957,4.2466e-16,1.0784,0.29666,0.43888,-6.1696
1891_556.353881,0.27896,-8.3544e-16,1.0775,0.29707,0.43888,-6.1706
2838_634.477526,0.26868,-4.3854e-16,1.0763,0.29755,0.43888,-6.1718
1347_556.282203,0.27552,-1.0381e-15,1.0762,0.2976,0.43888,-6.1719
391_349.180874,0.27096,-4.3299e-16,1.076,0.29771,0.43888,-6.1722
1669_692.047362,0.26859,-8.632e-16,1.076,0.29771,0.43888,-6.1722
1197_253.216306,-0.29549,-1.8319e-16,-1.067,0.30161,0.44409,-6.1816
2958_623.693212,0.26537,-8.8818e-16,1.0661,0.30202,0.44415,-6.1826
565_557.367097,0.27399,2.1094e-16,1.0642,0.30286,0.44484,-6.1845
264_571.236018,-0.3094,-5.107e-16,-1.0631,0.30333,0.44498,-6.1856
1087_325.235033,-0.22529,-6.1917e-16,-1.06,0.3047,0.44645,-6.1889
11_209.15369,-0.24323,-7.6363e-16,-1.0524,0.30807,0.45083,-6.1967
1246_595.226803,-0.3124,-3.4417e-16,-1.0498,0.30922,0.45197,-6.1994
5474_504.00307,0.26084,1.0936e-15,1.0489,0.30963,0.45202,-6.2004
35_331.188077,-0.23853,1.3065e-15,-1.0473,0.31033,0.45248,-6.202
1686_639.248194,0.25933,-2.7756e-18,1.0461,0.31089,0.45275,-6.2032
1273_557.271755,0.2586,-8.7708e-16,1.0443,0.31171,0.4534,-6.2051
1353_195.966556,0.25989,0,1.0405,0.31338,0.45486,-6.2089
133_391.284364,0.23066,-2.7686e-16,1.0399,0.31367,0.45486,-6.2096
192_224.125801,-0.30128,-8.5487e-16,-1.0395,0.31386,0.45486,-6.21
4484_557.909487,0.25751,-6.6058e-16,1.0368,0.31506,0.45605,-6.2127
4422_554.162681,0.25858,-6.4948e-16,1.0345,0.31609,0.45656,-6.215
1653_371.594334,0.25738,-2.1372e-16,1.0342,0.31623,0.45656,-6.2153
651_204.026809,0.25457,-4.4791e-16,1.0335,0.31658,0.45656,-6.2161
4432_539.463411,0.25802,-6.5781e-16,1.0319,0.31728,0.45656,-6.2177
887_258.170081,-0.29533,-1.8596e-16,-1.0319,0.31731,0.45656,-6.2178
194_369.096965,-0.23737,1.0172e-15,-1.0302,0.31807,0.45675,-6.2194
156_209.982208,0.23155,-1.3517e-15,1.0299,0.31821,0.45675,-6.2197
331_214.836166,0.25513,2.2204e-16,1.0265,0.31975,0.45842,-6.2232
3975_541.290028,0.25223,8.9095e-16,1.0245,0.32066,0.45918,-6.2252
3492_585.232272,0.25114,2.1927e-16,1.0212,0.32219,0.46062,-6.2285
627_296.222118,0.27098,-3.8164e-18,1.0207,0.32243,0.46062,-6.2291
58_305.157172,0.26721,1.0023e-15,1.0175,0.32389,0.46215,-6.2322
1397_440.925821,0.25071,-2.2204e-16,1.0145,0.32525,0.46354,-6.2352
1206_421.278465,-0.31099,3.2196e-16,-1.0135,0.32573,0.46367,-6.2362
1265_380.82128,-0.29694,-6.6613e-16,-1.0069,0.32877,0.46745,-6.2427
280_528.410692,-0.28543,-8.8818e-16,-1.0042,0.33004,0.4687,-6.2454
660_240.159514,0.24277,-9.1177e-16,0.99657,0.33364,0.47263,-6.253
4551_520.393608,0.24936,-4.3993e-16,0.99624,0.33379,0.47263,-6.2533
1402_382.967209,0.24571,8.8818e-16,0.99516,0.3343,0.47263,-6.2544
4284_769.209017,0.2428,-9.1593e-16,0.99475,0.33449,0.47263,-6.2548
146_230.175161,0.24393,-2.3453e-16,0.994,0.33485,0.47263,-6.2555
1583_655.810108,-0.2863,-8.3267e-18,-0.99332,0.33517,0.47263,-6.2562
1099_430.389173,-0.3352,-6.7238e-16,-0.98754,0.33791,0.47592,-6.2618
400_548.996375,0.23946,4.6213e-16,0.98339,0.33989,0.47815,-6.2659
4748_973.154073,0.24377,-8.8957e-16,0.98159,0.34074,0.47847,-6.2676
81_315.156778,-0.21011,6.9389e-19,-0.98105,0.341,0.47847,-6.2681
667_293.025389,0.23839,6.9805e-16,0.98041,0.34131,0.47847,-6.2688
5337_557.567708,0.24042,-1.131e-15,0.97675,0.34307,0.48014,-6.2723
136_698.217228,0.28524,6.8279e-16,0.97625,0.3433,0.48014,-6.2728
1511_385.011128,0.23667,4.6768e-16,0.9745,0.34415,0.48076,-6.2745
531_564.984395,0.23501,-1.1616e-15,0.96924,0.34668,0.48322,-6.2795
909_123.044177,-0.23762,-1.1401e-15,-0.96919,0.34671,0.48322,-6.2796
732_170.117621,-0.25916,-7.834e-16,-0.96702,0.34776,0.48412,-6.2816
4505_869.529523,0.23358,-9.4369e-16,0.96405,0.3492,0.48556,-6.2845
1334_313.818448,-0.2927,0,-0.96125,0.35057,0.48669,-6.2872
809_399.358203,-0.25857,5.8981e-16,-0.96072,0.35082,0.48669,-6.2877
713_291.19557,-0.22991,-9.4091e-16,-0.95707,0.35261,0.4886,-6.2911
792_176.970724,-0.25865,-5.8044e-16,-0.95116,0.35551,0.49205,-6.2967
1043_341.243583,-0.27908,-1.7486e-16,-0.94959,0.35628,0.49255,-6.2982
3893_439.076629,0.23141,-4.5797e-16,0.94781,0.35716,0.4932,-6.2999
4108_551.246846,0.22803,1.1782e-15,0.94194,0.36007,0.49665,-6.3054
5145_547.366346,0.2272,-9.3953e-16,0.93857,0.36175,0.49703,-6.3085
1252_443.29154,0.27392,-6.7716e-16,0.93826,0.3619,0.49703,-6.3088
1340_492.649353,-0.28006,3.2752e-16,-0.9382,0.36193,0.49703,-6.3089
1189_511.272572,0.22567,-2.498e-16,0.93805,0.362,0.49703,-6.309
1212_263.84408,-0.30527,-5.7176e-16,-0.93657,0.36274,0.49747,-6.3104
369_369.372806,0.22697,1.3878e-18,0.93561,0.36322,0.49756,-6.3113
717_211.096572,-0.21572,1.0322e-15,-0.93202,0.36502,0.49946,-6.3146
1563_185.431685,0.22501,2.4841e-16,0.93075,0.36565,0.49963,-6.3158
669_191.971638,-0.30941,6.9389e-16,-0.93011,0.36598,0.49963,-6.3164
332_550.607881,-0.25658,1.8874e-16,-0.92905,0.36651,0.49976,-6.3173
4326_561.441048,0.22263,-2.4286e-16,0.92772,0.36718,0.49976,-6.3186
1876_854.634142,0.22354,4.7601e-16,0.92743,0.36732,0.49976,-6.3188
765_410.102312,-0.2347,-2.1649e-16,-0.91997,0.37109,0.50432,-6.3257
123_251.164268,-0.22139,2.3696e-16,-0.91731,0.37244,0.50544,-6.3281
1831_181.119973,0.21956,7.1193e-16,0.91669,0.37276,0.50544,-6.3287
644_283.154097,-0.21798,2.411e-16,-0.91484,0.3737,0.50614,-6.3304
208_423.177863,-0.2004,-7.2858e-18,-0.91312,0.37458,0.50675,-6.3319
2084_524.306351,0.21841,2.3453e-16,0.90993,0.37621,0.50839,-6.3348
4486_540.406103,0.21546,-1.2226e-15,0.90326,0.37963,0.51244,-6.3409
1295_389.994422,0.21399,-1.3878e-18,0.89769,0.38251,0.51574,-6.3459
935_517.371163,-0.21909,-1.1477e-15,-0.89438,0.38422,0.51692,-6.3488
843_283.115305,-0.25376,3.636e-16,-0.89434,0.38424,0.51692,-6.3489
287_307.224452,0.21217,7.2442e-16,0.88912,0.38696,0.51999,-6.3535
75_303.120392,-0.1888,-4.8572e-18,-0.88236,0.3905,0.52415,-6.3595
605_311.18486,-0.21184,-4.7254e-16,-0.87658,0.39354,0.52765,-6.3646
79_271.042537,-0.18763,-3.0641e-16,-0.86829,0.39792,0.53271,-6.3718
904_203.888398,0.20724,9.763e-16,0.86777,0.3982,0.53271,-6.3722
1368_312.362573,-0.26392,6.4393e-16,-0.86043,0.40211,0.53734,-6.3786
688_284.88894,-0.23509,-9.6034e-16,-0.85927,0.40273,0.53757,-6.3796
1086_371.101331,-0.23922,-1.8596e-16,-0.85813,0.40335,0.5378,-6.3806
1036_399.308173,-0.20397,2.4425e-16,-0.85727,0.40381,0.53781,-6.3813
1348_465.224831,-0.23233,1.8874e-16,-0.85605,0.40446,0.53809,-6.3824
32_187.096558,-0.19828,1.0297e-15,-0.85274,0.40624,0.53927,-6.3852
1025_572.436723,-0.25033,2.2204e-17,-0.85272,0.40625,0.53927,-6.3852
829_255.26834,-0.18401,5.9987e-16,-0.84333,0.41133,0.54541,-6.3932
1076_559.284171,0.2614,6.1617e-16,0.83867,0.41387,0.54817,-6.3971
5221_527.747585,0.19681,2.4286e-16,0.83719,0.41468,0.54863,-6.3984
911_428.373501,-0.31937,2.609e-16,-0.83138,0.41785,0.55223,-6.4032
157_195.135628,0.18639,8.1515e-16,0.82173,0.42317,0.55864,-6.4113
40_235.132963,-0.19371,-2.5986e-16,-0.82005,0.4241,0.55925,-6.4126
753_378.112497,-0.21696,-2.04e-16,-0.81828,0.42508,0.55993,-6.4141
5_301.177514,-0.17973,-2.9135e-15,-0.81591,0.4264,0.56105,-6.416
2092_527.262168,0.19064,-5.0793e-16,0.81495,0.42693,0.56113,-6.4168
944_275.11022,0.24754,3.1641e-16,0.81014,0.42961,0.56403,-6.4208
1356_107.723827,-0.22258,9.2426e-16,-0.79257,0.43949,0.57638,-6.4349
623_245.114608,-0.1718,-9.1008e-16,-0.7894,0.44129,0.5781,-6.4375
858_309.130954,-0.17861,5.4956e-16,-0.78709,0.4426,0.57854,-6.4393
747_341.341504,-0.19988,4.4131e-16,-0.78642,0.44298,0.57854,-6.4398
1232_198.148939,-0.20143,5.5511e-18,-0.78628,0.44306,0.57854,-6.44
610_289.27382,-0.17179,2.9698e-16,-0.7827,0.4451,0.58057,-6.4428
183_514.348689,0.233,6.6752e-16,0.77856,0.44747,0.58303,-6.4461
1210_323.146608,-0.21923,7.2997e-16,-0.77503,0.44949,0.58502,-6.4488
769_100.729321,-0.16921,8.9026e-16,-0.77003,0.45237,0.58813,-6.4527
859_130.965217,-0.18178,-9.8931e-16,-0.7667,0.45429,0.58999,-6.4553
21_235.169348,-0.17529,2.6923e-16,-0.76547,0.45501,0.59028,-6.4563
29_209.078513,-0.16906,-1.147e-15,-0.76229,0.45685,0.59184,-6.4587
1304_148.975793,-0.20438,-4.1078e-16,-0.7617,0.45719,0.59184,-6.4592
1177_120.966155,-0.21635,3.6637e-16,-0.76061,0.45782,0.59201,-6.46
869_327.122797,-0.17747,-4.996e-16,-0.75206,0.46281,0.59782,-6.4665
92_200.947242,-0.18165,-7.2164e-16,-0.74848,0.46491,0.59981,-6.4693
823_181.987288,0.18055,2.4911e-16,0.74773,0.46535,0.59981,-6.4698
893_281.247606,-0.16084,-1.5033e-15,-0.73654,0.47194,0.60721,-6.4782
1052_484.384482,-0.21337,-1.7764e-16,-0.73626,0.47211,0.60721,-6.4785
979_311.146605,-0.17139,7.6354e-16,-0.73075,0.47538,0.61076,-6.4825
751_319.136434,0.18213,6.5781e-16,0.71873,0.48255,0.61932,-6.4914
199_331.167108,-0.15669,-2.9733e-16,-0.71642,0.48394,0.62044,-6.4931
746_320.294885,-0.1779,-2.282e-16,-0.71238,0.48637,0.62289,-6.496
618_261.088845,-0.15883,8.3752e-16,-0.70432,0.49124,0.62757,-6.5018
80_294.170084,-0.1658,-2.524e-16,-0.70343,0.49178,0.62757,-6.5024
749_265.179917,-0.17184,-9.5236e-16,-0.70278,0.49217,0.62757,-6.5029
1182_488.655272,-0.21889,-7.7716e-16,-0.70258,0.49229,0.62757,-6.503
6_317.151447,-0.16137,-2.7062e-16,-0.70201,0.49264,0.62757,-6.5034
1485_295.878111,-0.1978,-1.8319e-16,-0.69557,0.49656,0.6319,-6.508
1022_192.759825,0.21427,4.8295e-16,0.68467,0.50323,0.63971,-6.5157
733_338.232682,-0.17948,-1.9984e-16,-0.68375,0.5038,0.63975,-6.5163
1116_379.193931,-0.16544,-4.7184e-16,-0.68005,0.50608,0.64196,-6.5189
256_501.005587,0.19133,9.1871e-16,0.6779,0.50741,0.64297,-6.5204
742_103.601354,-0.19764,1.8596e-16,-0.67527,0.50904,0.64435,-6.5222
820_253.104742,-0.17905,-4.5103e-18,-0.66935,0.51271,0.64831,-6.5262
33_469.072798,0.1455,3.0115e-16,0.66848,0.51325,0.64831,-6.5268
686_112.234718,0.18505,7.494e-16,0.66265,0.51688,0.65217,-6.5308
28_299.161863,-0.1439,-1.2282e-15,-0.66183,0.51739,0.65217,-6.5313
7_245.114907,-0.14442,-2.677e-15,-0.65663,0.52064,0.65558,-6.5348
293_456.720235,-0.17433,-4.1078e-16,-0.65174,0.52372,0.65876,-6.5381
828_169.195141,-0.15831,4.6768e-16,-0.64594,0.52737,0.66266,-6.5419
763_399.162627,-0.13968,3.0115e-16,-0.64359,0.52885,0.66383,-6.5435
906_260.384737,0.14878,5.1834e-16,0.64011,0.53106,0.6659,-6.5458
1327_291.107857,-0.18761,-6.7168e-16,-0.63831,0.53219,0.66663,-6.5469
1153_399.265354,-0.2013,3.2196e-16,-0.63643,0.53339,0.66744,-6.5482
800_208.37296,0.1549,4.3368e-19,0.63359,0.5352,0.669,-6.55
603_223.132959,-0.14373,-1.3701e-15,-0.63218,0.53609,0.66942,-6.5509
234_500.333037,0.17375,-7.7022e-16,0.63069,0.53705,0.66991,-6.5519
141_237.11223,-0.15427,-1.9082e-18,-0.62673,0.53957,0.67237,-6.5544
26_210.110147,-0.18788,4.9682e-16,-0.62551,0.54035,0.67264,-6.5552
