"",logFC,AveExpr,t,P.Value,adj.P.Val,B
1632_631.974807,-0.55419,-7.2442e-16,-2.1866,0.043788,0.12658,-4.5672
3886_749.854615,-0.54561,-1.9706e-16,-2.1863,0.043817,0.12658,-4.5678
1442_343.296244,-0.54028,5.6899e-16,-2.1857,0.043867,0.12658,-4.5689
4294_510.65879,-0.5401,5.4956e-16,-2.1856,0.043869,0.12658,-4.5689
1362_384.238137,-0.5788,-6.7724e-16,-2.1856,0.04387,0.12658,-4.5689
883_607.209635,-0.54162,7.6328e-16,-2.1856,0.043872,0.12658,-4.569
2252_697.345211,-0.5698,-7.0222e-16,-2.1855,0.043885,0.12658,-4.5692
330_605.423538,-0.5599,5.218e-16,-2.1854,0.043893,0.12658,-4.5694
1339_577.966419,-0.5526,3.747e-16,-2.1853,0.043901,0.12658,-4.5696
350_604.324745,-0.56352,8.854e-16,-2.1849,0.043936,0.12658,-4.5703
3835_855.509738,-0.53783,2.0817e-16,-2.1848,0.043937,0.12658,-4.5703
1929_670.733812,-0.56484,5.1625e-16,-2.1848,0.043943,0.12658,-4.5704
3291_664.708054,-0.54198,-7.4662e-16,-2.1847,0.043946,0.12658,-4.5705
1437_397.117086,-0.56264,7.1332e-16,-2.1845,0.043968,0.12658,-4.5709
1720_889.024723,-0.53827,-3.7748e-16,-2.1844,0.043976,0.12658,-4.5711
2108_627.722982,-0.55131,7.1887e-16,-2.1841,0.043997,0.12658,-4.5715
459_606.775057,-0.54209,-3.5805e-16,-2.1841,0.044005,0.12658,-4.5717
3369_610.468822,-0.5419,-1.9429e-17,-2.1839,0.044015,0.12658,-4.5719
3351_689.122709,-0.54134,3.8025e-16,-2.1839,0.044021,0.12658,-4.572
508_553.331384,-0.53491,-3.9135e-16,-2.1838,0.044024,0.12658,-4.5721
4198_807.436218,-0.54042,-9.5757e-16,-2.1836,0.044045,0.12658,-4.5725
3628_269.860194,-0.54943,1.8319e-16,-2.1835,0.044052,0.12658,-4.5727
3447_578.798596,-0.53985,-7.6328e-16,-2.1832,0.044075,0.12658,-4.5731
4632_839.387555,-0.53267,-3.969e-16,-2.1829,0.044099,0.12658,-4.5736
4322_889.063261,-0.53854,0,-2.1828,0.044109,0.12658,-4.5738
1828_544.237966,-0.54284,-7.5218e-16,-2.1826,0.044131,0.12658,-4.5743
3530_565.317721,-0.53834,5.7732e-16,-2.1824,0.044149,0.12658,-4.5747
932_319.284391,-0.53301,-5.5789e-16,-2.1823,0.044158,0.12658,-4.5749
1221_103.586427,-0.54278,-7.3275e-16,-2.1822,0.044167,0.12658,-4.575
4030_759.627246,-0.54391,3.525e-16,-2.1818,0.044199,0.12658,-4.5757
3603_759.745321,-0.54124,-8.3267e-18,-2.1811,0.044261,0.12658,-4.577
1932_922.784764,-0.52723,7.8548e-16,-2.1808,0.044282,0.12658,-4.5774
4906_531.666662,-0.5268,-5.9397e-16,-2.1806,0.044301,0.12658,-4.5778
3044_123.778503,-0.52403,-4.0801e-16,-2.18,0.044351,0.12658,-4.5788
1343_363.076452,-0.53411,-3.747e-16,-2.1797,0.044381,0.12658,-4.5794
2032_665.920042,-0.54576,-3.7748e-16,-2.1795,0.044393,0.12658,-4.5797
2373_453.188461,-0.54302,3.9135e-16,-2.1789,0.044443,0.12658,-4.5807
4194_546.524582,-0.5314,3.8858e-16,-2.1785,0.044481,0.12658,-4.5815
1585_116.382962,-0.52851,-7.7438e-16,-2.1785,0.044482,0.12658,-4.5815
767_301.14164,-0.5197,-6.1479e-16,-2.1785,0.044485,0.12658,-4.5815
3590_824.173018,-0.54554,-3.8858e-16,-2.1784,0.044488,0.12658,-4.5816
2502_599.320858,-0.54015,-5.5511e-16,-2.1784,0.04449,0.12658,-4.5817
2200_663.033216,-0.54703,9.0206e-16,-2.1784,0.044491,0.12658,-4.5817
2276_667.425122,-0.55562,1.9151e-16,-2.1782,0.044506,0.12658,-4.582
5207_260.814969,-0.51943,-1.002e-15,-2.178,0.044521,0.12658,-4.5823
2213_629.665671,-0.56514,5.2736e-16,-2.178,0.044524,0.12658,-4.5823
1453_343.294948,-0.5344,-1.7486e-16,-2.1774,0.044579,0.12658,-4.5835
4369_920.394678,-0.52861,-7.7993e-16,-2.1772,0.044597,0.12658,-4.5838
1315_288.290258,-0.53698,-7.5495e-16,-2.177,0.044607,0.12658,-4.584
4858_540.216786,-0.52429,-5.9397e-16,-2.177,0.044607,0.12658,-4.584
2916_722.522013,-0.54984,-1.9429e-16,-2.1769,0.044619,0.12658,-4.5843
485_589.695569,-0.52674,-3.858e-16,-2.1768,0.044632,0.12658,-4.5845
2300_668.690096,-0.53354,-1.8041e-16,-2.1766,0.044642,0.12658,-4.5847
4172_508.66175,-0.54054,-5.5234e-16,-2.1764,0.044666,0.12658,-4.5852
4291_744.936219,-0.53867,3.8858e-16,-2.1761,0.044693,0.12658,-4.5858
1238_304.284719,-0.51259,-9.7145e-18,-2.1758,0.044711,0.12658,-4.5861
4296_777.054696,-0.52969,1.8041e-16,-2.1758,0.044716,0.12658,-4.5863
1707_518.374333,-0.51913,-4.1633e-18,-2.1754,0.044746,0.12658,-4.5869
730_111.058087,-0.45254,-7.8618e-16,-2.1752,0.044769,0.12658,-4.5873
4660_894.282682,-0.51946,-1.0075e-15,-2.1749,0.04479,0.12658,-4.5877
2073_541.788282,-0.51595,6.9389e-18,-2.1746,0.044821,0.12658,-4.5884
1892_308.762532,-0.52347,7.8271e-16,-2.1745,0.044828,0.12658,-4.5885
3742_600.952416,-0.51405,-1.249e-17,-2.1744,0.044834,0.12658,-4.5886
922_407.336762,-0.53337,-5.6066e-16,-2.1744,0.044836,0.12658,-4.5887
1599_268.104124,-0.50916,6.1756e-16,-2.1743,0.044846,0.12658,-4.5889
2236_595.495795,-0.55619,8.3267e-18,-2.1741,0.044864,0.12658,-4.5892
1851_839.171236,-0.53817,1.7764e-16,-2.1738,0.044889,0.12658,-4.5897
1823_529.240925,-0.50618,-8.3267e-18,-2.1736,0.044904,0.12658,-4.5901
4541_859.557544,-0.52913,-1.7486e-16,-2.1734,0.044919,0.12658,-4.5904
2577_617.381572,-0.53853,7.5773e-16,-2.1734,0.044925,0.12658,-4.5905
4244_850.599985,-0.50515,2.1372e-16,-2.1734,0.044926,0.12658,-4.5905
4441_535.430942,-0.5349,7.6883e-16,-2.1729,0.044962,0.12658,-4.5912
4594_263.237037,-0.51824,2.7756e-18,-2.1729,0.04497,0.12658,-4.5914
4620_550.48839,-0.52794,2.0817e-16,-2.1728,0.044972,0.12658,-4.5914
2259_634.009394,-0.54541,-7.3275e-16,-2.1727,0.044982,0.12658,-4.5916
1374_416.227961,-0.51681,-4.1217e-16,-2.1724,0.045009,0.12658,-4.5922
1722_679.022719,-0.5204,-1.9429e-16,-2.1721,0.045033,0.12658,-4.5926
4289_740.139412,-0.52596,3.8858e-16,-2.1719,0.045053,0.12658,-4.593
4702_779.966181,-0.52162,-9.9226e-16,-2.1717,0.045071,0.12658,-4.5934
2902_694.164556,-0.53397,7.7438e-16,-2.1714,0.045101,0.12658,-4.594
594_861.713444,-0.51961,-7.9659e-16,-2.1713,0.04511,0.12658,-4.5942
1508_570.83989,-0.52177,2.04e-16,-2.1698,0.045239,0.12658,-4.5968
294_332.31602,-0.51556,2.0678e-16,-2.1697,0.045249,0.12658,-4.597
5096_894.000086,-0.50871,4.0939e-16,-2.169,0.045311,0.12658,-4.5982
3913_562.97714,-0.52318,9.881e-16,-2.1687,0.045329,0.12658,-4.5986
302_391.209184,-0.5787,-6.7168e-16,-2.168,0.045395,0.12658,-4.5999
308_305.147271,-0.58367,-8.2989e-16,-2.1678,0.045411,0.12658,-4.6002
3267_575.900813,-0.54781,1.9151e-16,-2.1678,0.045415,0.12658,-4.6003
3978_385.727242,-0.54215,3.636e-16,-2.1675,0.045442,0.12658,-4.6008
1384_305.898246,-0.5064,4.2744e-16,-2.1673,0.045456,0.12658,-4.6011
3173_689.099895,-0.52992,7.7161e-16,-2.1664,0.045533,0.12658,-4.6027
668_161.981373,0.56176,-1.5543e-16,2.1661,0.04556,0.12658,-4.6032
2989_619.571701,-0.5331,-7.6328e-16,-2.166,0.045572,0.12658,-4.6034
4552_940.039197,-0.51918,-2.0539e-16,-2.1655,0.045611,0.12658,-4.6042
5226_537.718366,-0.50425,2.0678e-16,-2.1641,0.045743,0.12658,-4.6068
2475_600.633411,-0.53895,-3.858e-16,-2.164,0.045751,0.12658,-4.607
1699_730.100244,-0.5205,-7.8132e-16,-2.1634,0.045802,0.12658,-4.608
1959_658.695428,-0.55553,5.2736e-16,-2.1629,0.045849,0.12658,-4.6089
134_649.413266,-0.48036,-6.925e-16,-2.1626,0.045868,0.12658,-4.6093
2228_628.664367,-0.54515,9.2981e-16,-2.162,0.045927,0.12658,-4.6105
1405_347.14659,-0.52218,3.8858e-16,-2.1607,0.046038,0.12658,-4.6126
4901_200.164585,-0.51239,-1.8735e-16,-2.1602,0.046087,0.12658,-4.6136
2144_888.311458,-0.56651,2.7756e-18,-2.16,0.046106,0.12658,-4.614
1350_215.016312,-0.5485,3.7748e-16,-2.1592,0.046173,0.12658,-4.6153
1682_152.031867,-0.5176,-9.9504e-16,-2.1592,0.046176,0.12658,-4.6154
1300_244.91496,-0.58746,8.2434e-16,-2.1589,0.046199,0.12658,-4.6158
3399_753.36277,-0.53046,-7.494e-16,-2.1586,0.04623,0.12658,-4.6164
3651_668.285071,-0.52298,-9.9087e-16,-2.1583,0.046255,0.12658,-4.6169
1411_468.280031,-0.52779,5.5511e-18,-2.1577,0.046311,0.12658,-4.618
1419_619.309756,-0.54695,-7.272e-16,-2.1575,0.046326,0.12658,-4.6183
1476_659.202286,-0.5984,3.4139e-16,-2.1568,0.046391,0.12658,-4.6196
4279_247.867774,-0.5352,-3.747e-16,-2.1558,0.046476,0.12658,-4.6212
1133_226.216633,-0.51855,6.0091e-16,-2.1554,0.046511,0.12658,-4.6219
616_301.178232,-0.52946,-3.8303e-16,-2.155,0.046549,0.12658,-4.6226
2471_593.277454,-0.52887,-1.7764e-16,-2.1536,0.046672,0.12658,-4.625
1580_629.284852,-0.54145,-5.3568e-16,-2.1536,0.046679,0.12658,-4.6252
1804_694.442931,-0.57527,6.8001e-16,-2.1535,0.046689,0.12658,-4.6254
1896_359.194201,-0.49782,-4.1772e-16,-2.1532,0.046709,0.12658,-4.6257
1245_581.365982,-0.55014,7.3275e-16,-2.1531,0.046718,0.12658,-4.6259
1976_214.180242,-0.51818,6.9389e-18,-2.1516,0.046856,0.12658,-4.6286
4112_739.95523,-0.51501,-1.0048e-15,-2.151,0.046913,0.12658,-4.6297
339_244.154425,-0.52933,-3.858e-16,-2.1507,0.046939,0.12658,-4.6302
2017_888.326319,-0.57086,-1.9429e-16,-2.1505,0.046957,0.12658,-4.6305
487_706.156189,-0.5072,8.3406e-16,-2.1501,0.046989,0.12658,-4.6311
946_367.209195,-0.43298,2.7339e-16,-2.1501,0.046994,0.12658,-4.6312
4179_574.180748,-0.51359,-2.7756e-18,-2.1498,0.047018,0.12658,-4.6317
4829_539.506953,-0.50493,-4.205e-16,-2.1497,0.047028,0.12658,-4.6319
3283_715.605301,-0.52622,-3.8858e-16,-2.148,0.04718,0.12658,-4.6348
702_193.083598,-0.44406,-2.7096e-16,-2.1477,0.047216,0.12658,-4.6355
5018_546.843065,-0.49566,-6.467e-16,-2.1471,0.047267,0.12658,-4.6365
179_339.1779,-0.4601,2.4915e-16,-2.1456,0.0474,0.12658,-4.639
2570_600.700898,-0.52579,-9.6034e-16,-2.1433,0.047612,0.12658,-4.6431
2145_656.30277,-0.5484,7.272e-16,-2.143,0.047642,0.12658,-4.6436
535_599.647079,-0.53824,5.5234e-16,-2.143,0.047643,0.12658,-4.6436
1290_205.097229,-0.61217,-2.9976e-16,-2.1418,0.047753,0.12658,-4.6457
3532_586.673732,-0.51295,8.1324e-16,-2.141,0.047828,0.12658,-4.6472
4415_579.333957,-0.51163,1.3878e-18,-2.1392,0.047994,0.12658,-4.6503
3707_789.148358,-0.50986,-1.9845e-16,-2.1385,0.048056,0.12658,-4.6515
1755_571.079278,-0.51715,5.8981e-16,-2.1377,0.048133,0.12658,-4.6529
967_139.050248,-0.52219,-9.7422e-16,-2.1364,0.048247,0.12658,-4.655
3953_576.198046,-0.51528,-5.7038e-16,-2.134,0.048477,0.12658,-4.6593
3299_567.085897,-0.51487,-1.3878e-18,-2.1331,0.048556,0.12658,-4.6608
125_282.204062,-0.44443,2.6784e-16,-2.1324,0.04862,0.12658,-4.662
1382_226.962898,-0.57667,3.4139e-16,-2.1322,0.048642,0.12658,-4.6624
1161_469.183258,-0.53729,3.6637e-16,-2.1313,0.048724,0.12658,-4.6639
3195_351.111611,-0.51585,5.9813e-16,-2.1313,0.048731,0.12658,-4.664
1899_251.818237,-0.57352,-3.4139e-16,-2.1273,0.049099,0.12725,-4.6708
861_429.318723,-0.49648,-8.259e-16,-2.1218,0.049622,0.12833,-4.6804
3336_572.676883,-0.52144,7.7993e-16,-2.118,0.049985,0.12875,-4.687
117_269.208813,-0.45771,9.8047e-16,-2.1176,0.050027,0.12875,-4.6877
1799_558.846898,-0.50388,-8.1463e-16,-2.1168,0.050105,0.12875,-4.6891
1472_298.346913,-0.54851,5.4956e-16,-2.1153,0.050245,0.12883,-4.6916
950_237.221385,0.51098,3.9482e-16,2.1078,0.050975,0.13043,-4.7046
985_336.251617,-0.51234,4.0107e-16,-2.1018,0.051563,0.13165,-4.715
1493_234.0286,-0.50628,-6.1617e-16,-2.0986,0.051883,0.13219,-4.7205
1112_311.188767,-0.58242,7.9936e-16,-2.0905,0.052692,0.13396,-4.7344
112_206.138773,-0.60814,-1.4745e-16,-2.077,0.054067,0.13713,-4.7576
3258_772.043726,-0.52021,7.383e-16,-2.0761,0.054166,0.13713,-4.7592
1139_171.026459,-0.43154,5.2805e-16,-2.0724,0.054551,0.13754,-4.7656
1502_235.91638,-0.56665,6.4393e-16,-2.0723,0.054556,0.13754,-4.7656
1061_474.285065,0.49823,-2.0227e-16,2.0627,0.055563,0.13978,-4.7821
116_347.182986,-0.42319,7.9381e-16,-2.0285,0.059288,0.14884,-4.8401
871_332.330668,-0.43326,-1.0009e-15,-2.0131,0.061038,0.15291,-4.866
1360_296.886385,-0.58162,-1.36e-16,-2.0116,0.061209,0.15302,-4.8685
82_517.334718,-0.45461,5.5511e-18,-2.0071,0.061737,0.15379,-4.8762
1098_316.994598,-0.55852,-1.6376e-16,-2.0063,0.061832,0.15379,-4.8775
1758_342.373123,-0.53699,-6.8001e-16,-2.0057,0.061899,0.15379,-4.8785
237_454.282541,0.61422,-4.1633e-18,2.0018,0.062358,0.15461,-4.8851
1194_270.953973,-0.57547,-1.6376e-16,-2,0.062561,0.15479,-4.888
202_254.823806,-0.56649,-1.5821e-16,-1.9813,0.064798,0.15999,-4.9192
201_164.930065,-0.55013,4.8225e-16,-1.9767,0.065363,0.16106,-4.9269
140_320.865613,-0.56287,-1.5959e-16,-1.9742,0.065677,0.1615,-4.9311
675_123.044098,-0.51807,5.2458e-16,-1.9705,0.066131,0.16229,-4.9373
715_213.109821,-0.39792,-8.5904e-16,-1.9658,0.066718,0.16339,-4.9451
1017_185.078507,0.49641,-5.7593e-16,1.9635,0.067007,0.16376,-4.9489
960_289.626724,0.52741,-3.518e-16,1.94,0.069999,0.17073,-4.9876
681_174.991456,-0.62887,-3.9239e-16,-1.9384,0.070219,0.17092,-4.9903
162_205.062468,-0.44292,-1.1269e-15,-1.9317,0.071089,0.17269,-5.0012
27_398.232663,-0.69825,2.3037e-16,-1.9306,0.071241,0.17271,-5.0031
1092_281.136043,-0.38443,3.0826e-16,-1.9283,0.071538,0.17308,-5.0067
100_317.283986,0.41398,5.1001e-16,1.9235,0.072188,0.17424,-5.0147
803_101.751136,-0.497,-3.5319e-16,-1.9226,0.072308,0.17424,-5.0162
888_267.120396,-0.41237,2.5344e-16,-1.9101,0.074001,0.17796,-5.0366
73_302.1963,0.57287,-1.5344e-16,1.9072,0.074403,0.17857,-5.0413
716_253.141127,-0.38438,2.4286e-18,-1.9031,0.074963,0.1793,-5.0479
874_334.222512,-0.45591,-6.2797e-16,-1.9024,0.075055,0.1793,-5.049
277_374.735136,0.56139,-4.538e-16,1.9017,0.075159,0.1793,-5.0502
766_272.258506,-0.52448,3.3862e-16,-1.8993,0.075487,0.17973,-5.054
882_341.266329,-0.43686,-6.6249e-16,-1.8963,0.075906,0.18037,-5.0589
57_223.094167,-0.37202,3.1572e-16,-1.8906,0.076707,0.18191,-5.0681
110_201.184994,0.39158,-2.7062e-16,1.8639,0.080577,0.19056,-5.1112
815_197.226461,-0.45792,6.0507e-16,-1.8633,0.08067,0.19056,-5.1122
1006_103.621283,-0.39639,7.8722e-16,-1.8536,0.082112,0.19358,-5.1277
842_194.102376,0.37522,2.9074e-16,1.8457,0.083309,0.19582,-5.1403
218_323.086095,0.50224,4.9613e-16,1.8451,0.083389,0.19582,-5.1412
778_295.100051,0.57394,5.5511e-16,1.8422,0.083839,0.1965,-5.1459
1095_267.038821,-0.61397,-1.1102e-16,-1.8405,0.084105,0.19674,-5.1486
1080_443.334353,0.5176,8.0196e-16,1.798,0.090856,0.21211,-5.2157
8_600.240419,0.58652,6.9389e-18,1.7873,0.092626,0.21552,-5.2324
1029_323.219369,-0.36783,2.89e-16,-1.7859,0.09285,0.21552,-5.2345
879_304.300715,-0.38012,8.0057e-16,-1.7835,0.093263,0.21552,-5.2383
148_249.185001,-0.3645,-1.1768e-15,-1.7829,0.093353,0.21552,-5.2391
111_271.190485,-0.53995,5.8824e-16,-1.7829,0.093355,0.21552,-5.2392
870_246.952725,-0.39876,-1.2101e-15,-1.7827,0.093392,0.21552,-5.2395
107_258.865403,-0.52875,-1.5543e-16,-1.7782,0.094159,0.21666,-5.2466
784_387.358203,-0.68252,-3.1086e-16,-1.7777,0.094246,0.21666,-5.2474
687_385.256148,-0.39844,9.6451e-16,-1.7753,0.094655,0.21718,-5.2511
798_211.166936,0.3905,-1.2448e-15,1.773,0.095039,0.21765,-5.2546
1103_265.104744,0.45164,1.9117e-16,1.7693,0.095676,0.21869,-5.2604
782_183.2108,-0.44786,5.9813e-16,-1.7636,0.096652,0.2205,-5.2691
1127_157.083572,0.46426,1.9984e-16,1.7391,0.10099,0.22997,-5.3069
799_557.277413,0.39945,-9.1142e-16,1.729,0.10282,0.23368,-5.3222
719_357.26124,-0.37918,7.4801e-16,-1.7117,0.10603,0.24013,-5.3485
1154_319.151689,0.42119,-1.0183e-15,1.7116,0.10606,0.24013,-5.3487
172_237.14621,-0.35873,-3.4694e-18,-1.7103,0.10631,0.24025,-5.3508
927_308.185731,-0.35986,2.7651e-16,-1.7062,0.10707,0.24151,-5.3569
655_326.378224,-0.6193,-2.276e-16,-1.7047,0.10736,0.2417,-5.3591
151_331.151691,-0.37521,1.2657e-15,-1.7028,0.10772,0.24208,-5.3621
918_229.143535,-0.36589,3.0791e-18,-1.6966,0.10891,0.24429,-5.3714
96_429.282343,-0.37909,-1.2212e-15,-1.6945,0.10932,0.24442,-5.3746
93_323.011546,0.48164,6.4809e-16,1.693,0.10961,0.24442,-5.3768
289_318.19615,-0.36654,-2.6108e-16,-1.6922,0.10975,0.24442,-5.378
905_315.177911,-0.36656,5.2042e-16,-1.6921,0.10978,0.24442,-5.3782
1234_319.158147,0.4181,1.9464e-16,1.6909,0.11,0.24445,-5.3799
1863_130.965304,-0.36773,1.0388e-15,-1.6848,0.1112,0.24666,-5.3891
177_318.167676,-0.36401,7.9971e-16,-1.6811,0.11194,0.24783,-5.3947
1123_267.195575,-0.3693,-1.2663e-15,-1.6758,0.11298,0.24958,-5.4026
149_213.917208,-0.38332,-9.3953e-16,-1.675,0.11314,0.24958,-5.4038
1306_332.33193,-0.36982,7.5842e-16,-1.673,0.11353,0.24998,-5.4067
1370_520.332838,-0.37032,7.5565e-16,-1.6704,0.11405,0.25045,-5.4106
68_317.172426,-0.35349,-1.113e-15,-1.6699,0.11416,0.25045,-5.4114
217_196.865172,-0.48063,-3.2196e-16,-1.6683,0.11448,0.25068,-5.4138
1885_837.469886,-0.37384,-7.3969e-16,-1.6539,0.11741,0.25664,-5.4352
1735_546.332894,-0.37458,-7.1471e-16,-1.6507,0.11806,0.25729,-5.4398
1415_190.848209,-0.45991,-1.1102e-17,-1.6502,0.11817,0.25729,-5.4407
84_561.360892,-0.4128,1.0027e-15,-1.6493,0.11835,0.25729,-5.4419
76_313.310205,-0.43146,3.7331e-16,-1.6445,0.11934,0.25897,-5.449
2240_512.125984,-0.37748,-4.7601e-16,-1.6394,0.12041,0.25975,-5.4565
337_273.167333,-0.37792,-9.3398e-16,-1.6378,0.12075,0.25975,-5.4589
53_271.263255,0.38889,-6.585e-16,1.6374,0.12083,0.25975,-5.4594
1937_535.950424,-0.37806,1.1685e-15,-1.6373,0.12086,0.25975,-5.4596
1216_449.287424,-0.37828,-9.4091e-16,-1.6365,0.12102,0.25975,-5.4608
1869_553.556601,-0.37853,4.6213e-16,-1.6356,0.12121,0.25975,-5.4621
1426_385.147009,-0.37854,-7.0083e-16,-1.6356,0.12121,0.25975,-5.4621
659_371.326909,-0.472,6.5226e-16,-1.6338,0.1216,0.26011,-5.4648
1342_275.161868,-0.37959,1.1435e-15,-1.632,0.12198,0.26046,-5.4674
1698_576.854905,-0.38022,-6.8834e-16,-1.6299,0.12243,0.26095,-5.4705
959_172.096883,0.42681,7.4732e-16,1.6268,0.12308,0.26187,-5.475
1523_496.339867,-0.38148,4.4964e-16,-1.6258,0.1233,0.26187,-5.4764
779_243.159181,-0.38225,2.2482e-16,-1.6234,0.12381,0.26222,-5.48
718_395.137796,-0.46306,1.707e-16,-1.6216,0.1242,0.26222,-5.4826
83_473.308531,-0.38809,-6.526e-16,-1.6209,0.12434,0.26222,-5.4835
1689_501.317048,-0.38308,2.1649e-16,-1.6209,0.12435,0.26222,-5.4836
1046_430.696692,0.48262,6.3075e-16,1.6183,0.12491,0.26222,-5.4874
1375_544.975929,-0.38402,6.6336e-16,-1.6181,0.12495,0.26222,-5.4876
945_371.240502,-0.36212,-5.0099e-16,-1.6179,0.12499,0.26222,-5.4879
1656_651.525471,-0.38502,5.5511e-18,-1.6153,0.12557,0.26296,-5.4918
1016_443.205061,-0.37425,-2.3037e-16,-1.6098,0.12677,0.26503,-5.4998
805_269.247605,0.36764,9.5618e-16,1.6036,0.12813,0.26741,-5.5087
135_318.143723,0.49965,4.3576e-16,1.5999,0.12896,0.26867,-5.5141
807_277.128278,-0.39258,8.4099e-16,-1.5964,0.12973,0.2696,-5.5191
118_199.021387,-0.34705,5.3811e-16,-1.5958,0.12986,0.2696,-5.5199
1540_622.524494,-0.39393,2.1094e-16,-1.5934,0.1304,0.27026,-5.5234
1649_658.928314,-0.39549,8.3267e-18,-1.5901,0.13114,0.27132,-5.5282
1704_584.854094,-0.39656,1.0159e-15,-1.5879,0.13163,0.27188,-5.5313
1041_193.002039,-0.52423,-1.1102e-17,-1.5851,0.13227,0.27273,-5.5353
1158_205.068343,-0.40062,5.9952e-16,-1.5801,0.13341,0.27461,-5.5425
379_706.726365,-0.40252,-9.77e-16,-1.5767,0.13419,0.27574,-5.5473
114_261.011325,0.44695,4.9405e-16,1.5739,0.13485,0.27662,-5.5514
865_291.951313,-0.37187,-6.7446e-16,-1.5721,0.13526,0.27698,-5.5539
224_432.269431,0.49606,2.956e-16,1.5674,0.13635,0.27875,-5.5607
155_200.906766,-0.45423,6.467e-16,-1.5664,0.13659,0.27875,-5.5621
1167_114.43432,-0.47068,-2.9976e-16,-1.5598,0.13814,0.28143,-5.5714
60_281.17243,-0.36798,-2.1719e-16,-1.5561,0.13901,0.28273,-5.5767
677_304.299464,-0.34586,-5.0723e-16,-1.5517,0.14006,0.28439,-5.5829
608_332.331273,-0.34259,-5.0316e-16,-1.5429,0.14217,0.28809,-5.5953
854_277.2163,-0.37433,-6.4809e-16,-1.5421,0.14237,0.28809,-5.5964
101_309.203726,-0.31439,-9.3675e-16,-1.5397,0.14296,0.2888,-5.5999
762_195.099241,-0.33688,1.3184e-15,-1.5377,0.14343,0.28926,-5.6026
1827_250.803914,-0.4099,-3.8303e-16,-1.536,0.14385,0.28962,-5.605
606_311.186042,-0.43793,-8.4099e-16,-1.5322,0.14478,0.29101,-5.6103
974_101.435247,-0.45247,3.0809e-16,-1.5202,0.14774,0.29646,-5.627
1279_210.997894,-0.43496,5.1903e-16,-1.5172,0.14849,0.29748,-5.6312
1726_768.323574,-0.40912,-1.6931e-16,-1.5158,0.14885,0.2977,-5.6332
1070_666.447717,-0.46386,-4.3854e-16,-1.5124,0.14971,0.29891,-5.6379
892_287.258172,-0.34213,4.9127e-16,-1.5111,0.15005,0.29907,-5.6398
238_340.803015,0.46609,4.6074e-16,1.5101,0.15028,0.29907,-5.6411
1101_333.170714,-0.42874,-1.7208e-16,-1.4944,0.15432,0.30632,-5.6628
165_288.25342,-0.44479,-4.5789e-16,-1.4939,0.15443,0.30632,-5.6634
1031_279.156782,-0.30663,6.1236e-16,-1.4906,0.1553,0.30753,-5.668
634_297.240115,-0.33605,-1.0027e-15,-1.486,0.1565,0.3094,-5.6743
235_487.231212,-0.33193,5.0376e-16,-1.4833,0.15719,0.31011,-5.6779
1526_318.773572,-0.38923,-3.8025e-16,-1.4813,0.15774,0.31011,-5.6807
23_273.109828,-0.32025,1.1033e-15,-1.4812,0.15776,0.31011,-5.6809
629_202.180242,0.43009,1.6363e-16,1.4806,0.1579,0.31011,-5.6816
662_363.147976,-0.42687,1.6931e-16,-1.476,0.15913,0.31202,-5.6879
1019_369.384031,-0.48119,-2.6645e-16,-1.474,0.15967,0.31257,-5.6907
624_163.976705,0.38772,7.5027e-16,1.4689,0.16103,0.31436,-5.6976
195_339.227936,-0.45516,6.0507e-16,-1.4683,0.16117,0.31436,-5.6983
233_374.782623,0.45626,-2.8241e-16,1.4676,0.16137,0.31436,-5.6993
86_307.085389,-0.41429,8.5418e-16,-1.4656,0.16192,0.31491,-5.702
678_304.300496,-0.32677,-7.6328e-16,-1.4636,0.16246,0.31545,-5.7048
220_523.302994,-0.31264,-5.6066e-16,-1.4603,0.16335,0.31668,-5.7092
1236_416.277187,-0.38735,2.7756e-18,-1.4551,0.16476,0.31843,-5.7162
849_251.125476,-0.32831,-2.5709e-16,-1.455,0.16479,0.31843,-5.7163
18_781.116176,0.36745,2.0665e-16,1.4538,0.16512,0.31857,-5.718
127_219.135641,-0.30388,1.1977e-15,-1.4507,0.16597,0.31969,-5.7221
1260_544.97825,-0.43685,-7.7161e-16,-1.4466,0.16709,0.32132,-5.7276
250_379.002321,0.4253,8.3267e-18,1.4446,0.16765,0.32188,-5.7303
16_244.190811,0.37769,5.666e-16,1.4414,0.16854,0.32309,-5.7346
66_255.159184,-0.34033,-6.8522e-16,-1.4389,0.16922,0.32387,-5.7378
755_325.113018,-0.37466,5.8356e-16,-1.4364,0.16993,0.324,-5.7412
983_393.188457,-0.38056,2.7756e-18,-1.4349,0.17035,0.324,-5.7432
164_361.162244,-0.29809,3.0097e-16,-1.4344,0.1705,0.324,-5.7439
1815_379.761307,-0.38599,-5.6066e-16,-1.4334,0.17076,0.324,-5.7452
4_625.094506,0.34526,1.779e-15,1.4331,0.17086,0.324,-5.7457
1328_268.115644,-0.3892,1.8319e-16,-1.4328,0.17093,0.324,-5.746
1251_264.022048,-0.37981,5.8564e-16,-1.432,0.17118,0.324,-5.7471
1358_208.891023,-0.39517,-6.9389e-16,-1.4265,0.17272,0.3264,-5.7544
912_355.281978,-0.34982,-4.3784e-16,-1.4197,0.17466,0.32904,-5.7634
1268_385.37894,-0.40333,-1.6653e-16,-1.4197,0.17467,0.32904,-5.7634
