"",logFC,AveExpr,t,P.Value,adj.P.Val,B
1476_659.202286,-0.61292,4.885e-16,-2.1307,0.047798,0.14475,-4.572
4172_508.66175,-0.55716,-7.4107e-16,-2.1305,0.047813,0.14475,-4.5723
1315_288.290258,-0.55375,1.9151e-16,-2.1299,0.04787,0.14475,-4.5734
1932_922.784764,-0.54442,-7.7993e-16,-2.1297,0.047888,0.14475,-4.5737
1300_244.91496,-0.60232,-8.2434e-16,-2.1297,0.047894,0.14475,-4.5738
4291_744.936219,-0.55537,5.5511e-18,-2.1297,0.047895,0.14475,-4.5738
4906_531.666662,-0.54401,-3.9274e-16,-2.1294,0.04792,0.14475,-4.5743
1453_343.294948,-0.55127,1.8874e-16,-2.1293,0.047927,0.14475,-4.5744
4194_546.524582,-0.54841,-7.6467e-16,-2.1293,0.047933,0.14475,-4.5745
2259_634.009394,-0.56182,-9.1316e-16,-2.1291,0.047952,0.14475,-4.5749
2300_668.690096,-0.55045,1.8041e-17,-2.1284,0.048012,0.14475,-4.576
1585_116.382962,-0.54564,-7.7299e-16,-2.1282,0.048029,0.14475,-4.5763
3044_123.778503,-0.54136,-3.9829e-16,-2.1279,0.048057,0.14475,-4.5769
1851_839.171236,-0.55487,7.494e-16,-2.1276,0.048091,0.14475,-4.5775
2577_617.381572,-0.55521,3.858e-16,-2.1273,0.048113,0.14475,-4.5779
4369_920.394678,-0.54572,-1.9013e-16,-2.1272,0.04813,0.14475,-4.5782
1308_109.078741,-0.54595,7.6744e-16,-2.1271,0.048132,0.14475,-4.5783
922_407.336762,-0.55027,-1.9151e-16,-2.1265,0.048195,0.14475,-4.5794
777_138.088983,-0.52282,-8.3961e-16,-2.1264,0.048198,0.14475,-4.5795
4296_777.054696,-0.54675,-1.8596e-16,-2.1264,0.048204,0.14475,-4.5796
485_589.695569,-0.54393,5.8148e-16,-2.1262,0.048224,0.14475,-4.58
4441_535.430942,-0.55173,1.9429e-17,-2.1258,0.048261,0.14475,-4.5807
3267_575.900813,-0.5641,-5.5234e-16,-2.1256,0.048274,0.14475,-4.5809
4858_540.216786,-0.54159,-1.9706e-16,-2.1255,0.048283,0.14475,-4.5811
767_301.14164,-0.53722,9.881e-16,-2.1251,0.048326,0.14475,-4.5819
711_361.133162,-0.53805,5.9119e-16,-2.125,0.048333,0.14475,-4.582
2144_888.311458,-0.58208,1.7208e-16,-2.1246,0.048366,0.14475,-4.5826
5207_260.814969,-0.53695,-1.8457e-16,-2.1246,0.048369,0.14475,-4.5826
4541_859.557544,-0.5462,-5.6483e-16,-2.1242,0.048408,0.14475,-4.5834
2902_694.164556,-0.55083,-4.1633e-18,-2.1241,0.048417,0.14475,-4.5835
1959_658.695428,-0.5715,-3.3307e-16,-2.1238,0.048443,0.14475,-4.584
1348_465.224831,-0.54429,1.8457e-16,-2.1238,0.048444,0.14475,-4.584
1438_289.104745,-0.53602,6.0091e-16,-2.1236,0.04846,0.14475,-4.5843
3978_385.727242,-0.55866,-5.4956e-16,-2.1235,0.048472,0.14475,-4.5846
4620_550.48839,-0.54506,-1.9984e-16,-2.1233,0.048495,0.14475,-4.585
1892_308.762532,-0.54079,5.8564e-16,-2.1231,0.048512,0.14475,-4.5853
1234_319.158147,-0.53501,-2.7756e-18,-2.1228,0.048536,0.14475,-4.5857
1707_518.374333,-0.53665,1.5266e-17,-2.1223,0.048584,0.14475,-4.5866
4660_894.282682,-0.53696,-6.0785e-16,-2.122,0.048613,0.14475,-4.5872
1210_323.146608,-0.53316,1.0242e-15,-2.1219,0.04863,0.14475,-4.5875
4289_740.139412,-0.54317,9.7561e-16,-2.1218,0.048634,0.14475,-4.5875
1804_694.442931,-0.5905,3.525e-16,-2.1215,0.04866,0.14475,-4.588
1290_205.097229,-0.62621,1.2212e-16,-2.1209,0.048718,0.14475,-4.5891
2073_541.788282,-0.53361,-5.9258e-16,-2.1205,0.048762,0.14475,-4.5899
1238_304.284719,-0.53041,2.0123e-16,-2.1203,0.048779,0.14475,-4.5902
4702_779.966181,-0.53901,3.969e-16,-2.1201,0.048796,0.14475,-4.5905
1446_632.350859,-0.54223,-1.929e-16,-2.1199,0.048813,0.14475,-4.5908
4594_263.237037,-0.53578,2.0262e-16,-2.1199,0.048819,0.14475,-4.591
2228_628.664367,-0.56152,-5.5511e-16,-2.1198,0.048823,0.14475,-4.591
3742_600.952416,-0.53179,1.9706e-16,-2.1196,0.04884,0.14475,-4.5913
2475_600.633411,-0.55557,3.8303e-16,-2.1195,0.048854,0.14475,-4.5916
2989_619.571701,-0.54997,5.787e-16,-2.1193,0.048875,0.14475,-4.592
1236_416.277187,-0.55292,5.4401e-16,-2.1192,0.048878,0.14475,-4.592
594_861.713444,-0.53709,3.9552e-16,-2.119,0.0489,0.14475,-4.5924
1374_416.227961,-0.53442,-5.9674e-16,-2.119,0.048904,0.14475,-4.5925
3173_689.099895,-0.54693,1.8319e-16,-2.1186,0.048943,0.14475,-4.5932
1508_570.83989,-0.53914,-2.0817e-16,-2.1185,0.048945,0.14475,-4.5932
1350_215.016312,-0.56472,-3.525e-16,-2.1185,0.048947,0.14475,-4.5933
3913_562.97714,-0.54049,3.9135e-16,-2.1182,0.048979,0.14475,-4.5939
2017_888.326319,-0.58623,0,-2.1177,0.049024,0.14475,-4.5947
294_332.31602,-0.53321,8.063e-16,-2.1162,0.049166,0.14475,-4.5973
1823_529.240925,-0.52429,-6.1756e-16,-2.116,0.049185,0.14475,-4.5976
1327_291.107857,-0.53835,5.787e-16,-2.1157,0.049216,0.14475,-4.5982
4244_850.599985,-0.52331,1.929e-16,-2.1154,0.049242,0.14475,-4.5987
1268_385.37894,-0.58197,1.7208e-16,-2.1145,0.049332,0.14475,-4.6003
776_122.081211,0.50114,-6.7758e-16,2.1145,0.049332,0.14475,-4.6003
1805_855.102292,-0.54612,5.7038e-16,-2.1143,0.049353,0.14475,-4.6007
4552_940.039197,-0.53664,-5.9952e-16,-2.1141,0.049372,0.14475,-4.601
5096_894.000086,-0.52668,-6.0507e-16,-2.1131,0.049464,0.14475,-4.6027
1699_730.100244,-0.53789,1.249e-17,-2.1127,0.049501,0.14475,-4.6034
3399_753.36277,-0.5474,-1.8874e-16,-2.1121,0.049562,0.14475,-4.6044
4279_247.867774,-0.55193,-3.858e-16,-2.1114,0.049634,0.14475,-4.6057
1405_347.14659,-0.53949,-5.9813e-16,-2.1111,0.04966,0.14475,-4.6062
1384_305.898246,-0.52447,-2.0678e-16,-2.1109,0.04968,0.14475,-4.6066
1018_449.199395,-0.5822,-1.5899e-16,-2.1108,0.049691,0.14475,-4.6068
1411_468.280031,-0.54484,5.6066e-16,-2.1104,0.049722,0.14475,-4.6073
3651_668.285071,-0.54024,7.7299e-16,-2.1093,0.049831,0.14475,-4.6093
2_239.106099,0.57622,3.3862e-16,2.1092,0.049846,0.14475,-4.6096
616_301.178232,-0.54642,7.5773e-16,-2.1088,0.049885,0.14475,-4.6103
1682_152.031867,-0.53511,3.8025e-16,-2.1082,0.049941,0.14475,-4.6113
930_451.362987,-0.52711,4.0662e-16,-2.108,0.049957,0.14475,-4.6115
1815_379.761307,-0.55489,5.5234e-16,-2.1078,0.049975,0.14475,-4.6119
2471_593.277454,-0.54585,5.5511e-18,-2.1074,0.050017,0.14475,-4.6126
5226_537.718366,-0.5224,4.2744e-16,-2.1074,0.050019,0.14475,-4.6127
100_317.283986,0.52169,8.2634e-16,2.1072,0.05004,0.14475,-4.613
4901_200.164585,-0.53014,-6.1062e-16,-2.1072,0.050041,0.14475,-4.6131
1133_226.216633,-0.53598,-4.0523e-16,-2.1054,0.050214,0.14475,-4.6161
339_244.154425,-0.54628,-5.8009e-16,-2.1051,0.050245,0.14475,-4.6167
2145_656.30277,-0.56455,-1.7486e-16,-2.1046,0.050291,0.14475,-4.6175
1382_226.962898,-0.59175,8.4099e-16,-2.1034,0.050408,0.14475,-4.6196
110_201.184994,0.51139,6.4788e-16,2.1034,0.050412,0.14475,-4.6196
3283_715.605301,-0.54328,9.6728e-16,-2.1018,0.050566,0.14475,-4.6224
535_599.647079,-0.55478,-3.8858e-16,-2.1014,0.050603,0.14475,-4.623
1840_790.132047,-0.53437,7.952e-16,-2.101,0.050644,0.14475,-4.6238
4112_739.95523,-0.53259,8.0908e-16,-2.1004,0.050702,0.14475,-4.6248
286_346.235355,-0.57229,-1.5821e-16,-2.0994,0.050797,0.14475,-4.6264
4179_574.180748,-0.53122,3.9274e-16,-2.0989,0.050847,0.14475,-4.6273
1228_453.126131,-0.5542,-1.6931e-16,-2.0984,0.050902,0.14475,-4.6283
1899_251.818237,-0.58868,4.9682e-16,-2.0983,0.050909,0.14475,-4.6284
2570_600.700898,-0.54285,1.8874e-16,-2.0976,0.050975,0.14475,-4.6296
487_706.156189,-0.52513,6.0646e-16,-2.0969,0.051047,0.14475,-4.6308
1896_359.194201,-0.51622,-8.2573e-16,-2.096,0.051137,0.14475,-4.6324
4829_539.506953,-0.52297,-6.2589e-16,-2.0957,0.051164,0.14475,-4.6329
3532_586.673732,-0.53056,-5.9119e-16,-2.0913,0.051608,0.14475,-4.6406
1161_469.183258,-0.5538,7.1887e-16,-2.0912,0.051619,0.14475,-4.6408
967_139.050248,-0.53936,3.8303e-16,-2.0906,0.051673,0.14475,-4.6417
1517_369.188474,-0.51323,6.4532e-16,-2.0903,0.05171,0.14475,-4.6424
5018_546.843065,-0.51414,1.3878e-18,-2.0901,0.051725,0.14475,-4.6426
4415_579.333957,-0.52929,5.9813e-16,-2.0893,0.051805,0.14475,-4.644
1539_395.240475,-0.51282,-2.2343e-16,-2.0886,0.051879,0.14475,-4.6453
3707_789.148358,-0.5276,0,-2.0881,0.051924,0.14475,-4.646
198_613.340526,-0.68269,-2.5813e-16,-2.0874,0.051993,0.14475,-4.6472
649_333.167986,0.63455,-7.5218e-16,2.0865,0.052087,0.14475,-4.6488
3953_576.198046,-0.53275,5.9119e-16,-2.0862,0.052117,0.14475,-4.6494
3299_567.085897,-0.53235,-3.969e-16,-2.0853,0.052204,0.14475,-4.6508
3195_351.111611,-0.53328,1.9984e-16,-2.0841,0.052329,0.14475,-4.653
812_213.184998,0.50564,2.1511e-16,2.0839,0.05235,0.14475,-4.6533
1472_298.346913,-0.5645,1.7208e-16,-2.0808,0.052664,0.14525,-4.6587
742_103.601354,-0.5909,-7.6328e-18,-2.0797,0.052776,0.14525,-4.6605
241_167.070335,0.58916,-8.1324e-16,2.0777,0.05298,0.14547,-4.664
3336_572.676883,-0.53854,5.8287e-16,-2.0748,0.053282,0.14547,-4.669
1017_185.078507,0.55665,3.7609e-16,2.0744,0.053318,0.14547,-4.6697
983_393.188457,-0.54131,7.6189e-16,-2.0742,0.05334,0.14547,-4.67
1884_855.500278,-0.51993,-4.1633e-16,-2.073,0.053469,0.14549,-4.6722
1030_537.339828,-0.5954,1.7208e-16,-2.0681,0.05397,0.14628,-4.6805
1799_558.846898,-0.52178,7.9242e-16,-2.0678,0.054001,0.14628,-4.681
1333_360.362573,-0.55001,5.5511e-16,-2.0627,0.054537,0.1474,-4.6898
1154_319.151689,-0.52346,2.0817e-16,-2.0613,0.054689,0.14748,-4.6923
985_336.251617,-0.52976,-1.249e-17,-2.0581,0.055027,0.1479,-4.6977
778_295.100051,0.6833,-3.8719e-16,2.0575,0.055092,0.1479,-4.6988
1493_234.0286,-0.52395,1.9984e-16,-2.0534,0.05553,0.14874,-4.7058
1502_235.91638,-0.58177,1.3878e-17,-2.0483,0.056075,0.14987,-4.7145
1144_189.955984,-0.60533,6.023e-16,-2.0435,0.056596,0.15092,-4.7227
3258_772.043726,-0.53713,-5.676e-16,-2.0386,0.057126,0.152,-4.731
638_291.231531,-0.58263,-1.6653e-16,-2.0274,0.058367,0.15496,-4.75
260_476.295607,-0.609,4.4131e-16,-2.0161,0.059643,0.158,-4.7692
1206_421.278465,-0.58992,3.1919e-16,-2.0133,0.059972,0.15852,-4.7741
130_199.169336,0.54597,8.7985e-16,2.0087,0.060498,0.15956,-4.7818
223_355.214984,-0.62962,5.6483e-16,-2.0044,0.060992,0.1605,-4.789
220_523.302994,-0.59626,1.1102e-17,-2.0027,0.061197,0.16069,-4.7919
842_194.102376,0.56943,-3.1919e-16,1.9982,0.061716,0.16142,-4.7994
1360_296.886385,-0.59594,1.5821e-16,-1.998,0.061743,0.16142,-4.7998
1031_279.156782,-0.55245,-8.6875e-16,-1.9952,0.062079,0.16195,-4.8046
1279_210.997894,-0.56736,3.2474e-16,-1.9924,0.062402,0.16233,-4.8091
105_216.159504,0.50377,-4.1286e-16,1.9916,0.062498,0.16233,-4.8105
1098_316.994598,-0.57355,-8.1046e-16,-1.988,0.062929,0.1631,-4.8166
1758_342.373123,-0.5528,8.632e-16,-1.9823,0.063621,0.16454,-4.8262
1252_443.29154,-0.57176,6.5503e-16,-1.9742,0.064608,0.16673,-4.8398
42_255.231954,0.50934,-5.8425e-16,1.9666,0.065544,0.16878,-4.8524
244_498.308726,-0.57802,-1.3878e-16,-1.962,0.066111,0.16988,-4.86
140_320.865613,-0.54717,0,-1.9584,0.066561,0.17056,-4.866
740_221.982214,-0.56189,3.2907e-16,-1.957,0.066744,0.17056,-4.8684
979_311.146605,-0.56215,8.174e-16,-1.9565,0.066803,0.17056,-4.8692
122_227.200652,0.46857,1.1442e-15,1.9459,0.068159,0.17365,-4.8868
710_279.987704,0.48923,6.2034e-16,1.9352,0.06954,0.1768,-4.9044
819_340.096852,0.50157,9.6242e-16,1.916,0.072093,0.1829,-4.9359
741_175.11902,0.57355,-3.1364e-16,1.9141,0.072353,0.18317,-4.9391
695_627.097374,0.48226,-8.292e-16,1.9122,0.072616,0.18345,-4.9422
1008_277.177514,-0.55274,5.0307e-16,-1.9052,0.073569,0.18547,-4.9536
982_197.126131,-0.45933,1.3878e-18,-1.8999,0.0743,0.18692,-4.9623
155_200.906766,-0.56208,1.6653e-16,-1.8987,0.074477,0.18697,-4.9643
1152_425.373854,0.60988,5.5511e-18,1.893,0.075276,0.18858,-4.9736
6_317.151447,-0.52656,1.7764e-16,-1.8859,0.076266,0.19067,-4.985
215_331.284378,-0.53501,1.6098e-16,-1.8659,0.079163,0.1975,-5.0174
831_296.219715,0.45005,9.2773e-16,1.8626,0.07965,0.1983,-5.0227
906_260.384737,0.46699,2.1511e-16,1.8583,0.080291,0.19948,-5.0297
1095_267.038821,-0.62649,1.027e-16,-1.8476,0.0819,0.20306,-5.0469
1128_254.96179,-0.57359,-4.316e-16,-1.8342,0.083945,0.2077,-5.0682
738_185.432193,0.45733,-8.691e-16,1.8322,0.084258,0.20804,-5.0714
925_192.97632,-0.58421,-1.3323e-16,-1.8202,0.086137,0.21225,-5.0905
784_387.358203,-0.69328,-2.2204e-16,-1.7965,0.089955,0.2212,-5.1278
686_112.234718,0.54934,1.3184e-16,1.7609,0.095979,0.23553,-5.1834
125_282.204062,-0.41487,-9.8116e-16,-1.7449,0.098796,0.24195,-5.2081
878_192.759782,0.4964,1.6983e-16,1.743,0.099139,0.2423,-5.211
703_402.357867,-0.55615,-4.3993e-16,-1.7402,0.099647,0.24304,-5.2154
729_221.117312,0.40964,2.5119e-16,1.7368,0.10026,0.24404,-5.2206
188_559.28663,-0.56124,2.8658e-16,-1.7163,0.10403,0.25269,-5.2519
868_205.086003,0.43074,-1.0826e-15,1.7077,0.10564,0.25611,-5.265
152_243.135638,0.39593,1.4745e-18,1.6953,0.108,0.2613,-5.2837
91_261.130955,0.4704,7.1471e-16,1.6922,0.1086,0.26222,-5.2884
918_229.143535,-0.38962,-6.9389e-19,-1.6746,0.11206,0.27002,-5.3148
995_272.968382,-0.56431,-6.8279e-16,-1.6704,0.1129,0.27149,-5.3211
911_428.373501,-0.60534,3.6637e-16,-1.669,0.11317,0.27162,-5.3232
1863_130.965304,-0.3911,1.0249e-15,-1.6647,0.11404,0.27314,-5.3296
1129_103.581439,0.48428,6.8834e-16,1.6606,0.11488,0.27404,-5.3357
18_781.116176,0.44822,5.6968e-16,1.6592,0.11515,0.27404,-5.3377
103_365.105522,-0.49599,9.7145e-18,-1.6587,0.11526,0.27404,-5.3385
107_258.865403,-0.50291,6.1895e-16,-1.6582,0.11536,0.27404,-5.3393
1123_267.195575,-0.39238,4.9995e-16,-1.6572,0.11557,0.27404,-5.3408
115_327.008202,0.39691,-9.7396e-16,1.6561,0.11578,0.27404,-5.3423
1085_338.901934,-0.47113,-5.218e-16,-1.654,0.11622,0.27454,-5.3455
1885_837.469886,-0.39615,2.328e-16,-1.6387,0.11939,0.28147,-5.3681
827_194.117632,0.38367,7.7369e-16,1.6353,0.12012,0.28262,-5.3731
1270_407.219376,-0.39759,7.1887e-16,-1.6328,0.12063,0.28329,-5.3767
864_197.151288,0.42947,5.9813e-16,1.6285,0.12155,0.2837,-5.3831
1341_202.986386,-0.39896,2.2413e-16,-1.6276,0.12175,0.2837,-5.3844
1480_215.948143,-0.39951,9.2565e-16,-1.6256,0.12217,0.2837,-5.3873
2157_101.343087,-0.39953,-9.3536e-16,-1.6255,0.12219,0.2837,-5.3874
1510_529.348595,-0.39957,4.6629e-16,-1.6254,0.12222,0.2837,-5.3876
1937_535.950424,-0.39974,-6.8834e-16,-1.6248,0.12235,0.2837,-5.3885
852_230.247931,-0.43275,-5.9536e-16,-1.6242,0.12247,0.2837,-5.3893
298_513.23066,-0.40092,-1.1421e-15,-1.6208,0.12321,0.28487,-5.3944
944_275.11022,0.56651,1.3878e-16,1.6162,0.12421,0.2866,-5.4011
1523_496.339867,-0.4027,-2.2621e-16,-1.6151,0.12443,0.2866,-5.4026
1689_501.317048,-0.40409,-4.1633e-18,-1.611,0.12533,0.28665,-5.4086
1714_349.198637,-0.40419,-2.2343e-16,-1.6107,0.12539,0.28665,-5.409
1506_550.648149,-0.40471,4.3715e-16,-1.6093,0.12572,0.28665,-5.4112
1375_544.975929,-0.40491,-6.6197e-16,-1.6087,0.12584,0.28665,-5.412
382_738.38282,-0.40497,6.5781e-16,-1.6085,0.12588,0.28665,-5.4122
1424_226.951584,-0.40556,-6.6752e-16,-1.6069,0.12623,0.28665,-5.4146
1656_651.525471,-0.40579,-2.1927e-16,-1.6063,0.12636,0.28665,-5.4154
1579_703.643364,-0.40579,-4.3021e-16,-1.6063,0.12636,0.28665,-5.4154
775_231.083997,0.4204,1.9117e-16,1.6021,0.12731,0.28792,-5.4216
1465_938.137975,-0.40771,-6.356e-16,-1.6014,0.12745,0.28792,-5.4226
293_456.720235,-0.40834,6.5503e-16,-1.5999,0.1278,0.28792,-5.4248
135_318.143723,0.54402,-1.0547e-16,1.5994,0.1279,0.28792,-5.4255
1467_440.824377,-0.40895,2.2482e-16,-1.5984,0.12812,0.28792,-5.4269
681_174.991456,-0.52253,4.2397e-16,-1.5967,0.1285,0.28809,-5.4294
1570_598.520042,-0.41027,-8.5487e-16,-1.5954,0.1288,0.28809,-5.4313
993_311.028663,-0.41051,8.3544e-16,-1.5948,0.12892,0.28809,-5.4321
1775_852.168192,-0.4123,-4.1911e-16,-1.5909,0.12979,0.28897,-5.4377
724_225.257764,0.41684,6.5052e-20,1.5906,0.12987,0.28897,-5.4382
1777_500.780149,-0.41337,1.9151e-16,-1.5887,0.13029,0.28897,-5.4408
1080_443.334353,-0.46663,4.8017e-16,-1.5878,0.13051,0.28897,-5.4422
1291_556.405497,-0.41396,-6.1062e-16,-1.5875,0.13056,0.28897,-5.4426
934_443.118307,-0.41441,6.245e-16,-1.5867,0.13076,0.28897,-5.4438
1704_584.854094,-0.41606,4.0801e-16,-1.5835,0.13147,0.29002,-5.4484
324_574.681929,-0.41833,-5.8564e-16,-1.5794,0.13241,0.29154,-5.4542
1597_625.635865,-0.42031,5.8287e-16,-1.5761,0.13317,0.29268,-5.459
618_261.088845,-0.38457,-2.2413e-16,-1.5707,0.13443,0.29491,-5.4667
1076_559.284171,0.5268,-1.3878e-16,1.5683,0.13498,0.29558,-5.4701
1258_531.386729,-0.42936,-5.6344e-16,-1.563,0.13623,0.29776,-5.4777
353_476.797281,-0.43562,-1.1102e-17,-1.5555,0.138,0.30108,-5.4884
1267_432.771143,-0.43906,3.525e-16,-1.5518,0.13887,0.30244,-5.4936
1190_432.693734,-0.44337,6.9944e-16,-1.5475,0.13989,0.30368,-5.4996
318_454.784215,-0.44362,3.4139e-16,-1.5473,0.13995,0.30368,-5.4999
92_200.947242,-0.37395,1.2108e-15,-1.5436,0.14084,0.30492,-5.5051
788_377.180691,0.37051,9.8953e-16,1.5428,0.14103,0.30492,-5.5062
655_326.378224,-0.56383,1.1935e-16,-1.5416,0.14132,0.305,-5.5079
838_227.237035,0.37786,-2.4564e-16,1.5401,0.14168,0.30523,-5.51
126_556.273276,0.41566,-7.8132e-16,1.5375,0.14232,0.30606,-5.5137
151_331.151691,-0.3705,1.2143e-18,-1.5239,0.14567,0.31271,-5.5328
77_557.282513,0.43284,-1.8111e-16,1.5223,0.14608,0.31302,-5.5351
884_628.090908,0.49096,-2.9421e-16,1.5211,0.14636,0.31306,-5.5366
647_556.274078,0.44789,-4.9682e-16,1.518,0.14713,0.31416,-5.5409
1429_410.25632,-0.49402,-4.1356e-16,-1.5161,0.14762,0.31465,-5.5437
3_333.167341,-0.50152,5.6092e-16,-1.5083,0.14959,0.31828,-5.5545
74_357.300027,0.41161,-1.8874e-16,1.5062,0.15012,0.31883,-5.5573
64_556.279102,0.45471,-4.7948e-16,1.4974,0.15237,0.32304,-5.5695
675_123.044098,-0.41836,3.5527e-16,-1.4942,0.15319,0.32422,-5.5739
4_625.094506,0.39234,-2.0414e-15,1.4872,0.15501,0.32749,-5.5834
5_301.177514,-0.51954,-7.7299e-16,-1.4821,0.15635,0.32975,-5.5904
945_371.240502,0.39914,1.8041e-16,1.4718,0.15909,0.33493,-5.6045
187_211.16934,0.35166,-2.5535e-16,1.4669,0.16042,0.33601,-5.6112
1173_235.914624,-0.39753,-3.969e-16,-1.4641,0.16116,0.33601,-5.6149
761_105.719239,-0.34832,1.027e-15,-1.464,0.16118,0.33601,-5.6151
702_193.083598,-0.37804,4.2188e-16,-1.4638,0.16123,0.33601,-5.6153
119_293.208814,-0.37183,2.2898e-16,-1.4638,0.16124,0.33601,-5.6153
714_228.942164,-0.34813,2.6801e-16,-1.4637,0.16128,0.33601,-5.6156
88_479.240449,-0.34833,-2.5938e-16,-1.4604,0.16216,0.33724,-5.6199
32_187.096558,0.37092,-2.243e-16,1.4588,0.16259,0.33756,-5.6221
108_235.205735,0.34833,2.5813e-16,1.4417,0.16729,0.34672,-5.645
895_473.344884,-0.37285,-6.3595e-16,-1.4342,0.16942,0.35052,-5.6552
1035_379.120329,-0.43024,-3.1156e-16,-1.4289,0.17089,0.35292,-5.6621
701_223.130552,0.34304,1.0138e-15,1.428,0.17116,0.35292,-5.6634
23_273.109828,-0.34381,1.0048e-15,-1.4261,0.17169,0.35338,-5.6658
1019_369.384031,-0.47332,-2.72e-16,-1.4096,0.17644,0.36255,-5.6876
53_271.263255,0.40015,7.2494e-16,1.4084,0.17679,0.36266,-5.6892
1972_571.209137,0.42833,6.1895e-16,1.4063,0.1774,0.36328,-5.6919
608_332.331273,-0.39208,-9.2773e-16,-1.3994,0.17942,0.36678,-5.7009
1010_194.975125,-0.44705,-6.0368e-16,-1.389,0.1825,0.37246,-5.7145
1114_190.963811,-0.43178,3.1086e-16,-1.3871,0.18308,0.373,-5.717
2166_599.694374,0.41783,-3.1364e-16,1.3848,0.18377,0.37366,-5.7199
1982_629.824437,0.42277,-7.9659e-16,1.384,0.18403,0.37366,-5.7211
2641_604.231271,0.41585,-8.1324e-16,1.38,0.18523,0.37547,-5.7262
7_245.114907,-0.47351,4.0939e-16,-1.3776,0.18594,0.37628,-5.7293
2337_640.782196,0.4114,-6.6058e-16,1.3706,0.18809,0.37997,-5.7383
1425_603.335686,0.40802,-5.107e-16,1.3626,0.19055,0.38429,-5.7485
748_341.229943,-0.33952,2.3627e-16,-1.3595,0.19151,0.38535,-5.7525
71_557.278183,0.39806,0,1.3588,0.19171,0.38535,-5.7533
1066_467.24633,0.41695,4.8017e-16,1.3573,0.19219,0.38544,-5.7553
3310_629.426234,0.40456,-1.4988e-16,1.3556,0.19272,0.38544,-5.7575
3300_719.531794,0.40428,1.6653e-16,1.3546,0.19304,0.38544,-5.7588
2649_667.184682,0.40494,-6.7446e-16,1.3546,0.19304,0.38544,-5.7588
609_275.258168,0.35256,-4.3021e-16,1.3512,0.19409,0.3869,-5.763
2386_571.920999,0.40538,-6.467e-16,1.3491,0.19475,0.38698,-5.7657
2853_603.944045,0.40181,-1.6098e-16,1.349,0.19478,0.38698,-5.7658
1390_544.98538,0.41522,4.8017e-16,1.3406,0.19746,0.39166,-5.7765
3030_641.728936,0.39744,5.1348e-16,1.3367,0.19871,0.39348,-5.7815
132_299.294556,0.32188,-1.0207e-15,1.3327,0.19999,0.39535,-5.7865
1242_692.200413,0.39514,-1.5821e-16,1.3317,0.20031,0.39535,-5.7877
1965_652.350668,0.39711,1.6653e-16,1.329,0.20116,0.39637,-5.791
57_223.094167,-0.34984,2.1996e-16,-1.3258,0.20222,0.39722,-5.7951
623_245.114608,-0.32175,2.5847e-16,-1.3257,0.20225,0.39722,-5.7952
3966_796.916496,0.39087,-6.8001e-16,1.3245,0.20263,0.39731,-5.7967
823_181.987288,0.36411,-3.9344e-16,1.3207,0.20387,0.3991,-5.8015
249_562.778176,0.38737,1.8874e-16,1.3158,0.20549,0.40113,-5.8076
1462_298.19897,0.38821,-6.7724e-16,1.3155,0.20558,0.40113,-5.808
3638_595.563653,0.38608,-3.4139e-16,1.3117,0.20682,0.4016,-5.8126
3623_589.303215,0.38523,6.7446e-16,1.3095,0.20755,0.4016,-5.8154
3750_759.49226,0.38443,5.1903e-16,1.3095,0.20756,0.4016,-5.8154
2119_668.279809,0.38668,-1.7486e-16,1.3091,0.20768,0.4016,-5.8158
882_341.266329,-0.3261,9.4022e-16,-1.3086,0.20785,0.4016,-5.8165
3658_589.541243,0.38449,-6.9111e-16,1.3079,0.20807,0.4016,-5.8173
726_203.10674,0.32263,7.2747e-16,1.3076,0.20816,0.4016,-5.8177
698_403.028814,0.4269,5.9952e-16,1.3065,0.20855,0.40169,-5.8191
176_182.936665,-0.31713,-1.2518e-15,-1.3046,0.20918,0.40227,-5.8214
3832_696.08298,0.38159,-1.6653e-16,1.3026,0.20985,0.40291,-5.8239
3894_788.596391,0.38108,6.9389e-16,1.3014,0.21024,0.40301,-5.8253
1718_590.020751,0.3802,3.4972e-16,1.2996,0.21085,0.40353,-5.8276
1861_889.745377,0.37945,8.632e-16,1.2978,0.21144,0.40402,-5.8297
2121_672.379012,0.38434,-6.7724e-16,1.2949,0.21244,0.40529,-5.8334
181_481.240828,0.37941,-5.0238e-16,1.2938,0.21281,0.40535,-5.8347
1995_652.199566,0.37885,-1.3878e-17,1.284,0.21615,0.4086,-5.8467
2440_631.78034,0.37434,-3.5527e-16,1.2826,0.21662,0.4086,-5.8484
1401_570.2559,0.39424,-4.885e-16,1.2823,0.2167,0.4086,-5.8487
4173_799.147832,0.37309,5.1625e-16,1.2817,0.21692,0.4086,-5.8495
662_363.147976,-0.38013,5.1209e-16,-1.2815,0.21699,0.4086,-5.8497
1194_270.953973,-0.40697,7.383e-16,-1.2814,0.21702,0.4086,-5.8498
785_658.198954,-0.47581,2.3315e-16,-1.2813,0.21706,0.4086,-5.85
149_213.917208,-0.3218,-4.6629e-16,-1.2805,0.21734,0.4086,-5.851
4708_487.293497,0.37195,3.3862e-16,1.2798,0.21758,0.4086,-5.8518
2052_641.048514,0.37411,8.6042e-16,1.2772,0.21847,0.4089,-5.855
1481_898.935853,0.37317,-3.525e-16,1.2771,0.21851,0.4089,-5.8551
