"",logFC,AveExpr,t,P.Value,adj.P.Val,B
1084_522.987506,0.4161,3.7748e-16,1.5603,0.14117,0.26466,-5.6147
2985_613.50071,0.41544,1.7486e-16,1.5598,0.14129,0.26466,-5.6154
2190_695.031911,0.41463,-1.9706e-16,1.5573,0.14188,0.26466,-5.6189
1435_458.717311,0.4359,-7.1609e-16,1.556,0.14219,0.26466,-5.6207
1406_824.161055,0.42994,-8.9095e-16,1.5556,0.14228,0.26466,-5.6213
2264_639.172257,0.4157,-9.2981e-16,1.5543,0.1426,0.26466,-5.6231
1886_605.223487,0.41569,-3.6637e-16,1.5541,0.14264,0.26466,-5.6234
312_384.204291,0.45919,1.6098e-16,1.5515,0.14327,0.26466,-5.6271
292_456.945803,0.41239,1.9429e-16,1.5497,0.14369,0.26466,-5.6295
2210_742.601707,0.41066,1.8874e-16,1.5463,0.14451,0.26466,-5.6343
2739_710.409429,0.40694,-1.3878e-17,1.545,0.14482,0.26466,-5.6361
2212_634.250545,0.41012,5.4956e-16,1.5436,0.14517,0.26466,-5.6381
608_332.331273,-0.34163,-2.4442e-16,-1.5405,0.1459,0.26466,-5.6423
7_245.114907,-0.33493,-7.7161e-16,-1.5401,0.146,0.26466,-5.6429
31_557.273604,0.41833,-7.1887e-16,1.54,0.14603,0.26466,-5.6431
1284_345.209491,0.41705,1.7208e-16,1.5396,0.14613,0.26466,-5.6436
2232_628.169307,0.41111,7.605e-16,1.5391,0.14625,0.26466,-5.6444
1856_889.029173,0.41963,5.4678e-16,1.538,0.14651,0.26466,-5.6458
3648_758.526437,0.40278,-5.7732e-16,1.5378,0.14656,0.26466,-5.6461
1224_544.969771,0.40388,2.7756e-18,1.5377,0.14658,0.26466,-5.6462
409_615.731408,0.40315,3.9135e-16,1.5366,0.14686,0.26466,-5.6478
482_337.125871,0.40163,1.8596e-16,1.5362,0.14696,0.26466,-5.6484
864_197.151288,0.32976,1.0497e-15,1.535,0.14724,0.26466,-5.65
2561_688.681771,0.40073,7.6605e-16,1.5346,0.14734,0.26466,-5.6506
3026_619.765075,0.40132,-1.1102e-17,1.5336,0.14758,0.26466,-5.6519
2167_700.231452,0.40032,1.1102e-17,1.5333,0.14767,0.26466,-5.6524
1212_263.84408,-0.48182,-5.9952e-16,-1.5315,0.14809,0.26466,-5.6548
820_253.104742,-0.34771,-2.276e-16,-1.5315,0.14811,0.26466,-5.6549
1126_265.216305,0.40058,2.0262e-16,1.5306,0.14833,0.26466,-5.6561
3204_209.126132,0.3981,5.8287e-16,1.5289,0.14874,0.26466,-5.6585
560_572.377859,0.40376,9.4647e-16,1.5268,0.14925,0.26466,-5.6613
2589_607.591925,0.3994,-7.8271e-16,1.5256,0.14956,0.26466,-5.663
2825_600.775055,0.39733,3.7192e-16,1.5246,0.14982,0.26466,-5.6645
1399_400.291946,0.47622,3.0809e-16,1.5231,0.15017,0.26466,-5.6664
1363_302.196807,0.40701,9.4924e-16,1.5225,0.15031,0.26466,-5.6672
1278_247.176553,0.50219,-2.9976e-16,1.5205,0.15082,0.26466,-5.6701
2076_662.011176,0.39658,3.747e-16,1.52,0.15095,0.26466,-5.6708
1566_338.261006,0.40022,-2.0262e-16,1.5199,0.15097,0.26466,-5.6709
1473_607.018908,0.39618,-9.6867e-16,1.5188,0.15126,0.26466,-5.6725
632_232.092094,0.42543,-8.6597e-16,1.5172,0.15165,0.26466,-5.6747
393_678.213233,0.39339,-9.77e-16,1.5163,0.15187,0.26466,-5.6759
2790_697.489512,0.39121,-6.023e-16,1.5152,0.15215,0.26466,-5.6773
3200_745.39358,0.39064,7.8548e-16,1.5142,0.15239,0.26466,-5.6787
1033_473.259395,0.42437,5.5511e-18,1.5138,0.1525,0.26466,-5.6793
3043_573.799623,0.39135,7.8826e-16,1.5135,0.15257,0.26466,-5.6797
1310_781.112734,0.38892,7.9381e-16,1.512,0.15294,0.26466,-5.6817
1367_351.225511,0.38872,4.0246e-16,1.5116,0.15305,0.26466,-5.6823
325_450.243614,0.39836,5.7176e-16,1.5116,0.15307,0.26466,-5.6824
2317_646.848535,0.3887,1.9706e-16,1.5113,0.15314,0.26466,-5.6828
3367_686.851147,0.38769,3.9413e-16,1.5096,0.15356,0.26466,-5.685
418_595.739712,0.38806,1.8874e-16,1.5086,0.1538,0.26466,-5.6864
2378_606.99341,0.38689,2.0817e-16,1.508,0.15395,0.26466,-5.6872
1680_643.356953,0.38876,-7.8826e-16,1.508,0.15397,0.26466,-5.6872
1397_440.925821,0.38724,3.969e-16,1.5073,0.15414,0.26466,-5.6882
1119_292.01756,0.38796,-3.8025e-16,1.5067,0.15429,0.26466,-5.689
3751_593.028724,0.38686,3.9968e-16,1.5066,0.15431,0.26466,-5.6891
1668_641.465155,0.38868,1.9151e-16,1.5061,0.15445,0.26466,-5.6899
2391_640.438349,0.38935,3.8025e-16,1.5058,0.15452,0.26466,-5.6903
3067_624.989114,0.38569,1.9429e-16,1.5055,0.15459,0.26466,-5.6906
2786_655.232895,0.39313,5.5511e-18,1.5047,0.15479,0.26466,-5.6917
2631_634.526979,0.38573,1.9151e-16,1.5044,0.15487,0.26466,-5.6921
1798_800.646117,0.38629,7.7993e-16,1.5044,0.15488,0.26466,-5.6922
3348_698.693076,0.38814,3.8858e-16,1.5039,0.15501,0.26466,-5.6928
3334_100.733993,0.38915,-1.9984e-16,1.5032,0.15517,0.26466,-5.6937
2445_692.780794,0.38499,-9.8255e-16,1.5028,0.15529,0.26466,-5.6944
662_363.147976,-0.42767,5.0238e-16,-1.5023,0.15542,0.26466,-5.6951
1792_752.193633,0.38519,5.9119e-16,1.5018,0.15555,0.26466,-5.6958
2515_628.711489,0.38362,1.9706e-16,1.5016,0.1556,0.26466,-5.696
2422_616.96097,0.38485,9.9365e-16,1.4998,0.15605,0.26466,-5.6984
3114_578.29133,0.38304,-8.0214e-16,1.4991,0.15623,0.26466,-5.6994
2850_581.817499,0.38207,-1.0075e-15,1.4985,0.15639,0.26466,-5.7002
3085_641.228262,0.39063,-5.7732e-16,1.4977,0.15658,0.26466,-5.7013
283_181.0288,0.38667,3.7748e-16,1.4972,0.15673,0.26466,-5.702
444_811.116813,0.3815,-6.023e-16,1.4956,0.15713,0.26466,-5.7042
1765_204.123113,0.39333,-7.5218e-16,1.4954,0.15719,0.26466,-5.7045
4539_799.151198,0.38037,8.1324e-16,1.4945,0.15742,0.26466,-5.7057
1059_164.977165,0.39838,5.6621e-16,1.4941,0.15752,0.26466,-5.7062
1099_430.389173,-0.49274,7.2997e-16,-1.4927,0.15789,0.26466,-5.7082
2932_712.840177,0.38613,3.8303e-16,1.4924,0.15795,0.26466,-5.7085
74_357.300027,0.36232,6.5226e-16,1.4917,0.15814,0.26466,-5.7095
2630_620.056563,0.37908,1.9984e-16,1.4915,0.15818,0.26466,-5.7097
2718_606.375307,0.37758,1.9984e-16,1.4894,0.15874,0.26466,-5.7126
3109_729.795173,0.37686,-6.0785e-16,1.4879,0.15913,0.26466,-5.7146
319_296.183042,0.40772,-1.8596e-16,1.4868,0.15941,0.26466,-5.7161
132_299.294556,0.35159,-2.2586e-16,1.4852,0.15983,0.26466,-5.7183
1484_552.257092,0.3774,-7.9381e-16,1.4852,0.15983,0.26466,-5.7183
3513_717.997783,0.38125,3.9135e-16,1.4826,0.16051,0.26466,-5.7218
1373_302.195807,0.38886,-7.7438e-16,1.4823,0.1606,0.26466,-5.7222
3489_569.655495,0.38281,7.8271e-16,1.4816,0.16078,0.26466,-5.7232
20_556.274846,0.40239,-3.4694e-16,1.4805,0.16106,0.26466,-5.7246
1817_559.169102,0.37556,1.002e-15,1.4787,0.16153,0.26466,-5.727
4033_752.320476,0.37243,6.0507e-16,1.4776,0.16183,0.26466,-5.7286
1841_770.651275,0.37353,5.9674e-16,1.4768,0.16205,0.26466,-5.7297
41_558.280841,0.40701,5.5511e-16,1.4767,0.16208,0.26466,-5.7298
1582_566.339349,0.37441,8.1601e-16,1.4762,0.16222,0.26466,-5.7305
2986_611.337784,0.37158,8.2157e-16,1.475,0.16253,0.26466,-5.7321
721_257.247247,0.37296,-2.0817e-16,1.4743,0.1627,0.26466,-5.733
1611_597.098356,0.37294,8.3267e-18,1.4734,0.16296,0.26466,-5.7343
3176_587.327144,0.37003,-1.9984e-16,1.4729,0.16307,0.26466,-5.7349
1293_331.193867,0.37264,-5.9952e-16,1.4725,0.16318,0.26466,-5.7354
695_627.097374,0.35979,-1.0748e-15,1.4719,0.16336,0.26466,-5.7363
4445_477.308965,0.36938,-1.0214e-15,1.4717,0.16339,0.26466,-5.7365
3504_606.36821,0.3689,-6.1895e-16,1.4714,0.16349,0.26466,-5.737
4365_817.288015,0.36974,-4.1911e-16,1.4709,0.1636,0.26466,-5.7376
80_294.170084,-0.32782,4.9767e-16,-1.4705,0.16372,0.26466,-5.7381
644_283.154097,-0.33709,-7.017e-16,-1.4684,0.16427,0.26466,-5.7409
1687_665.081991,0.36716,8.2989e-16,1.4675,0.16451,0.26466,-5.7421
957_429.233126,0.39671,-9.2981e-16,1.4674,0.16454,0.26466,-5.7423
1307_646.167761,0.36693,4.1356e-16,1.4664,0.16481,0.26466,-5.7436
4207_184.133275,0.36985,-1.9151e-16,1.4662,0.16487,0.26466,-5.7439
5024_833.45836,0.36629,-8.3267e-18,1.4656,0.16504,0.26466,-5.7448
723_556.279857,0.48972,1.5127e-16,1.4652,0.16514,0.26466,-5.7453
1711_889.381538,0.36665,-4.1633e-16,1.465,0.1652,0.26466,-5.7456
1203_289.632987,0.36588,6.3005e-16,1.4638,0.16551,0.26466,-5.7471
71_557.278183,0.38879,7.5773e-16,1.4631,0.1657,0.26466,-5.748
1353_195.966556,0.38277,-7.7716e-16,1.4626,0.16583,0.26466,-5.7487
3837_749.696637,0.37191,-8.1879e-16,1.4625,0.16586,0.26466,-5.7488
3695_599.862354,0.36377,-2.0539e-16,1.4588,0.16686,0.26591,-5.7538
3271_819.318652,0.37565,-3.9968e-16,1.4571,0.16733,0.26615,-5.7561
583_825.361776,0.3628,4.1078e-16,1.4544,0.16807,0.26615,-5.7598
1335_327.994236,0.37323,-5.8564e-16,1.4543,0.16808,0.26615,-5.7598
156_209.982208,0.35406,-2.1511e-16,1.4526,0.16856,0.26615,-5.7621
285_458.942874,0.37023,-8.1046e-16,1.4523,0.16864,0.26615,-5.7625
1036_399.308173,-0.32416,-7.4194e-16,-1.4522,0.16867,0.26615,-5.7627
1407_520.943071,0.35989,2.7756e-18,1.4519,0.16876,0.26615,-5.7631
1772_745.410404,0.36342,8.2989e-16,1.4518,0.16879,0.26615,-5.7632
1276_173.07849,0.35936,-4.2466e-16,1.4505,0.16914,0.26637,-5.765
4246_552.719427,0.36527,-2.7756e-18,1.4488,0.16959,0.26672,-5.7671
467_666.117533,0.35756,-6.3005e-16,1.4465,0.17024,0.26739,-5.7703
3744_582.212137,0.36022,2.1372e-16,1.4438,0.17098,0.26809,-5.7738
1230_269.283993,0.35939,8.2434e-16,1.4417,0.17156,0.26809,-5.7766
4574_549.068555,0.35512,-2.1649e-16,1.4409,0.17177,0.26809,-5.7776
823_181.987288,0.36969,5.8842e-16,1.4407,0.17182,0.26809,-5.7779
1771_827.61823,0.35654,8.4932e-16,1.4399,0.17207,0.26809,-5.779
4720_513.364791,0.35958,4.1356e-16,1.4393,0.17223,0.26809,-5.7798
4102_553.825496,0.3542,6.3838e-16,1.4392,0.17225,0.26809,-5.7799
703_402.357867,-0.46482,-7.265e-16,-1.438,0.1726,0.26814,-5.7815
1532_289.089498,0.35352,-4.2466e-16,1.4375,0.17273,0.26814,-5.7822
4627_556.842813,0.35553,-6.4948e-16,1.4352,0.17338,0.2688,-5.7852
1321_411.181254,0.35296,-1.0575e-15,1.4342,0.17365,0.26887,-5.7865
1402_382.967209,0.35762,8.3267e-16,1.4328,0.17403,0.26913,-5.7883
1898_832.968395,0.35124,6.467e-16,1.4313,0.17447,0.26945,-5.7904
4080_573.569205,0.34904,-2.7756e-18,1.428,0.1754,0.27041,-5.7947
5065_327.264318,0.34882,-6.3838e-16,1.4275,0.17554,0.27041,-5.7954
1975_531.088605,0.34841,-4.3576e-16,1.4224,0.17697,0.27216,-5.802
4822_894.060279,0.34992,0,1.4219,0.17713,0.27216,-5.8027
4846_841.422385,0.34927,-6.356e-16,1.4208,0.17745,0.2723,-5.8042
77_557.282513,0.37874,3.858e-16,1.4194,0.17784,0.27255,-5.806
681_174.991456,-0.4953,-4.8572e-18,-1.4176,0.17835,0.27298,-5.8083
9_291.231956,-0.44307,3.0739e-16,-1.4168,0.17859,0.273,-5.8094
809_399.358203,-0.37173,9.704e-16,-1.4138,0.17945,0.27396,-5.8133
5427_539.80493,0.34186,-8.3267e-18,1.4108,0.1803,0.27492,-5.8172
5035_843.687746,0.33981,2.1372e-16,1.4063,0.18161,0.27611,-5.823
4777_535.13875,0.34867,-2.0539e-16,1.406,0.1817,0.27611,-5.8234
4687_538.763722,0.34441,5.5511e-18,1.4058,0.18178,0.27611,-5.8238
1458_225.018652,0.36879,7.6605e-16,1.4025,0.18272,0.27704,-5.828
4866_912.436777,0.34369,-4.2188e-16,1.4021,0.18285,0.27704,-5.8286
4825_544.576463,0.34703,-4.3021e-16,1.4011,0.18313,0.27711,-5.8298
1534_563.03829,0.33534,-6.7168e-16,1.3932,0.18547,0.28031,-5.8401
5142_553.23446,0.33418,4.4409e-16,1.3897,0.1865,0.28151,-5.8446
4976_920.501229,0.33339,-6.5503e-16,1.3777,0.19009,0.28634,-5.86
5388_915.394454,0.32982,4.5797e-16,1.3774,0.19018,0.28634,-5.8604
5411_313.248676,0.32782,-4.6074e-16,1.3757,0.19069,0.28676,-5.8626
1996_286.958307,0.3294,1.1185e-15,1.3735,0.19137,0.28742,-5.8654
5187_843.212125,0.32567,4.4964e-16,1.3726,0.19163,0.28745,-5.8665
5423_511.930654,0.32594,6.8556e-16,1.3674,0.19323,0.28948,-5.8732
740_221.982214,-0.43166,-1.5682e-16,-1.365,0.19397,0.2902,-5.8763
4860_927.087685,0.32258,-6.8834e-16,1.3643,0.19419,0.2902,-5.8772
871_332.330668,-0.30053,5.5511e-18,-1.363,0.19458,0.29042,-5.8788
604_355.149284,-0.35124,5.9952e-16,-1.3603,0.19541,0.29129,-5.8822
1323_287.092463,0.32848,-2.1372e-16,1.3592,0.19575,0.29144,-5.8836
933_361.198655,0.32017,-2.1649e-16,1.3581,0.19609,0.29159,-5.885
1430_309.167337,0.31913,2.3037e-16,1.3553,0.19695,0.29236,-5.8885
208_423.177863,-0.30506,-2.5032e-16,-1.3549,0.1971,0.29236,-5.8891
5413_277.980611,0.31835,-4.6074e-16,1.3526,0.1978,0.29303,-5.892
40_235.132963,-0.29728,-7.8132e-16,-1.351,0.1983,0.29311,-5.894
5424_517.921589,0.31678,4.5519e-16,1.3497,0.19871,0.29311,-5.8956
1130_319.172842,0.32723,-2.1372e-16,1.3494,0.19879,0.29311,-5.896
600_538.77242,0.32021,6.8001e-16,1.3493,0.19883,0.29311,-5.8961
4988_539.833641,0.31647,2.3592e-16,1.3455,0.20002,0.29451,-5.9009
1636_371.315692,0.31221,-6.8834e-16,1.3319,0.20433,0.30032,-5.9179
1911_541.36417,0.31135,-4.6352e-16,1.3315,0.20447,0.30032,-5.9185
346_442.970406,0.31196,9.2704e-16,1.3275,0.20575,0.30184,-5.9235
1271_186.10008,0.30566,-2.3592e-16,1.321,0.20785,0.30426,-5.9315
981_320.966996,0.44539,2.6645e-16,1.3208,0.20791,0.30426,-5.9317
2323_207.174429,0.30386,-2.4147e-16,1.3153,0.20971,0.30652,-5.9386
605_311.18486,-0.30975,-6.9389e-16,-1.3133,0.21037,0.30711,-5.9411
937_380.970156,0.45584,5.5511e-16,1.3084,0.21199,0.30909,-5.9471
5298_532.360412,0.30073,1.1963e-15,1.3058,0.21285,0.30971,-5.9504
676_196.002943,0.39112,-6.4948e-16,1.3055,0.21293,0.30971,-5.9506
5355_523.871285,0.2978,9.7145e-16,1.2961,0.21608,0.31392,-5.9623
308_305.147271,-0.38006,-3.1641e-16,-1.2926,0.21723,0.31521,-5.9665
1260_544.97825,-0.39525,-3.1641e-16,-1.2806,0.22132,0.32076,-5.9811
1259_252.848462,-0.38596,5.5511e-18,-1.274,0.22356,0.32341,-5.989
43_349.183383,0.39321,3.0392e-16,1.273,0.22391,0.32341,-5.9902
1429_410.25632,-0.42244,4.3299e-16,-1.2729,0.22396,0.32341,-5.9904
756_237.109825,-0.28295,7.5552e-16,-1.2618,0.2278,0.32856,-6.0037
276_366.261299,-0.36367,1.9429e-17,-1.2603,0.22833,0.32869,-6.0055
796_363.162647,0.35919,-5.1764e-16,1.2594,0.22864,0.32869,-6.0066
1250_344.217016,-0.35202,3.525e-16,-1.2573,0.22939,0.32869,-6.0091
353_476.797281,-0.34569,-7.4385e-16,-1.2556,0.22999,0.32869,-6.0112
1299_163.118257,-0.32685,7.9381e-16,-1.2502,0.23188,0.32869,-6.0175
379_706.726365,-0.32454,-6.134e-16,-1.2495,0.23213,0.32869,-6.0184
1597_625.635865,-0.32273,-1.0159e-15,-1.249,0.23232,0.32869,-6.019
1410_548.610882,-0.3196,2.1649e-16,-1.248,0.23265,0.32869,-6.0201
1244_549.971678,-0.31925,8.3544e-16,-1.2479,0.23269,0.32869,-6.0203
1649_658.928314,-0.31438,2.0817e-16,-1.2464,0.23322,0.32869,-6.022
1452_512.681812,-0.31378,-5.5511e-18,-1.2463,0.23329,0.32869,-6.0222
934_443.118307,-0.31324,1.1102e-17,-1.2461,0.23335,0.32869,-6.0224
1282_360.178217,-0.31228,8.521e-16,-1.2458,0.23345,0.32869,-6.0228
1540_622.524494,-0.31208,2.1372e-16,-1.2457,0.23347,0.32869,-6.0229
1777_500.780149,-0.31151,5.5511e-18,-1.2456,0.23354,0.32869,-6.0231
1775_852.168192,-0.30973,-4.2744e-16,-1.245,0.23373,0.32869,-6.0237
1570_598.520042,-0.30628,-8.8263e-16,-1.2439,0.23412,0.32869,-6.025
1393_498.783014,-0.30285,6.6336e-16,-1.2428,0.2345,0.32869,-6.0263
1465_938.137975,-0.30182,-2.3037e-16,-1.2425,0.23461,0.32869,-6.0266
1579_703.643364,-0.29839,-1.1435e-15,-1.2415,0.235,0.32869,-6.0279
733_338.232682,-0.29728,-6.9111e-16,-1.2411,0.23512,0.32869,-6.0283
382_738.38282,-0.2969,-2.2204e-16,-1.241,0.23517,0.32869,-6.0285
1506_550.648149,-0.29642,9.1871e-16,-1.2408,0.23522,0.32869,-6.0286
1714_349.198637,-0.29546,-2.2204e-16,-1.2405,0.23533,0.32869,-6.029
1068_332.797974,-0.29389,-2.3592e-16,-1.24,0.2355,0.32869,-6.0296
1698_576.854905,-0.29057,-5.5511e-18,-1.239,0.23587,0.32869,-6.0308
1869_553.556601,-0.28772,2.4147e-16,-1.2381,0.23619,0.32869,-6.0318
2157_101.343087,-0.28649,-4.9127e-16,-1.2378,0.23632,0.32869,-6.0323
2240_512.125984,-0.28591,-2.4147e-16,-1.2376,0.23638,0.32869,-6.0325
1183_184.073397,-0.28444,7.494e-16,-1.2372,0.23654,0.32869,-6.033
1174_223.074796,-0.28279,4.9405e-16,-1.2367,0.23672,0.32869,-6.0336
1270_407.219376,-0.2825,-2.4147e-16,-1.2366,0.23675,0.32869,-6.0337
1735_546.332894,-0.2808,2.498e-16,-1.2361,0.23693,0.32869,-6.0343
1382_226.962898,-0.36601,1.6653e-16,-1.2351,0.23728,0.32871,-6.0354
1359_353.193542,-0.27319,-7.8271e-16,-1.234,0.23769,0.32871,-6.0367
1386_312.920405,-0.27244,7.9659e-16,-1.2338,0.23776,0.32871,-6.037
1334_313.818448,-0.37439,-1.6653e-16,-1.23,0.23914,0.33023,-6.0415
244_498.308726,-0.37674,-4.996e-16,-1.2226,0.24183,0.33356,-6.0501
935_517.371163,-0.29246,2.3245e-16,-1.2207,0.24253,0.33413,-6.0523
1112_311.188767,-0.37184,-6.3838e-16,-1.2173,0.24376,0.33545,-6.0562
638_291.231531,-0.36246,3.3307e-16,-1.1983,0.25084,0.34479,-6.0782
624_163.976705,0.36483,-6.297e-16,1.1928,0.25294,0.34728,-6.0845
995_272.968382,-0.42723,3.9968e-16,-1.1883,0.25466,0.34919,-6.0897
1116_379.193931,0.39003,-4.6352e-16,1.1876,0.25491,0.34919,-6.0904
1194_270.953973,-0.37135,-1.1102e-17,-1.182,0.25705,0.35172,-6.0968
812_213.184998,0.25866,3.4694e-18,1.1784,0.25845,0.35323,-6.1009
1098_316.994598,-0.35649,-6.4948e-16,-1.1763,0.25923,0.35389,-6.1032
1360_296.886385,-0.37007,-2.9421e-16,-1.167,0.26285,0.35843,-6.1137
858_309.130954,-0.2474,1.4259e-15,-1.1611,0.26516,0.36117,-6.1204
198_613.340526,-0.40136,-6.8799e-16,-1.1574,0.26664,0.36278,-6.1246
112_206.138773,-0.35463,4.9821e-16,-1.1526,0.26853,0.36493,-6.1299
828_169.195141,-0.2539,-2.6229e-16,-1.1483,0.27026,0.36687,-6.1347
659_371.326909,-0.34102,-4.1633e-18,-1.1471,0.27072,0.36707,-6.136
1101_333.170714,-0.34269,8.3267e-16,-1.1456,0.27133,0.36749,-6.1377
1041_193.002039,-0.40427,-5.3846e-16,-1.1322,0.27671,0.37435,-6.1524
770_299.110221,-0.28123,6.6197e-16,-1.1314,0.27707,0.37441,-6.1533
797_274.839343,-0.33095,1.6098e-16,-1.1185,0.28235,0.38112,-6.1674
1167_114.43432,-0.35831,-6.1617e-16,-1.1131,0.28456,0.38368,-6.1732
111_271.190485,-0.34916,3.0947e-16,-1.1111,0.28541,0.38439,-6.1754
717_211.096572,-0.25025,1.0315e-15,-1.1084,0.28651,0.38544,-6.1783
865_291.951313,-0.26053,-1.1912e-15,-1.1046,0.2881,0.38714,-6.1824
180_337.10474,0.29357,7.8965e-16,1.1003,0.28993,0.38916,-6.187
787_106.423202,-0.27251,-2.7756e-18,-1.0941,0.29252,0.39221,-6.1936
932_319.284391,-0.29262,5.5511e-18,-1.0796,0.29873,0.40008,-6.209
640_305.247023,-0.24196,-2.5119e-16,-1.0739,0.30118,0.40292,-6.215
266_362.19121,0.33009,-6.3283e-16,1.0547,0.30956,0.41367,-6.2349
1743_719.650505,-0.29883,3.6637e-16,-1.052,0.31078,0.41483,-6.2378
980_388.274392,0.32234,4.9405e-16,1.0426,0.31494,0.41992,-6.2474
879_304.300715,-0.23855,-1.0096e-15,-1.0411,0.31562,0.42037,-6.2489
2073_541.788282,-0.27345,1.9151e-16,-1.0403,0.31598,0.42037,-6.2498
842_194.102376,0.29037,5.4956e-16,1.0386,0.31675,0.42054,-6.2515
1300_244.91496,-0.3207,-3.2752e-16,-1.0385,0.3168,0.42054,-6.2516
289_318.19615,0.31364,-5.0515e-16,1.033,0.31926,0.42333,-6.2572
1186_305.097754,0.31923,4.774e-16,1.0148,0.32758,0.43387,-6.2755
677_304.299464,-0.23895,7.1818e-16,-1.0136,0.32811,0.43411,-6.2767
766_272.258506,-0.29139,7.1818e-16,-1.0125,0.32863,0.43431,-6.2778
1177_120.966155,-0.2867,-1.8874e-16,-1.0116,0.32905,0.43439,-6.2787
1508_570.83989,-0.27079,-3.8025e-16,-1.0092,0.33012,0.43532,-6.281
309_635.397539,0.31132,4.774e-16,1.0045,0.33234,0.43777,-6.2858
642_284.331277,0.26611,-6.023e-16,1.0013,0.33379,0.4392,-6.2889
225_224.128204,-0.26925,-6.0507e-16,-0.99194,0.3382,0.44451,-6.2981
800_208.37296,0.24396,-2.7756e-18,0.98476,0.34159,0.44848,-6.3051
1096_414.300337,-0.27839,-5.5511e-16,-0.98332,0.34227,0.44888,-6.3065
293_456.720235,0.31907,1.6098e-16,0.97438,0.34654,0.45396,-6.3152
1051_460.987414,0.2895,-1.6931e-16,0.97363,0.3469,0.45396,-6.3159
179_339.1779,-0.23406,9.3328e-16,-0.97068,0.34831,0.45531,-6.3188
602_304.299975,-0.23021,-9.4438e-16,-0.96292,0.35206,0.4597,-6.3262
109_569.314302,0.29575,-8.0214e-16,0.95802,0.35443,0.4623,-6.3309
911_428.373501,-0.37542,1.3288e-16,-0.95465,0.35608,0.46381,-6.3341
46_393.209583,0.29909,-3.2335e-16,0.95407,0.35636,0.46381,-6.3346
767_301.14164,-0.25506,-4.0246e-16,-0.94922,0.35874,0.4664,-6.3392
1530_889.034379,-0.28776,3.2196e-16,-0.94117,0.3627,0.47102,-6.3468
678_304.300496,-0.22422,-2.3662e-16,-0.94041,0.36308,0.47102,-6.3475
242_149.002564,0.29962,2.8311e-16,0.93806,0.36424,0.47202,-6.3497
688_284.88894,-0.25886,-3.7748e-16,-0.93304,0.36674,0.47475,-6.3544
1421_533.364162,0.26103,8.3267e-18,0.92735,0.36958,0.47791,-6.3596
745_203.055096,-0.209,-5.2597e-16,-0.92514,0.37069,0.47849,-6.3617
1077_539.267385,0.30126,-5.5511e-18,0.92487,0.37083,0.47849,-6.3619
1655_888.32014,-0.27322,1.7208e-16,-0.92335,0.37159,0.47896,-6.3633
1185_383.204115,0.2895,6.2728e-16,0.91962,0.37347,0.48087,-6.3668
743_103.730477,-0.2013,-1.3715e-15,-0.90948,0.37861,0.48696,-6.376
1308_109.078741,-0.2508,3.7748e-16,-0.90664,0.38006,0.4883,-6.3786
878_192.759782,0.24475,-4.8572e-18,0.89945,0.38374,0.49251,-6.3851
663_253.289075,-0.2188,7.0222e-16,-0.89857,0.3842,0.49256,-6.3859
1358_208.891023,-0.26487,-8.7153e-16,-0.89569,0.38568,0.49393,-6.3885
67_237.148615,-0.20347,-7.7126e-16,-0.89132,0.38794,0.4963,-6.3924
311_272.794791,-0.25698,-7.1609e-16,-0.88884,0.38923,0.49742,-6.3946
64_556.279102,0.27551,3.2613e-16,0.88721,0.39007,0.49796,-6.396
892_287.258172,-0.19999,0,-0.88373,0.39189,0.49975,-6.3991
1234_319.158147,-0.23662,9.8255e-16,-0.87385,0.39706,0.50503,-6.4078
953_360.883868,-0.26771,1.6653e-16,-0.87366,0.39716,0.50503,-6.408
649_333.167986,-0.30197,-1.3878e-16,-0.87341,0.39729,0.50503,-6.4082
1370_520.332838,0.25118,5.2736e-16,0.8684,0.39993,0.50785,-6.4126
260_476.295607,-0.29328,-7.4385e-16,-0.86625,0.40107,0.50876,-6.4144
1561_117.114439,0.22779,-1.9568e-16,0.86318,0.4027,0.51028,-6.4171
1444_198.909015,0.226,6.1201e-16,0.85938,0.40472,0.5123,-6.4204
1520_131.950472,0.22458,0,0.85635,0.40634,0.51378,-6.423
964_405.173207,0.19214,5.3508e-16,0.85559,0.40674,0.51378,-6.4237
1169_335.167738,0.27366,0,0.85142,0.40898,0.51606,-6.4272
830_407.188838,0.2502,3.4001e-16,0.84417,0.41288,0.51993,-6.4334
1932_922.784764,-0.23462,-5.7176e-16,-0.84343,0.41328,0.51993,-6.4341
1076_559.284171,0.21851,2.1511e-16,0.84305,0.41348,0.51993,-6.4344
915_345.274861,-0.21094,6.6128e-16,-0.84213,0.41398,0.51993,-6.4352
1521_149.961046,0.2179,2.1649e-16,0.84171,0.41421,0.51993,-6.4355
867_305.601664,0.27671,-3.0531e-16,0.83804,0.4162,0.52188,-6.4386
126_556.273276,0.2143,-6.3838e-16,0.83666,0.41695,0.52227,-6.4398
1390_544.98538,0.21402,-4.1633e-16,0.83295,0.41897,0.52425,-6.4429
955_415.266689,0.29732,-3.8511e-16,0.8251,0.42326,0.52907,-6.4495
765_410.102312,-0.21996,-9.9781e-16,-0.82422,0.42375,0.52913,-6.4502
1601_132.958302,0.20908,2.1233e-16,0.82154,0.42522,0.53013,-6.4524
165_288.25342,-0.26045,-1.5821e-16,-0.82115,0.42543,0.53013,-6.4527
60_281.17243,-0.204,2.3731e-16,-0.82026,0.42592,0.53019,-6.4535
