"",logFC,AveExpr,t,P.Value,adj.P.Val,B
127_219.135641,-0.47925,2.4772e-16,-2.3882,0.0317,0.12153,-4.2769
91_261.130955,0.59002,7.311e-16,2.3815,0.032114,0.12273,-4.289
160_275.125479,-0.45967,3.1225e-18,-2.3643,0.033181,0.1264,-4.3196
69_247.130559,-0.48076,9.8671e-16,-2.3607,0.033409,0.12687,-4.326
118_199.021387,-0.47721,-9.8879e-16,-2.3392,0.034801,0.13153,-4.364
861_429.318723,-0.52866,4.2397e-16,-2.3384,0.034855,0.13153,-4.3655
634_297.240115,-0.48256,-7.2815e-16,-2.335,0.03508,0.13175,-4.3714
3_333.167341,-0.46617,-5.0966e-16,-2.3342,0.035133,0.13175,-4.3728
23_273.109828,-0.48711,-2.3558e-16,-2.3243,0.035802,0.13384,-4.3904
130_199.169336,0.47851,-4.8433e-16,2.3181,0.036222,0.13499,-4.4012
192_224.125801,0.65027,-6.2511e-16,2.3162,0.036359,0.13508,-4.4047
110_201.184994,0.50678,9.2808e-18,2.3035,0.037241,0.13793,-4.427
1145_453.368738,0.56837,-1.7486e-16,2.2975,0.037667,0.13908,-4.4376
782_183.2108,-0.54757,5.8564e-16,-2.2927,0.038012,0.13992,-4.446
686_112.234718,0.60594,5.1625e-16,2.274,0.039374,0.14449,-4.4787
895_473.344884,-0.48497,0,-2.2257,0.043123,0.15777,-4.5627
798_211.166936,0.46333,-2.3731e-16,2.2218,0.043435,0.15842,-4.5693
668_161.981373,0.60155,-6.4393e-16,2.2074,0.044624,0.16227,-4.5942
149_213.917208,-0.5239,-1.9932e-16,-2.2016,0.045111,0.16354,-4.6042
216_382.865821,-0.63929,-7.6744e-16,-2.1936,0.045796,0.16553,-4.6181
185_265.888636,-0.45252,-4.5103e-18,-2.1901,0.046094,0.1661,-4.624
790_111.460636,0.62998,1.367e-16,2.1603,0.048731,0.17508,-4.6751
188_559.28663,0.49912,-8.3406e-16,2.1375,0.050837,0.1821,-4.7138
875_169.085985,-0.42239,1.0915e-15,-2.1289,0.051652,0.18447,-4.7283
1035_379.120329,-0.5438,5.6205e-16,-2.1223,0.052292,0.1862,-4.7396
805_269.247605,0.44818,4.885e-16,2.1174,0.052762,0.18732,-4.7477
115_327.008202,0.43802,-1.0006e-15,2.1158,0.052924,0.18734,-4.7505
1246_595.226803,0.55951,-6.7446e-16,2.1077,0.053722,0.18961,-4.7642
912_355.281978,-0.45256,-4.6803e-16,-2.0909,0.055414,0.19501,-4.7924
646_333.166722,-0.42143,1.0408e-15,-2.0602,0.058636,0.20137,-4.8438
182_196.094497,0.56001,-6.9389e-18,2.0531,0.059403,0.20137,-4.8555
959_172.096883,0.52103,1.8041e-16,2.0528,0.059432,0.20137,-4.856
852_230.247931,-0.50961,5.7523e-16,-2.0473,0.060034,0.20137,-4.8651
1017_185.078507,0.52195,1.9186e-16,2.0424,0.060573,0.20137,-4.8732
1094_111.058089,-0.68569,-3.7192e-16,-2.0077,0.064545,0.20137,-4.9306
1221_103.586427,0.52368,1.87e-16,2.0008,0.06536,0.20137,-4.9419
264_571.236018,0.51796,8.854e-16,1.9773,0.068209,0.20137,-4.9803
949_208.37296,-0.61899,4.2744e-16,-1.9731,0.068722,0.20137,-4.987
53_271.263255,0.46982,-1.9672e-16,1.9544,0.071086,0.20137,-5.0173
803_101.751136,-0.48532,7.7577e-16,-1.9448,0.07233,0.20137,-5.0328
193_214.089717,0.49976,-3.7192e-16,1.9427,0.072607,0.20137,-5.0362
169_782.115662,-0.67314,4.9266e-16,-1.9392,0.073066,0.20137,-5.0419
366_628.094749,-0.54564,3.4417e-16,-1.9355,0.073554,0.20137,-5.0478
815_197.226461,-0.44107,6.6891e-16,-1.9205,0.075571,0.20137,-5.072
647_556.274078,0.49777,-1.7625e-16,1.9195,0.075711,0.20137,-5.0736
1340_492.649353,-0.52565,5.218e-16,-1.9179,0.075921,0.20137,-5.0761
243_158.002904,-0.51762,6.9666e-16,-1.9174,0.075994,0.20137,-5.077
2006_649.958762,-0.51843,5.107e-16,-1.9172,0.076014,0.20137,-5.0772
814_297.203729,-0.40957,-9.9365e-16,-1.9166,0.076104,0.20137,-5.0782
1985_655.224032,-0.51552,1.6376e-16,-1.9162,0.07616,0.20137,-5.0789
2258_622.079641,-0.50633,6.9389e-16,-1.9089,0.077158,0.20137,-5.0905
241_167.070335,-0.50338,-1.6376e-16,-1.9055,0.077633,0.20137,-5.096
1362_384.238137,-0.51623,5.1625e-16,-1.9052,0.077677,0.20137,-5.0965
2405_672.962006,-0.50211,-1.6653e-17,-1.9048,0.077734,0.20137,-5.0971
2549_636.791136,-0.50073,1.8041e-16,-1.9044,0.077789,0.20137,-5.0978
1587_644.794763,-0.49818,5.4401e-16,-1.9021,0.078105,0.20137,-5.1014
94_211.094166,0.41814,4.7462e-16,1.9019,0.078134,0.20137,-5.1017
340_625.319594,-0.49748,2.7756e-18,-1.9014,0.078197,0.20137,-5.1024
1415_190.848209,-0.51606,5.2736e-16,-1.9011,0.078248,0.20137,-5.103
2576_681.886093,-0.49563,5.5511e-18,-1.9005,0.07833,0.20137,-5.1039
2252_697.345211,-0.50584,3.5527e-16,-1.8996,0.078454,0.20137,-5.1053
2627_648.653363,-0.49485,1.8596e-16,-1.8996,0.078457,0.20137,-5.1054
945_371.240502,0.55867,-7.5773e-16,1.8989,0.078554,0.20137,-5.1065
3080_640.723602,-0.49266,5.5234e-16,-1.898,0.078683,0.20137,-5.1079
938_363.3106,-0.49139,5.6344e-16,-1.8969,0.07883,0.20137,-5.1096
1929_670.733812,-0.50011,3.6082e-16,-1.8959,0.07898,0.20137,-5.1113
1191_255.15678,0.45921,1.9984e-16,1.8955,0.079029,0.20137,-5.1118
1102_189.979877,-0.49942,1.6376e-16,-1.8951,0.079083,0.20137,-5.1124
1213_490.652292,-0.54053,-3.1641e-16,-1.8947,0.079145,0.20137,-5.1131
567_580.89221,-0.4882,3.7748e-16,-1.8942,0.079213,0.20137,-5.1139
1437_397.117086,-0.49757,5.5234e-16,-1.8942,0.079218,0.20137,-5.1139
330_605.423538,-0.49435,1.3878e-17,-1.8931,0.079367,0.20137,-5.1156
910_308.091179,-0.48694,-7.3275e-16,-1.8917,0.079573,0.20137,-5.1179
1632_631.974807,-0.48764,-3.6915e-16,-1.8903,0.079771,0.20137,-5.1201
2213_629.665671,-0.50062,-1.7486e-16,-1.8901,0.0798,0.20137,-5.1205
1476_659.202286,-0.5392,6.6891e-16,-1.8899,0.079824,0.20137,-5.1207
1143_280.264007,-0.48409,-9.3536e-16,-1.8897,0.079852,0.20137,-5.121
302_391.209184,-0.5165,3.3584e-16,-1.8895,0.079891,0.20137,-5.1215
1726_768.323574,-0.48502,7.383e-16,-1.8892,0.079928,0.20137,-5.1219
3597_589.637802,-0.48409,-3.747e-16,-1.8889,0.079967,0.20137,-5.1223
1339_577.966419,-0.48582,9.3536e-16,-1.888,0.080098,0.20137,-5.1238
1471_681.726873,-0.48117,-1.8596e-16,-1.8877,0.080136,0.20137,-5.1242
3734_555.288276,-0.48147,3.7748e-16,-1.8868,0.080268,0.20137,-5.1256
2108_627.722982,-0.48433,5.6066e-16,-1.8861,0.080372,0.20137,-5.1268
3866_721.694865,-0.47919,-5.6899e-16,-1.8857,0.080423,0.20137,-5.1274
3865_664.703067,-0.47905,1.9151e-16,-1.8852,0.080506,0.20137,-5.1283
3628_269.860194,-0.48213,1.8319e-16,-1.8842,0.08065,0.20137,-5.1299
2276_667.425122,-0.48953,7.2997e-16,-1.8839,0.080684,0.20137,-5.1302
3886_749.854615,-0.47757,-3.969e-16,-1.8837,0.080711,0.20137,-5.1305
1827_250.803914,-0.479,-5.7454e-16,-1.8835,0.080741,0.20137,-5.1309
1821_254.845505,-0.47576,5.6899e-16,-1.8832,0.080782,0.20137,-5.1313
1290_205.097229,-0.55503,-1.6098e-16,-1.883,0.080824,0.20137,-5.1318
527_563.475331,-0.47451,9.6312e-16,-1.8821,0.080951,0.20137,-5.1332
1583_655.810108,-0.47766,-5.8009e-16,-1.8819,0.080977,0.20137,-5.1334
1115_313.18329,-0.47369,-1.9984e-16,-1.8813,0.081062,0.20137,-5.1344
1485_295.878111,-0.47496,5.6344e-16,-1.8809,0.081121,0.20137,-5.135
2236_595.495795,-0.49028,-5.4123e-16,-1.8807,0.081151,0.20137,-5.1353
3291_664.708054,-0.47331,-7.7161e-16,-1.8796,0.081306,0.20137,-5.137
459_606.775057,-0.47346,-5.8009e-16,-1.8791,0.081381,0.20137,-5.1379
1442_343.296244,-0.47127,7.7438e-16,-1.8791,0.081383,0.20137,-5.1379
4294_510.65879,-0.47106,3.9968e-16,-1.8789,0.081406,0.20137,-5.1381
3369_610.468822,-0.47324,-7.7438e-16,-1.8788,0.081418,0.20137,-5.1383
2916_722.522013,-0.48277,9.5202e-16,-1.8787,0.081443,0.20137,-5.1385
4030_759.627246,-0.47567,1.8874e-16,-1.8785,0.081466,0.20137,-5.1388
1828_544.237966,-0.47438,-5.6621e-16,-1.8784,0.081484,0.20137,-5.139
3351_689.122709,-0.47257,-1.9706e-16,-1.8783,0.081491,0.20137,-5.1391
2032_665.920042,-0.4779,-7.6328e-16,-1.8779,0.081549,0.20137,-5.1397
2200_663.033216,-0.47943,5.7176e-16,-1.8779,0.081554,0.20137,-5.1397
4198_807.436218,-0.47148,-5.9397e-16,-1.8774,0.081632,0.20137,-5.1406
3590_824.173018,-0.47767,5.5789e-16,-1.8768,0.081713,0.20137,-5.1415
3447_578.798596,-0.47082,3.9135e-16,-1.8766,0.081742,0.20137,-5.1418
3835_855.509738,-0.46838,9.9087e-16,-1.8764,0.081774,0.20137,-5.1421
1720_889.024723,-0.46892,-9.77e-16,-1.8764,0.081779,0.20137,-5.1422
3603_759.745321,-0.47252,-3.8858e-16,-1.8758,0.081858,0.20137,-5.1431
2373_453.188461,-0.47469,-5.6621e-16,-1.8754,0.081926,0.20137,-5.1438
4322_889.063261,-0.46927,-3.9135e-16,-1.8752,0.081945,0.20137,-5.144
2144_888.311458,-0.50263,6.8834e-16,-1.8751,0.08197,0.20137,-5.1443
3530_565.317721,-0.46906,-1.9706e-16,-1.8747,0.082029,0.20137,-5.1449
1804_694.442931,-0.51288,-1.6098e-16,-1.8746,0.082035,0.20137,-5.145
1269_512.37937,-0.47967,-3.8025e-16,-1.8737,0.082168,0.20137,-5.1464
508_553.331384,-0.46493,-5.8009e-16,-1.8731,0.082252,0.20137,-5.1473
2502_599.320858,-0.47131,7.7161e-16,-1.8726,0.082323,0.20137,-5.1481
1109_207.138044,-0.46625,-2.7756e-18,-1.8718,0.082448,0.20137,-5.1494
2259_634.009394,-0.47767,1.7486e-16,-1.8717,0.082455,0.20137,-5.1495
4172_508.66175,-0.47182,-9.6589e-16,-1.8712,0.082539,0.20137,-5.1504
4632_839.387555,-0.46227,1.9429e-16,-1.8705,0.082641,0.20137,-5.1515
1959_658.695428,-0.48978,-1.7764e-16,-1.8704,0.082654,0.20137,-5.1516
4291_744.936219,-0.46961,-1.8596e-16,-1.8694,0.082796,0.20137,-5.1531
2017_888.326319,-0.50787,-1.8319e-16,-1.8694,0.082801,0.20137,-5.1532
3267_575.900813,-0.48062,-5.5789e-16,-1.8692,0.082827,0.20137,-5.1535
1315_288.290258,-0.46757,-7.7438e-16,-1.8689,0.08287,0.20137,-5.1539
1328_268.115644,-0.47867,-5.6899e-16,-1.8688,0.082883,0.20137,-5.1541
1343_363.076452,-0.46408,3.8858e-16,-1.8688,0.082884,0.20137,-5.1541
1526_318.773572,-0.46345,7.8548e-16,-1.8679,0.083023,0.20137,-5.1556
1453_343.294948,-0.46448,3.9135e-16,-1.8671,0.083142,0.20137,-5.1568
1851_839.171236,-0.46907,-9.7145e-16,-1.8671,0.083146,0.20137,-5.1569
2577_617.381572,-0.4695,0,-1.867,0.083158,0.20137,-5.157
1073_399.178849,-0.47216,9.6867e-16,-1.8663,0.083262,0.20137,-5.1581
2300_668.690096,-0.46348,5.9397e-16,-1.8657,0.083341,0.20137,-5.159
1320_389.193504,-0.46421,7.9659e-16,-1.8657,0.083341,0.20137,-5.159
4194_546.524582,-0.46088,4.0523e-16,-1.8656,0.083369,0.20137,-5.1593
3978_385.727242,-0.47395,9.4924e-16,-1.8647,0.083499,0.20137,-5.1606
4441_535.430942,-0.4652,1.8874e-16,-1.8637,0.083649,0.20137,-5.1622
922_407.336762,-0.46334,-1.9429e-16,-1.8637,0.083651,0.20137,-5.1622
4906_531.666662,-0.4553,-8.1324e-16,-1.8633,0.083697,0.20137,-5.1627
1585_116.382962,-0.45741,6.0507e-16,-1.863,0.083744,0.20137,-5.1632
1350_215.016312,-0.48164,8.3267e-18,-1.8622,0.083862,0.20137,-5.1645
2228_628.664367,-0.47763,5.6621e-16,-1.8622,0.08387,0.20137,-5.1645
4369_920.394678,-0.45756,1.9984e-16,-1.862,0.083901,0.20137,-5.1649
4296_777.054696,-0.4589,-1.1102e-17,-1.8617,0.08394,0.20137,-5.1653
1044_421.223064,-0.46073,5.8287e-16,-1.8615,0.083965,0.20137,-5.1656
2902_694.164556,-0.46413,-2.7756e-18,-1.8615,0.083969,0.20137,-5.1656
3044_123.778503,-0.45198,5.5511e-18,-1.8603,0.084144,0.20137,-5.1674
485_589.695569,-0.45533,-2.7756e-18,-1.86,0.084201,0.20137,-5.168
1419_619.309756,-0.47986,-5.6899e-16,-1.8596,0.084253,0.20137,-5.1686
4541_859.557544,-0.45829,-9.9087e-16,-1.8592,0.084315,0.20137,-5.1692
58_305.157172,0.52831,-1.1796e-17,1.8592,0.084321,0.20137,-5.1693
2475_600.633411,-0.47025,-1.9984e-16,-1.8591,0.084326,0.20137,-5.1693
122_227.200652,0.40833,-1.1985e-15,1.8589,0.084367,0.20137,-5.1698
1368_312.362573,-0.49688,3.6637e-16,-1.8589,0.084368,0.20137,-5.1698
1245_581.365982,-0.48371,1.9706e-16,-1.8581,0.084477,0.20137,-5.1709
4858_540.216786,-0.45237,6.1617e-16,-1.858,0.084494,0.20137,-5.1711
1348_465.224831,-0.45587,6.134e-16,-1.8578,0.084529,0.20137,-5.1715
4620_550.48839,-0.45687,-1.9151e-16,-1.8576,0.084549,0.20137,-5.1717
1236_416.277187,-0.46695,-9.6589e-16,-1.8576,0.084556,0.20137,-5.1718
2989_619.571701,-0.46324,5.9397e-16,-1.8561,0.084774,0.20137,-5.174
4289_740.139412,-0.45453,3.9135e-16,-1.8551,0.084932,0.20137,-5.1757
1892_308.762532,-0.45145,-8.2157e-16,-1.8551,0.084938,0.20137,-5.1757
5207_260.814969,-0.44647,-2.1372e-16,-1.8543,0.085046,0.20137,-5.1769
3173_689.099895,-0.45943,5.8287e-16,-1.8538,0.085123,0.20137,-5.1777
1438_289.104745,-0.44531,-6.134e-16,-1.8528,0.085282,0.20137,-5.1793
1580_629.284852,-0.47348,5.8009e-16,-1.8521,0.085391,0.20137,-5.1804
1707_518.374333,-0.44617,2.0817e-16,-1.8518,0.085427,0.20137,-5.1808
4660_894.282682,-0.44658,-6.2172e-16,-1.8517,0.085446,0.20137,-5.181
1197_253.216306,-0.45672,2.0539e-16,-1.8513,0.085512,0.20137,-5.1817
4702_779.966181,-0.4493,8.1324e-16,-1.851,0.085557,0.20137,-5.1822
1899_251.818237,-0.51146,-6.7724e-16,-1.8506,0.085616,0.20137,-5.1828
1722_679.022719,-0.44781,6.0785e-16,-1.8502,0.085674,0.20137,-5.1834
3913_562.97714,-0.45126,8.1324e-16,-1.8499,0.085726,0.20137,-5.1839
1210_323.146608,-0.4417,-6.2728e-16,-1.8491,0.085834,0.20137,-5.185
4279_247.867774,-0.46601,-7.6605e-16,-1.8491,0.085844,0.20137,-5.1851
1805_855.102292,-0.45857,5.9397e-16,-1.849,0.085852,0.20137,-5.1852
4594_263.237037,-0.44516,-4.2188e-16,-1.8488,0.085893,0.20137,-5.1856
594_861.713444,-0.44688,2.0262e-16,-1.8487,0.085903,0.20137,-5.1857
2145_656.30277,-0.48193,3.636e-16,-1.848,0.086004,0.20137,-5.1868
3399_753.36277,-0.46028,-3.969e-16,-1.8475,0.086084,0.20137,-5.1876
1815_379.761307,-0.46984,-3.7748e-16,-1.847,0.086169,0.20137,-5.1885
1327_291.107857,-0.44862,-1.0214e-15,-1.8461,0.086302,0.20137,-5.1898
3742_600.952416,-0.44002,-4.1356e-16,-1.846,0.086314,0.20137,-5.1899
286_346.235355,-0.4916,-7.0499e-16,-1.846,0.086319,0.20137,-5.19
1238_304.284719,-0.4382,-8.4099e-16,-1.8457,0.086353,0.20137,-5.1903
1411_468.280031,-0.45711,-7.9103e-16,-1.8444,0.086553,0.20137,-5.1924
616_301.178232,-0.45917,-5.9952e-16,-1.8436,0.086683,0.20137,-5.1937
294_332.31602,-0.442,-4.1911e-16,-1.8434,0.086709,0.20137,-5.194
4552_940.039197,-0.44651,-1.9706e-16,-1.8434,0.086715,0.20137,-5.194
1699_730.100244,-0.44817,-8.1879e-16,-1.8428,0.086809,0.20137,-5.195
615_301.176776,-0.44662,-2.1094e-16,-1.8425,0.086856,0.20137,-5.1955
1405_347.14659,-0.45028,-8.1324e-16,-1.8421,0.08692,0.20137,-5.1961
2471_593.277454,-0.4585,7.9659e-16,-1.8419,0.086943,0.20137,-5.1964
1599_268.104124,-0.43405,2.1372e-16,-1.8409,0.087101,0.20137,-5.198
3651_668.285071,-0.45131,5.9952e-16,-1.8407,0.08713,0.20137,-5.1982
535_599.647079,-0.46995,5.5511e-18,-1.8404,0.087177,0.20137,-5.1987
1127_157.083572,0.49726,8.6875e-16,1.8402,0.087208,0.20137,-5.199
1061_474.285065,-0.43771,6.3283e-16,-1.8387,0.087431,0.20137,-5.2013
1823_529.240925,-0.4304,6.5226e-16,-1.8371,0.087679,0.20137,-5.2038
1682_152.031867,-0.44478,-2.0539e-16,-1.8364,0.087788,0.20137,-5.2049
5096_894.000086,-0.43365,-6.5226e-16,-1.8359,0.087876,0.20137,-5.2058
4244_850.599985,-0.42914,6.6058e-16,-1.8358,0.087885,0.20137,-5.2059
3283_715.605301,-0.45549,-4.0523e-16,-1.8348,0.088045,0.20137,-5.2075
1133_226.216633,-0.44603,1.0214e-15,-1.8341,0.088146,0.20137,-5.2085
4901_200.164585,-0.43841,4.1911e-16,-1.8322,0.088451,0.20137,-5.2115
5_301.177514,-0.39769,1.4683e-15,-1.8317,0.088526,0.20137,-5.2123
930_451.362987,-0.43444,4.1911e-16,-1.831,0.088637,0.20137,-5.2134
1976_214.180242,-0.44569,4.0523e-16,-1.8305,0.088712,0.20137,-5.2141
2570_600.700898,-0.4551,7.9659e-16,-1.8304,0.088738,0.20137,-5.2144
107_258.865403,-0.56374,-5.9536e-16,-1.8297,0.088845,0.20137,-5.2154
1161_469.183258,-0.46913,-1.8319e-16,-1.8296,0.088859,0.20137,-5.2156
1840_790.132047,-0.44414,1.9706e-16,-1.8287,0.089001,0.20137,-5.217
5226_537.718366,-0.4283,-8.5765e-16,-1.8269,0.089274,0.20137,-5.2197
4112_739.95523,-0.44186,-8.2157e-16,-1.8269,0.089275,0.20137,-5.2197
4179_574.180748,-0.44016,1.0242e-15,-1.8246,0.08965,0.20157,-5.2234
1472_298.346913,-0.48276,-3.7192e-16,-1.8241,0.089726,0.20157,-5.2241
967_139.050248,-0.45096,3.9413e-16,-1.8213,0.090173,0.20157,-5.2285
29_209.078513,-0.40036,-7.154e-16,-1.8185,0.090621,0.20157,-5.2328
487_706.156189,-0.43234,-2.1372e-16,-1.8183,0.090642,0.20157,-5.233
1755_571.079278,-0.44485,-2.7756e-18,-1.8177,0.090748,0.20157,-5.2341
3532_586.673732,-0.43964,-1.0408e-15,-1.8164,0.09095,0.20157,-5.236
4829_539.506953,-0.42957,-4.2466e-16,-1.8156,0.091084,0.20157,-5.2373
4415_579.333957,-0.43809,-4.1078e-16,-1.8136,0.091404,0.20157,-5.2404
3953_576.198046,-0.44269,-2.0817e-16,-1.8128,0.091539,0.20157,-5.2417
76_313.310205,-0.4725,-1.4745e-18,-1.8117,0.091705,0.20157,-5.2433
3299_567.085897,-0.44221,-6.0785e-16,-1.8116,0.091719,0.20157,-5.2434
3707_789.148358,-0.43595,6.245e-16,-1.8112,0.091784,0.20157,-5.2441
3195_351.111611,-0.44346,-8.1046e-16,-1.811,0.091824,0.20157,-5.2444
1896_359.194201,-0.42066,-6.6613e-16,-1.8106,0.091882,0.20157,-5.245
11_209.15369,-0.39018,4.9058e-16,-1.8079,0.092326,0.20217,-5.2492
983_393.188457,-0.45411,-1.9429e-16,-1.806,0.092639,0.20249,-5.2522
3336_572.676883,-0.45058,1.9151e-16,-1.8049,0.09281,0.2025,-5.2538
5018_546.843065,-0.41816,-2.0817e-16,-1.803,0.093129,0.20268,-5.2568
1517_369.188474,-0.41694,-4.4409e-16,-1.8023,0.093231,0.20268,-5.2578
1539_395.240475,-0.41647,1.0991e-15,-1.8003,0.093565,0.20303,-5.2609
1502_235.91638,-0.50487,3.2752e-16,-1.7984,0.093877,0.20334,-5.2638
1118_185.042121,-0.42026,-6.5781e-16,-1.7966,0.09417,0.20335,-5.2666
863_216.018025,-0.59755,2.6645e-16,-1.7964,0.094217,0.20335,-5.267
1884_855.500278,-0.42663,-2.0539e-16,-1.7905,0.095193,0.20508,-5.276
1263_372.274565,0.58612,-1.6098e-16,1.7845,0.096197,0.20688,-5.2852
985_336.251617,-0.44007,-3.969e-16,-1.7828,0.09649,0.20713,-5.2879
3970_556.279397,0.58054,-4.1633e-16,1.7794,0.097054,0.20797,-5.293
18_781.116176,0.45446,5.7246e-16,1.7778,0.097332,0.20799,-5.2955
897_211.242113,-0.37864,5.1556e-16,-1.7769,0.097478,0.20799,-5.2968
1181_348.326174,-0.50373,-3.3307e-16,-1.7763,0.09758,0.20799,-5.2977
1493_234.0286,-0.43278,-6.134e-16,-1.7741,0.097971,0.20845,-5.3012
3258_772.043726,-0.45032,4.0523e-16,-1.7683,0.098968,0.2102,-5.31
252_269.211224,0.43978,3.9621e-16,1.7575,0.10085,0.21338,-5.3264
718_395.137796,-0.49386,6.8452e-16,-1.757,0.10094,0.21338,-5.3272
623_245.114608,-0.37493,2.6368e-16,-1.7566,0.101,0.21338,-5.3278
783_441.151397,0.56222,-2.72e-16,1.7397,0.10402,0.21914,-5.3534
944_275.11022,0.59814,-5.5511e-18,1.7384,0.10425,0.21914,-5.3553
1279_210.997894,-0.48954,3.3029e-16,-1.7383,0.10428,0.21914,-5.3555
75_303.120392,-0.36654,-5.218e-16,-1.7324,0.10535,0.22079,-5.3644
643_111.25995,0.47604,-3.6082e-16,1.7319,0.10543,0.22079,-5.3651
250_379.002321,0.53307,-1.4433e-16,1.7291,0.10594,0.22148,-5.3693
1039_376.928554,0.52761,-1.6653e-16,1.7226,0.10714,0.22347,-5.379
1758_342.373123,-0.4722,2.7756e-18,-1.7219,0.10727,0.22347,-5.3801
88_479.240449,-0.38039,-7.272e-16,-1.7207,0.10749,0.22355,-5.3819
114_261.011325,0.53237,-1.2143e-18,1.7185,0.10791,0.22404,-5.3853
219_269.138448,0.42811,-8.0283e-16,1.7123,0.10907,0.22605,-5.3945
1103_265.104744,0.43467,0,1.7107,0.10938,0.2263,-5.3969
769_100.729321,-0.37067,1.002e-15,-1.7052,0.11041,0.22805,-5.4051
845_329.243582,0.51426,4.5519e-16,1.7032,0.11079,0.22843,-5.408
963_357.27489,0.52467,5.8287e-16,1.7018,0.11107,0.22862,-5.4102
1369_556.395608,0.50908,-3.4417e-16,1.6984,0.11172,0.22957,-5.4153
4_625.094506,0.41038,4.1148e-16,1.6832,0.11467,0.23523,-5.4377
685_345.133357,-0.38251,1.1657e-15,-1.6816,0.11499,0.23547,-5.4401
1281_327.227915,0.4925,6.5781e-16,1.6752,0.11625,0.23765,-5.4495
256_501.005587,0.48989,4.9127e-16,1.6711,0.11708,0.23893,-5.4555
157_195.135628,0.3662,4.9336e-16,1.6649,0.11832,0.241,-5.4646
655_326.378224,-0.62132,-3.6915e-16,-1.6641,0.11849,0.241,-5.4659
1090_271.040126,0.48401,-4.9682e-16,1.6578,0.11977,0.24319,-5.4751
960_289.626724,0.43514,-1.6931e-16,1.6539,0.12057,0.24396,-5.4808
37_231.206793,-0.44808,-3.525e-16,-1.6531,0.12073,0.24396,-5.4819
1079_493.313623,0.42092,4.0246e-16,1.6529,0.12076,0.24396,-5.4821
656_261.087742,0.47041,3.4972e-16,1.6489,0.1216,0.24524,-5.488
1522_475.364326,0.48596,3.1641e-16,1.6468,0.12203,0.24569,-5.491
1152_425.373854,-0.50282,-3.0254e-16,-1.6444,0.12253,0.24629,-5.4946
1702_472.301793,0.46575,-6.8279e-16,1.6328,0.12497,0.25035,-5.5114
269_518.945916,0.46181,1.7208e-16,1.6316,0.12522,0.25035,-5.5131
751_319.136434,0.45605,-3.4139e-16,1.6312,0.12531,0.25035,-5.5137
775_231.083997,0.40291,6.2138e-16,1.6309,0.12538,0.25035,-5.5142
1237_438.928779,0.45886,-6.7446e-16,1.6285,0.12588,0.25092,-5.5176
628_185.431959,0.4429,3.5805e-16,1.623,0.12707,0.25288,-5.5256
22_626.097848,0.3831,8.8402e-16,1.6204,0.12763,0.25356,-5.5293
1095_267.038821,-0.56356,0,-1.6183,0.12809,0.25395,-5.5324
1814_358.258878,0.45232,6.8556e-16,1.6175,0.12824,0.25395,-5.5334
1065_716.157414,0.45416,-6.8556e-16,1.6154,0.1287,0.25425,-5.5364
992_270.279238,-0.46447,-3.0947e-16,-1.6149,0.12882,0.25425,-5.5372
17_613.297968,0.43151,-9.1038e-16,1.6073,0.13048,0.25711,-5.5481
1853_615.313593,0.44171,3.5527e-16,1.6053,0.13091,0.25743,-5.5509
1745_397.230962,0.45349,-6.8001e-16,1.6036,0.1313,0.25743,-5.5534
939_483.213612,0.44344,7.0222e-16,1.6028,0.13146,0.25743,-5.5545
1416_455.352069,0.44239,1.6098e-16,1.6015,0.13176,0.25743,-5.5564
1081_423.220121,0.52627,-1.3878e-16,1.6015,0.13177,0.25743,-5.5564
258_343.259228,0.44115,5.3846e-16,1.6,0.13209,0.25743,-5.5585
66_255.159184,-0.36702,-6.9771e-16,-1.5998,0.13215,0.25743,-5.5589
378_480.243792,0.43573,7.272e-16,1.5953,0.13313,0.25893,-5.5652
320_347.167731,0.44433,1.8319e-16,1.5927,0.13373,0.25966,-5.5689
1189_511.272572,0.49605,-4.6352e-16,1.5891,0.13454,0.26082,-5.5741
784_387.358203,-0.63945,3.5527e-16,-1.5822,0.13611,0.26344,-5.5839
1066_467.24633,0.51328,-2.9421e-16,1.5798,0.13665,0.26405,-5.5872
93_323.011546,0.49595,-6.1201e-16,1.5779,0.13709,0.26408,-5.5899
21_235.169348,-0.34002,1.0391e-15,-1.5778,0.1371,0.26408,-5.59
86_307.085389,-0.43318,-1.6168e-16,-1.574,0.138,0.26466,-5.5955
290_657.366489,0.46512,-6.3005e-16,1.5734,0.13813,0.26466,-5.5963
401_515.332735,0.42951,-3.6082e-16,1.5732,0.13817,0.26466,-5.5966
2651_655.50332,0.42137,-5.5511e-16,1.5698,0.13896,0.26466,-5.6014
1552_669.009212,0.4201,7.4662e-16,1.5695,0.13904,0.26466,-5.6018
2110_648.044298,0.41745,-7.272e-16,1.5648,0.14012,0.26466,-5.6084
2126_105.406061,0.41972,-9.1593e-16,1.5638,0.14036,0.26466,-5.6098
2129_681.698645,0.41668,-3.6915e-16,1.5635,0.14043,0.26466,-5.6103
2923_653.823946,0.41676,3.7192e-16,1.563,0.14054,0.26466,-5.6109
1_556.276575,0.42142,1.4766e-15,1.5624,0.14069,0.26466,-5.6118
404_598.803432,0.41711,5.5511e-18,1.5614,0.14093,0.26466,-5.6132
2324_718.564391,0.41586,1.9151e-16,1.5605,0.14113,0.26466,-5.6144
