peakID,Control1,Control2,Control3,Control4,Control5,DMSO1,DMSO2,DMSO3,DMSO4,DMSO5,Serum-free1,Serum-free2,Serum-free3,Serum-free4,Serum-free5,RA1,RA2,RA3,RA4,RA5
1_556.276575,632178255.3,338214004.1,1331530401,448085215.5,1128126788,1976934906,2399065498,928064037.6,928139778.9,333590529.6,1596747218,1720205568,1184871937,1269278050,2286934119,1517350686,724659495.8,657665205.8,1291256787,1624133261
2_239.106099,56397994.98,99862726.54,74132792.1,49415791.2,61477606.42,183403387.4,38852395.46,171247540.6,189474926.4,165124440.2,184461651.2,207230128,320222184.7,181996122.6,227550657.1,478365031.3,251339485.3,415632068.5,223453067,143224710.5
3_333.167341,173659186.1,164009845.4,115048324,171715380.5,124031388.6,7233618.982,101016149,103057712.6,145216803.9,156067731.9,133865704.4,130406656,141012527.9,115000316.1,101983682.4,102715986.9,94970683.04,146798766.5,88330286.76,86076732.92
4_625.094506,169094520.2,159208205.3,254171922.4,115997090,82739158.22,159651628.1,209886000.8,248136449.6,144970297.6,389694822.5,263520457.3,207391968,193365427.8,134010359,227254476,231110055.2,247253985.1,120798078,284262539.6,250776108.2
5_301.177514,226589389.1,205026229.6,111704396,184849312,166251330.1,5451600.72,118592202.3,122016654.7,174782863.5,185729250.4,164990951.8,163824320,173589373.6,146178671.8,123742882.4,127420733.2,112771761.8,190753947.4,106452158.8,103969542
6_317.151447,118789527.4,97976621.75,57033433.96,103699411.5,73514701.92,0,59721112.52,51160281.55,80378859.87,67006523.51,74613384.9,102024304,91619215.12,62669534.31,62414218.5,55246642.23,46809136.42,83015877.39,43778692.1,33279556.36
7_245.114907,187870100.6,167103867.3,92027963.57,146193465.8,140757761.8,5930048.62,103335854.7,106257538.3,154913370.2,157324819.2,140391492.2,137462512,144353314.1,120292881.6,108007204.7,110748986.1,99965266.39,161318788.4,94974347.77,92579269.38
8_600.240419,20258387.7,4101937.281,19266678.04,2704735.544,42791440.13,95072218.3,36204428.87,8789565.687,7127974.057,0,13983942.53,60579628,44772841.93,12687315.11,34932482.52,43275269.82,8128467.584,22836158.92,10439915.39,15232616.28
9_291.231956,82451560.44,199385659.1,0,188008302.1,109551132.8,26979221.5,65213458.19,54830205.72,169447950.9,102491909.1,62124349.09,23793072,41870747.07,180177666.3,58303805.34,70474624.43,44569885.19,150398574.3,25903859.86,37320319.31
10_305.247604,71320071.81,191213083.5,1540868.478,164399723.3,129547792.9,28825383.09,67076388.34,62398018.19,187174845.7,109434670.5,69187280.93,42544956,48013953.7,176085912.1,58870912.12,64766599.19,59910255.64,156623429.2,53798919.85,54624998.42
11_209.15369,65826911.41,80400950,42112044.17,91939892.99,44462802.23,4149549.384,42196061.3,47665809.41,67278741.16,101277335.4,66956974.92,46584772,47070837.59,55344356.28,42096794.24,39756698.33,47081818.09,50615375.58,44560736.58,43376513.37
12_319.263252,35681810.19,95310901.72,0,94462518.63,86016668.9,22914415.38,47282360.84,50635522.64,121137972.8,82423566.8,51708614.8,39536244,39668733.26,111176173.9,44728790.61,42084434.75,51258120.45,101725976,52078227.07,46036227.13
13_301.141128,46905567.98,48677674.38,42019910.29,54236649.79,41278817.45,40407622.6,36014879.84,33674873.16,51621229.4,64844455.22,50069150.82,31451112,38257345.56,44252533.94,41116555.98,78966249.76,36807442.58,40763693.57,46248731.61,34339628.64
14_257.247603,51571573.43,55606280.23,51611316.27,53292500.37,33339213.31,26734386.89,62589895.28,71039928.3,59417287.97,106121048.8,69629764.04,61158788,58313480.2,50762307.02,54079210.28,64168772.69,73276106.6,46290386.79,63709438.88,60082201.17
15_203.052691,23390822.36,26869827.47,40336145.3,13172462.81,33557715.69,104000945.4,11705121.94,35248955.99,43663091.49,21097194.91,32898311.83,63448488,101610113.1,44226232.42,53972706.14,137573511.1,54987737.77,131721034.1,42892837.81,28026945.23
16_244.190811,23701454.82,26505741.49,20795958.03,14628474.74,24741591.81,33794940.33,72522930.67,36376537.82,33942109.41,63455425.89,21761549.51,74864520,15218340.42,30803498.81,46311462.4,57013602.03,33214915.85,21724097.72,81300355.81,64178371.39
17_613.297968,24304669.72,13243317.79,49964467.13,16577686.36,44114175.1,63871719.5,94608924.07,36780216.77,37829288.21,14085745.81,60219795.17,66017648,45297465.64,51224745.83,86945118.61,58684418.51,27063327.04,26685967.54,49566473.28,62346394.62
18_781.116176,37252474.93,38029849.53,60517349.42,23189250.64,16150122.05,37667234.17,51499162.21,60565579.4,32874325.61,92994705.93,60533316.18,49529296,45592924.29,27714962.6,53723002.66,55719783.03,60251059.78,26359289.06,69551199.56,59046728.21
19_333.278904,16752231.1,46709545.08,0,49001358.57,47433616.77,17957889.54,33067480.62,37757069.27,68090077.24,55350863.66,37948927.84,32073226,29733205.3,62321450.22,30236996.61,29114532.6,38510044.91,58918872.8,38468314.04,33893939.11
20_556.274846,18384730.99,9686796.127,39198651.23,12918534.6,32619795.32,56710437.65,69159683.83,27002856.43,26392171.14,10094726.79,46606889.19,49920004,33877173.39,35803574.01,66165723.26,43175371.43,20467260.67,18577736.3,37151897.57,45685237.75
21_235.169348,23829161.87,29316384.04,15269224.66,32588858,17855100.61,2836954.193,16829635.65,18629872.57,26675198,40446495.46,25490909.98,17215986,18487848.29,22479316.45,17421567.96,14332801.61,18554267.01,19844327.03,17405043.58,17726616.05
22_626.097848,27069820.7,28634810.5,43984037.27,19732035.57,0,0,36294399.4,44258461.15,26116452.65,66048396.53,44720337.13,35622140,34006063.99,21041870.04,39150172.11,40931614.08,39240431.87,21072726.47,50633815.18,42081864.48
23_273.109828,32412781.1,31961815.62,18384214.14,30852589.01,20660731.05,0,16572863.81,17632425.49,23563976.91,28024418.56,22673978.64,22187204,22680071.34,20067455.47,16103955.18,16983236.61,15714554.9,25281622.92,15865127.41,13813790.09
24_285.278905,27928433.34,31389188.42,25203036.71,29511961.83,18132301.7,10604455.72,24092198.62,29044111.39,28366580.95,45609084.44,26684713.75,24581742,24646851.2,26983661.62,23815718.61,23425816.55,28414628.58,24156700.65,28136389,24128577.69
25_227.164264,15310358.1,18964280.13,15914437.7,24926917.24,9690108.444,8756468.493,15565958.92,16842189.77,28781585.49,32070262.31,17606184.21,10781424,14525201.38,19398765.26,19141251.71,15534183.22,13878400.6,19537504.2,15767188.05,13287823.82
26_210.110147,27850638.71,5657196.555,10524010.64,8149003.977,8552672.296,50570808.16,8053350.674,25119696.58,17599085.49,6238013.754,5727073.655,7288732.5,28845041.12,7367542.551,4136562.153,21170370.21,25322614.77,97080960.59,16248693.35,70152700.28
27_398.232663,308467360.7,21376384.29,0,20821990.86,11476831.4,26254418.96,5278143.913,3970152.749,10468783.53,18163173.11,6237542.447,81790984,4782467.239,16320057.26,4053262.643,9376640.386,5031590.164,8638506.664,4718863.379,11200013.07
28_299.161863,25510586.2,18709662.63,17416147.61,19278469.55,27067125.65,55442288.64,21232372.9,19868758.82,26952752.48,27394067.16,21531329.56,16338954,17881466.78,25892972.19,16472239.48,19065496.01,20293881.68,21663823.76,23741481,20446518.61
29_209.078513,30430086.33,27332399.33,18527081.72,34589567.39,21248458.3,6093367.207,18348817.53,20902071.66,31859194.82,35489199.56,26268461.7,18637046,26572051.06,25273065.62,18915511.89,17209770.82,17541512.96,29591246.97,17309107.57,13290616.69
30_343.295613,14113846.8,16267734.72,68072732.4,68816218.23,9594260.059,34512944.14,19205535.5,16490002.39,19810426.75,63769253.19,19147802.16,14542659,8731704.22,14650216.61,28858643.68,18138772.94,19771110.72,8497801.086,39844463.6,23721548.18
31_557.273604,12326221.87,5682900.181,23183371.31,7957304.528,18750441.78,36220555.74,43334534.25,16587648.09,17460366.96,4642486.816,29548930.48,29869924,20785483.9,22165533.34,41814067.33,27553421.27,13019288.41,10825203.93,22613471.28,29046578.97
32_187.096558,2469159.14,2528819.718,1852239.16,3691681.079,0,0,2019652.176,3031672.408,3750027.625,6125378.29,3057672.816,1424446.25,1978145.375,2866918.221,2135482.404,1448063.411,2321408.055,2068086.852,2489391.82,2605385.41
33_469.072798,19985212.24,20663199.96,24300830,15129384.86,12910728.69,14679824.27,20781187.56,23167206.04,18744169.38,38563821.34,23635283.06,19869958,18016876.32,17694966.63,21315890.43,22333320.72,22697197.67,16465244.53,27229845.71,24865561.84
34_489.339828,8822717.499,44275499.28,7613813.792,9289765.42,6499190.876,6691085.966,7461685.342,78439075.37,7860389.319,5958854.732,6741009.26,16739566,39692716.73,6637535.014,4972911.2,7374658.816,89701397.36,6911164.513,9175342.553,7388732.497
35_331.188077,19032724.98,15665701.49,14976539.96,11530794.51,22951213.33,36417484.09,13117096.56,15173558.59,21010061.92,21146844.35,16433986.4,13244031,9811912.123,18794306.23,11611204.03,13958341.84,13986089.53,16215010.09,17863124.14,15298638.48
36_533.366016,7956020.968,45050631.47,8465281.235,10254587.23,7052766.814,6740076.675,0,68699222.6,7618484.506,6078717.84,7088834.72,16261301,37172673.02,8684428.29,4929040.115,7472302.75,81267528.45,5242671.965,10739208.53,5841891.763
37_231.206793,16070434.45,23414284.73,7080437.397,34195362.4,7591907.257,0,11284284.51,11010335.07,16811208.08,25593993.27,18733634.6,13137220,16166505.26,11585286.86,10144076.96,7248646.896,10197955.27,12699124.29,6354442.695,9031421.543
38_167.012857,11012933.81,22153068.19,0,39597109.02,33639901.05,0,0,0,28872762.24,0,0,0,0,43663075.27,0,0,0,13331771.83,0,0
39_445.313641,7173623.529,37565512.69,6574484.792,9260352.02,5264309.196,6699823.249,7416048.585,80433831.77,6307352.185,4409257.988,7366633.108,14122226,37479953.37,6351894.211,4214553.844,6514059.425,89813876.15,5840617.453,6840917.205,5631833.821
40_235.132963,12355031.81,16887928.14,9021189.38,20120533.83,9972870.722,0,9571668.845,12064551.23,16058098.81,25332909.06,15308853.87,8846392,10322779.85,13521124.71,9022722.518,8538824.931,11246900.61,11148228.36,10315234.91,10610108.32
41_558.280841,9478430.835,4230729.717,18280509.57,6328570.105,15686093.55,25815781.38,31851215.88,13371296.03,12600346.48,4736914.509,22151780,24803216,16482577.88,17831220.07,33391636.48,21536413.81,10126544.9,8393962.723,17842190.05,22625064.69
42_255.231954,8893165.504,12779989.92,6585501.477,14820253.21,9846202.826,7721518.764,18741852.54,21683428.65,18125053.46,27673409.74,24104416.24,20821100,17825578.71,16700488.53,11618143.38,16801625.31,23820572.08,14709922.49,14161172.5,22772945.8
43_349.183383,7717516.383,12965261.36,18762375.76,8178026.173,7779365.739,11537882.15,6544343.591,83684465.21,7563739.318,7761321.299,7003164.084,11646877,36759321.36,8843510.038,7078722.713,9009055.187,84741553.73,9982622.671,18983375.47,10544166.17
44_577.392194,7573454.813,42414898.45,7487156.964,9859172.705,5259192.867,5175598.235,6633552.128,53989057.58,6568006.94,5992364.63,7523150.952,16512776,29828363.03,7538038.455,3859624.906,7048930.298,63531833.73,5526472.284,12273578.41,6226168.029
45_229.2163,7385252.483,9825294.85,11114514.04,11622541.17,5009385.215,7298445.294,18054070.13,19013453.18,15022215.3,39631276.31,22007690.81,17232660,14125249.65,12740707.52,15620753.95,20993548.75,19171697.05,11463068.6,25552961.76,21197741.05
46_393.209583,6885153.704,14601155.22,20721425.48,8747660.734,7562724.628,9565095.953,5965148.388,72009578.3,7642983.921,7111200.414,5262727.683,10189846,32837877.39,6713367.87,5957555.138,9321066.756,73359656.93,8217085.394,17309483.73,9625175.414
47_359.064934,2877883.004,2231465.617,0,0,3863985.53,10092589.76,1394314.693,4070869.654,4265281.665,2151226.579,4466371.201,11247709,18707427.98,3021583.925,6637755.956,23237828.16,5388511.082,21979351.79,3781913.516,3170216.033
48_437.235779,8193135.088,13633315.14,20726912.13,7887543.627,6775875.03,9444541.424,5785822.527,62664206.83,6217803.719,5997950.191,5860001.178,9696731,29053635.22,6273149.515,5169467.616,9314253.055,63738364.42,7745610.012,15481716.79,7884953.324
49_280.263588,81557395.34,58686929.43,51773192.44,61080475.23,57302052.68,0,0,0,2472890.888,0,0,0,1528917.039,2531082.538,0,0,0,3025285.382,2631442.445,3038001.856
50_296.258502,80293653.67,54451194.89,49010875.92,55704638.16,54131521.35,0,0,0,0,0,0,0,1333258.925,0,0,0,0,2901283.784,1639447.818,2201260.712
51_297.615495,12686240.02,11238904.91,49798399.21,17901504.21,24290702,41712372.75,43558690.89,14803882.91,24301549.67,0,29984452.05,29992362,12008510.15,56368939.29,31274224.2,22054500.93,18322947.53,8413537.888,52247033.42,34490418.95
52_481.261974,6341147.024,11918403.13,20624748.32,8152310.592,5094343.385,8047373.091,4859659.542,54671704.94,6837948.38,6871111.55,5632177.328,8202780,24682208.31,5696963.821,4526260.356,7472895.042,54439321.32,6283351.777,15217480.26,8141191.282
53_271.263255,8626772.755,9877768.444,14563068.88,11238662.9,4431505.353,6192525.405,13871170.45,15741508.22,12625279.98,35364667.19,15534276.32,12518876,12841099.32,9941053.727,15042266.01,16680599.88,14868441.83,9416044.861,21443269.96,13028042.55
54_401.287441,5866554.615,26544144.51,6253277.746,9051348.19,4520164.232,5573340.059,6329932.916,63573440.59,5481776.524,4705979.358,5870059.601,10007935,30630326.78,5470814.79,4127398.515,5670222.138,72420888.25,4537082.663,6493931.06,5097007.076
55_453.16744,14779850.62,9625780.765,17017852.7,32006499.2,6672905.701,0,1425060.223,0,0,0,0,0,0,0,0,0,0,0,0,0
56_228.195899,13686273.91,15626258.59,8649552.329,13112786.99,8170500.382,2373627.548,9360369.38,10011517.27,10693317.62,19159124.56,12274989.17,8763213,7459236.068,11308230.51,7202322.866,8133523.829,9544754.901,8851704.059,10269333.67,10551366.61
57_223.094167,16738219.31,15390432.25,11879541.17,16615227.52,12537716.61,4522217.499,9445699.763,9724537.586,14981659.88,18448867.72,12931817.27,10410888,11134026.94,12533796.59,10236423.53,8375395.009,9890098.169,13697456.18,9552416.812,9886708.331
58_305.157172,6227190.626,8956348.821,10598534.29,6360958.348,7099004.651,12456136.39,6160896.203,68823509.62,7030841.91,6392631.964,6471408.246,9938315,28218416.68,8130531.175,7055395.858,9330836.651,64713156.01,9655613.745,14050875.29,8847707.69
59_239.16186,9101510.609,16059224.39,6430130.406,8105590.852,6486798.952,29697344.94,9026340.691,52256810.76,38510980.74,18388637.52,23828060.55,5303660.5,8606202.106,13713683.6,15990922.68,23358021.34,14861947.19,18624990.88,16212688.49,14751593.68
60_281.17243,6719331.242,13066209.39,5044948.381,11262551.78,8013839.597,14793584.08,6004408.787,5481266.383,7988163.08,7922039.028,8677269.988,4984777,5826933.983,6725588.221,4452897.623,6693399.884,6285438.845,5831628.692,5148670.741,12524832.02
61_320.256092,58262161.7,31358010.05,41282897.11,33956946.48,41447728.75,0,0,0,0,0,0,0,1382551.789,0,0,0,0,1852880.299,0,0
62_243.231947,5427291.106,7606637.657,5271812.76,7915484.953,4905994.395,5831085.633,16096811.89,17025663.27,8706575.373,20532604.21,18865576.24,17088054,14097591.66,9041311.604,10979766.62,14282415.8,19030571.27,8178892.573,10850867.18,18511977.12
63_621.418363,4901717.948,30173120.08,5786142.74,6571330.41,4173921.925,4238883.846,5776785.779,33733087.58,3797668.143,4517607.17,3178739.21,10495398,18148319.29,5364650.635,3262670.25,4103605.474,40234641.02,5639337.064,10743862.13,4819729.678
64_556.279102,5899072.083,2604729.122,12750157.38,4053625.182,10612839.54,19396470.52,22987620.76,10687290.62,8780335.139,3763273.068,14714846.66,15555093,5873043.638,12790124.26,21191045.47,14558330.32,7828050.935,2472092.158,11486394.45,14743049.95
65_245.078521,12013498.88,12900314.5,8519698.85,12606857.19,10337643.07,6444364.995,8517990.795,9738727.621,12459733.25,14542770.67,11436632.09,9284399,9651810.016,9893494.609,8220543.475,8742404.303,8729864.431,9541332.681,9651015.178,8677734.964
66_255.159184,6971351.387,9028282.79,4668487.15,10443729.16,4662514.567,0,5350988.224,6738915.338,8863714.274,14107092.89,3391945.494,4626708.5,5914937.184,6887892.346,4919607.755,4878081.365,5728894.255,5915440.8,5148845.999,3343056.366
67_237.148615,10111763.56,10462676.96,6109093.01,12754464.29,8493658.051,0,6350758.064,7557422.692,12430002.51,16709623.33,18131079.95,7036023,7299755.051,9406962.092,8010912.278,5845728.499,7460081.5,9248706.515,6680077.27,11616889.57
68_317.172426,10866564.47,8497453.261,5854490.014,8128289.791,9534271.943,12797839.37,5677437.634,5891788.725,7558533.793,7028222.65,6742416.153,6211528.5,8154334.39,6553353.708,5104288.476,6651297.39,5899309.848,6824004.962,6302328.339,5971915.602
69_247.130559,9763921.092,10536426.66,5614317.284,11197511.44,8284980.867,0,5243392.267,5918562.711,8900545.233,9058037.801,7382652.594,7721305.5,7353622.325,7609340.268,5236118.515,5770294.352,5661678.862,7772978.203,5564625.23,5161732.891
70_525.288151,3879406.86,8138347.47,14479666.69,5322043.992,4219226.405,4922045.914,3487858.787,38051600.98,4066961.117,4781766.188,4338307.139,5021472.5,16028482.34,4284398.875,3748582.415,5699964.921,37033983.26,4292779.637,12495609.08,4482143.1
71_557.278183,6176062.945,3728782.249,11145770.81,3616786.532,9875253.788,15749985.08,21501699.53,8910856.77,8632873.426,0,13499117.38,14553188,9574185.812,11712130.41,20402979.4,13260531.5,6141039.934,5775069.506,10787645.31,14749688.82
72_381.046876,0,0,0,0,3157244.03,9975181.679,0,1827362.853,2959960.638,0,1670881.387,8522143,14084105.72,2398815.002,4178879.338,14581270.52,2948291.528,14116512.11,1626310.049,1564081.71
73_302.1963,4031797.086,1833415.908,0,0,0,22880724.83,2974417.096,4408230.431,12224455.43,4419999.491,2607737.719,1521344.375,9985961.243,2495343.279,1575922.836,5526123.065,4808820.102,75366308.87,20293981.35,98499526.78
74_357.300027,5267178.926,6215859.82,7490391.996,8080024.177,3052150.298,4133208.693,10114902.88,6870227.531,10893920.7,17701391.67,8463556.837,3239612.75,5132930.82,9551300.721,9147868.95,13300431.63,5127779.49,8894119.606,7307051.799,7606639.385
75_303.120392,16674740,14923509.71,8915622,12685588.99,11276058.94,0,9012241.562,9061586.099,13325510.3,14232313.85,11654339.83,11707300,12200181.81,10802842.96,9487555.832,9831050.822,9033042.288,13505519.2,8108490.801,7771404.078
76_313.310205,8087240.263,14904624.42,0,13100869.33,8320782.702,2338086.765,7016665.8,5953928.407,12833696.69,8994753.62,5832950.643,2896575.25,4914651.316,13688813.36,5941029.879,7152058.787,5215274.67,12082218.79,2902091.389,4051988.869
77_557.282513,5485255.055,2487580.958,10687952.65,5139542.394,9533036.295,15030539.03,19139792.7,7232836.581,6903113.959,0,12286006.96,13652519,9184516.573,9722787.14,18459651.4,12180577.98,5816744.649,6206050.124,10043874.07,12517240.1
78_262.906996,19002402.57,5922639.633,1923519.989,2193492.984,19967540.57,13128185.03,6570194.286,2586751.815,5643819.4,2614906.584,3399424.503,13361456,14256790.64,2882879.848,4929072.294,9148172.45,3029089.874,16254085.11,2008501.881,1893506.348
79_271.042537,11955332.2,11263397.69,7141253.322,11551191.95,8651973.638,0,6358002.526,7089046.317,9423668.493,11557461.32,10270250.81,9308027,9236601.09,8708536.418,6645212.42,7525290.076,6848811.785,9098613.342,6855261.298,6697976.516
80_294.170084,7683132.685,10580169.48,5943328.788,13579486.74,5969009.657,0,6298141.84,7199197.519,8757017.019,14195369.47,9260091.668,6131690.5,6832292.584,8549687.073,6041694.404,5251545.299,6810169.018,7237356.558,5974972.172,6590749.702
81_315.156778,8195215.95,7446505.426,4429915.249,7428749.586,6256592.597,0,4701405.131,4268949.38,6619746.409,5860489.017,6044855.12,5770873,6452241.732,5821700.522,4751116.956,4840468.762,5055555.759,6067117.784,4634526.464,4482147.165
82_517.334718,10680051.67,12682717.46,7068291.01,12863776.57,8989790.791,0,4072703.263,3120562.796,9483999.925,7077503.983,6437209.209,7245606,9844030.758,7808271.79,3963855.075,3530388.656,4804223.518,9884999.67,2014430.379,4427401.536
83_473.308531,11669199.91,12968891.33,6980155.867,15004753.61,9178847.98,0,4455263.855,4878696.053,9705707.087,8379015.268,8287929.249,8399625,10363484.73,8629635.853,3797747.488,5136220.389,5969440.088,11028338.25,2764607.805,5124056.577
84_561.360892,10002212.9,13014402.81,4953275.06,12343136.48,9824399.023,0,3506999.406,3930798.956,7717859.157,4396267.179,0,8146749,8878118.351,6513259.912,2939234.541,3736185.613,4703358.023,9133773.79,0,4517747.582
85_254.247939,13600654.29,14393903.9,8264212.561,12109472.47,12543143.8,0,0,0,0,0,0,0,0,2426951.903,0,0,0,0,0,0
86_307.085389,9407342.278,18881967.35,11184784.76,26069944.27,6256011.391,0,6864465.025,6576573.487,16366265.54,13949937.14,11252114.29,6512499.5,3800977.833,18906843.41,5095673.573,4339641.23,10191128.15,5217989.951,15792721.59,7347104.506
87_336.251019,76359831.93,37540088.15,47306708.43,35127599.39,46755774.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88_479.240449,13467662.13,11989062.63,6915382.368,9956471.319,10351212.6,0,7223854.554,5549260.165,8945233.403,10629397.85,10684966.67,11561154,12060535.66,8204294.047,7460826.422,7271330.165,7536775.83,11953210.82,5354221.444,6591208.094
89_283.263255,0,8138043.747,6254641.621,8378524.106,6534470.717,4008935.136,7448145.89,9368362.432,9980588.528,14099016.42,9886348.684,9163485,7727201.743,8617941.211,6374480.895,7837688.508,9782345.327,8221926.737,7811704.709,8124068.186
90_186.112544,7187005.92,6305294.303,6365361.913,5375729.308,8306295.397,15555323.98,7207865.278,9196654.534,9425841.613,13498750.36,8624362.987,5654495,3646034.221,8692648.919,7463228.546,7205738.486,8048047.191,8499636.186,9272990.536,10568060.09
91_261.130955,5525450.213,6288643.922,11013619.55,5282862.591,6374026.637,12921473.1,7108009.685,34857623.08,7848216.111,7493935.663,6512093.444,7757541.5,15826525.19,10075688.36,7032233.849,9283035.393,34912444.39,8995893.098,11357018.34,10782253.56
92_200.947242,7354941.978,6795204.975,6763317.526,4313703.584,3387928.166,3217592.802,4425502.02,3347055.759,4883969.277,4399370.269,4460141.622,6762754.5,3144189.291,6145345.505,3878074.687,5378637.626,5540242.28,3607539.731,10368379.44,4524178.202
93_323.011546,3365768.714,2149511.708,2027140.983,0,4683852.081,7029794.049,1301123.131,2493520.923,3683465.485,0,1984824.063,8520218,14361812.8,2554549.756,4985105.861,15844681.28,4216808.778,16223493.96,2387547.26,1773650.306
94_211.094166,11298779.68,8228679.887,9096685.318,7569467.202,8502461.065,18775300.96,6652548.705,9735942.172,9541700.13,8476744.49,7968682.547,8772846,11663611.37,8180490.447,6503557.101,8608369.516,11905506.01,18846641.42,9446315.118,18144653.22
95_605.38706,8046995.632,10181695.81,5282401.704,8916811.456,7486371.583,0,2830570.241,3048341.09,4994463.043,4274779.848,3692612.523,4517055.5,6699152.368,7457926.994,2445835.427,3359732.419,3019791.31,6801957.637,0,4143387.09
96_429.282343,10040409.41,11254758.11,6997861.769,12973045.75,7773466.418,0,4010823.507,4174364.672,8751632.698,7382509.189,7653681.054,6556909.5,9715339.185,7384896.589,4570769.091,4260787.649,5754721.038,8245645.477,3215189.309,4482559.905
97_291.156778,4719331.542,3923409.177,4031521.327,6104176.111,5620278.916,0,3304190.756,3371097.875,6814778.367,6306445.939,14787153.8,3220627.75,4276892.271,6058683.906,4225052.905,3263807.42,3969093.516,5536293.295,3364279.113,8430066.996
98_282.279239,11143055.76,17760521.06,15860346.59,9036925.26,16880252.62,0,0,0,1950660.715,0,0,0,0,3734370.456,0,0,0,2095968.956,3479258.414,1751808.837
99_665.44449,3392228.843,21513427.64,3512365.221,3671598.108,0,0,4194641.077,19218090.22,4651232.842,0,3446031.978,8435914,12721901.11,5221738.074,0,2855064.936,26435610.53,2755035.829,6973135.209,2999909.363
100_317.283986,0,3701029.408,0,5882077.091,3693262.047,3599499.023,8867528.801,7917824.177,9120309.662,10739284.43,7977818.069,4572759.5,5487868.047,7938972.414,6295182.008,10614972.95,7513745.284,7471958.07,5855883.211,7104330.638
101_309.203726,7714901.356,6808192.287,6327192.879,4575680.531,6733997.019,15989368.86,5533497.866,5770023.088,7004706.651,7653281.682,6056429.169,4685045,5071571.964,5502461.165,4625146.011,5905808.115,8876731.406,5399455.413,7219085.046,7826411.735
102_228.232285,8997865.526,9905252.125,5885644.436,8805511.158,7971555.676,2848711.461,2456336.904,4608726.297,4908631.92,4736434.783,3416271.086,1969390.25,5279776.014,5499284.867,1816763.158,2303249.21,4766943.532,3294066.971,2532356.776,3369267.254
103_365.105522,9863081.572,9396862.847,32901097.04,12669059.18,5674979.302,19178826.82,4695484.541,6826164.244,4755772.544,3116210.375,3740220.139,8114027.5,5804809.79,6412919.036,4630048.207,5806367.99,16189987.72,4177114.947,19353644.59,6772264.149
104_425.214653,3451486.542,2253704.733,6772969.223,3828946.44,3554774.474,7559154.649,2279869.49,2492495.436,3272759.375,4332220.001,21780720.91,2578272,3703966.332,2228060.05,1411607.385,2367226.278,3748248.555,2440558.298,2697883.262,20390781.16
105_216.159504,5471094.48,2157951.07,2876450.116,2383308.747,2977169.243,6550703.311,3006436.057,7737753.554,4926206.35,4039001.328,2672051.526,2598043.25,5125838.296,3486190.091,2087697.635,5314068.412,7562552.834,15089316.28,6750153.446,22820288.37
106_303.073533,9309835.627,4914854.018,2538896.871,2502974.527,8897633.768,0,3338207.62,1917996.618,3938651.859,0,3889104.494,6391976,7685192.18,2643195.99,3276216.141,5514993.005,3118938.195,8536749.31,2322676.998,2562001.398
107_258.865403,14152878.03,3709331.433,0,0,17010816.78,14292650.89,3415178.861,1927056.981,3588010.323,0,1907359.585,8749588,9798984.257,1897780.985,3684479.009,7065980.354,2339272.63,12494987.12,0,1760633.976
108_235.205735,3733540.438,5000461.068,3208355.127,3958339.731,3115516.773,4675275.262,3403236.797,5138332.156,4539706.333,8307767.234,4774266.624,2783670.75,2962306.54,4048139.545,3883325.488,4691843.512,4606831.919,3600605.851,4306725.384,4496440.488
109_569.314302,2705258.868,5440704.465,7274587.686,3121449.263,2667212.396,0,1633234.872,24396913.76,0,3753227.342,2566810.69,3781352.5,9815745.676,0,0,3408547.362,23178632.26,0,7532856.215,3110074.137
110_201.184994,3584313.912,3895378.719,4963055.246,3880992.816,0,0,7381624.609,6465954.111,4201306.276,11632713.36,7245915.454,5207203.5,5035035.691,3665376.637,5688298.196,7456637.441,7531236.208,3100835.891,6762925.204,8166217.105
111_271.190485,1962267.801,2697326.412,25354113.13,5799567.14,0,0,1961086.361,1987118.739,3065279.345,4858786.812,3350979.514,0,1479711.062,3167049.305,2107795.877,2904511.093,2326254.61,0,2825588.725,2870035.924
112_206.138773,2559026.045,6598674.442,25845550.92,3031790.544,2684678.383,4295675.431,2259806.476,3017793.321,3135857.709,5657657.571,2521364.962,1466098.5,0,3270274.973,2483336.226,2750199.662,3698036.741,2827402.194,3366825.699,3838417.318
113_217.104732,5802385.278,4473759.386,8409394.061,5566697.291,4279355.927,9740507.028,4322073.676,6068492.188,7060707.41,5481629.281,4404549.457,3689513.5,3567701.665,15378339.28,3653916.99,4778933.876,9475959.48,4079943.037,5260040.508,8785099.358
114_261.011325,4702586.814,2786142.968,3390825.706,0,7231256.334,13404592.49,1292248.844,3205509.737,4484386.508,0,3271224.525,12687547,21581472.79,3763432.758,6802122.215,26703322.78,6244866.367,25644248.76,4526742.363,2936333.279
115_327.008202,3798774.757,3396238.673,3793522.342,2355330.195,2076944.115,4069472.597,3519849.434,3308978.923,4298688.825,6202983.814,3030338.184,2176780.25,2583512.87,4521383.061,3163414.538,4983734.412,4298841.155,3289220.248,4285775.983,4691097.275
116_347.182986,6167637.946,4772611.698,5959138.503,5827458.83,7183586.517,9122582.267,4640121.611,4267775.116,7486014.03,6059716.314,4727161.896,4134141.5,3288670.894,6172690.034,3645324.668,3845135.773,4451380.497,6031125.085,5837468.64,3901317.695
