peakID,Control1,Control2,Control3,Control4,Control5,DMSO1,DMSO2,DMSO3,DMSO4,DMSO5,Serum-free1,Serum-free2,Serum-free3,Serum-free4,Serum-free5,RA1,RA2,RA3,RA4,RA5
2268_682.616808,0,0,2142498.562,0,0,0,0,0,0,0,0,0,0,0,1935566.542,0,0,0,0,0
2269_678.408749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270_639.790058,0,0,0,2463467.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271_616.645426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272_641.408114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2171852.084,0,0,0,0
2273_652.637784,0,0,0,0,0,0,0,0,3400968.561,0,0,0,0,0,1944598.36,0,0,0,0,0
2274_610.367142,0,0,0,0,3223774.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275_597.956224,2817235.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2175892.033
2276_667.425122,0,2851700.028,0,2212812.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277_655.256746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992260.623,0,0,0,0,2336829.185
2278_624.538985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279_671.243311,0,0,0,0,2638486.123,0,0,0,0,0,0,0,0,0,0,0,2381558.495,0,0,0
2280_611.005628,0,0,2135701.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2281_597.634277,0,2681100.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2282_710.509212,0,0,0,0,0,3852270.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2283_664.922934,0,2623915.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284_782.442997,0,0,0,0,0,0,0,0,0,0,0,2026500.125,0,0,0,0,0,0,0,0
2285_685.723773,0,0,0,0,0,0,0,0,0,3372780.838,0,0,0,0,0,0,0,0,0,0
2286_772.005072,0,0,0,0,2681527.715,0,0,0,3388598.323,0,0,0,0,0,0,0,0,0,0,0
2287_687.196044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280528.452,0,0,0
2288_669.542536,0,0,0,0,0,0,1951725.518,0,0,0,0,0,0,0,0,0,0,0,0,0
2289_643.905118,0,0,0,0,0,0,0,0,0,0,2319659.796,0,0,0,0,0,0,0,0,0
2290_616.096134,2455978.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291_107.756147,0,0,0,0,1981758.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2292_637.357608,0,0,0,0,0,0,0,0,0,3929130.367,2179234.037,0,0,0,0,0,0,0,0,0
2293_669.777396,0,0,0,2322894.112,0,0,0,0,0,0,0,0,0,0,0,2159488.569,0,0,0,0
2294_599.249626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2381686.811,0,0,0,0
2295_621.300387,0,0,0,0,0,3181832.721,0,0,0,0,0,0,2034876.812,0,0,0,0,0,0,0
2296_645.342067,0,0,0,0,0,0,0,0,0,0,0,0,0,2878375.051,0,2132841.858,0,0,0,0
2297_634.430642,0,0,0,0,2966432.704,0,0,0,3045532.907,0,0,0,0,0,0,0,0,0,0,0
2298_598.608737,2666508.671,0,0,0,0,0,0,0,0,3617247.018,0,0,0,0,0,0,0,0,0,0
2299_710.893701,0,0,0,0,0,0,0,0,0,0,0,0,0,3361975.894,0,0,0,0,2159859.71,0
2300_668.690096,0,0,2333489.606,1978891.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301_602.891713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302_636.175912,0,0,0,0,0,0,0,0,0,0,0,1835935.625,0,0,0,0,0,0,0,0
2303_629.856078,0,0,0,2576970.907,0,0,0,0,0,0,0,0,1638212.938,0,0,0,0,0,0,0
2304_674.779201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2305_630.618762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026815.644,0,0,0,0,0
2306_730.88937,0,2309046.052,0,0,0,0,0,0,0,4045768.842,0,0,0,0,0,0,0,0,0,0
2307_743.727629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308_680.891961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2539990.768
2309_697.240972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2369560.745
2310_544.968573,0,0,0,0,0,3257426.451,0,0,0,0,0,0,0,0,0,0,0,0,2823940.515,0
2311_681.557602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139660.575,0,0,0,0,0
2312_619.910248,0,0,0,0,0,0,0,0,0,0,0,0,1872363.732,0,0,2026544.138,0,0,0,0
2313_624.364902,0,0,0,0,0,0,0,2263980.998,0,0,0,0,0,0,0,0,0,0,0,0
2314_689.74295,0,0,2281241.564,0,0,3113968.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2315_605.141643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2316_664.597635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2874698.469,0,0
2317_646.848535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124584.737,0,0,0,2232530.952
2318_656.496578,0,0,0,0,0,0,0,0,0,0,0,0,0,2707339.614,0,0,0,0,0,0
2319_582.028163,0,0,0,2361873.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320_651.022892,0,0,0,0,0,0,2092322.344,0,0,0,0,0,0,0,0,0,0,0,0,0
2321_698.370526,3009836.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322_598.870956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2601139.889,0
2323_207.174429,0,0,0,0,0,0,0,0,0,2112966.548,0,0,0,0,0,1466411.301,1574289.922,0,0,0
2324_718.564391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636380.841,0,2354889.858
2325_659.802819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2891201.878,0,0
2326_662.259709,0,0,0,0,0,0,0,0,0,0,0,0,0,2744413.583,0,0,0,2895696.067,0,0
2327_587.236008,0,0,0,0,0,0,0,0,0,0,0,0,1866970.079,0,0,0,2125845.226,0,0,0
2328_725.544796,0,0,0,0,0,0,1988179.973,0,0,0,0,0,0,0,2014923.013,0,0,0,0,0
2329_697.621816,0,0,0,0,2814851.63,0,0,0,0,0,2365914.057,0,0,0,0,0,0,0,0,0
2330_631.386623,2823512.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2331_676.23168,0,0,0,0,0,0,0,0,3192716.864,0,0,0,0,2877942.302,0,0,0,0,0,0
2332_620.551699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333_701.066305,0,0,0,0,3023372.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334_621.039828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335_783.598418,0,0,0,0,0,0,0,0,0,0,0,1654245.375,0,0,0,0,0,0,0,0
2336_687.146241,2695622.513,0,0,0,0,0,0,0,0,0,0,0,1776112.091,0,0,0,0,0,0,0
2337_640.782196,0,0,0,0,0,3272627.998,0,0,3481693.786,0,0,0,0,0,0,0,0,0,0,0
2338_594.466685,0,0,0,0,0,3682091.21,0,0,0,0,0,0,0,0,0,0,2154647.39,0,0,0
2339_639.002597,0,0,0,0,0,0,0,0,0,3554385.512,0,0,0,0,0,0,0,0,0,0
2340_689.594782,0,0,0,0,2559675.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341_710.817146,0,0,0,2389274.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2342_597.502832,0,0,0,0,2740286.417,0,0,0,3251437.581,0,0,0,0,0,0,0,0,0,0,0
2343_888.99769,0,0,0,0,0,2818244.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344_667.50462,0,0,0,0,0,0,0,0,0,0,0,0,1678395.363,0,0,0,2343813.903,0,0,0
2345_609.80616,0,0,0,0,2815116.523,0,0,0,0,0,0,0,0,0,0,0,2185555.95,0,0,0
2346_648.104815,0,0,0,0,0,0,2084411.96,0,0,0,0,0,0,0,0,0,0,0,0,0
2347_597.31968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348_602.584757,0,0,0,0,2663035.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349_610.655392,0,0,2146521.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350_699.677059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2105060.956,0,0,2643078.994,0,0
2351_602.682868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352_614.065248,0,0,1889329.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2353_648.925822,0,0,0,0,2586532.637,0,0,0,0,0,0,0,0,0,0,2251801.142,0,0,0,0
2354_652.235039,0,0,0,0,0,0,0,0,3270567.798,0,0,1745183.875,0,0,0,0,0,0,0,0
2355_691.9711,0,0,0,0,0,0,0,0,0,0,0,0,0,2716153.068,0,2209287.35,0,0,0,0
2356_387.310629,0,0,0,0,0,0,0,0,1992064.966,2467736.286,0,0,0,0,0,0,0,0,0,0
2357_622.390829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358_629.903748,0,0,0,0,0,0,0,0,0,0,0,1783392.5,0,0,0,0,0,0,0,0
2359_625.952985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2225648.151,0,0,0
2360_625.966196,0,0,2007327.388,0,0,0,0,0,0,0,0,0,0,0,0,0,2181319.651,0,0,0
2361_645.916258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008583.027,0,0,0
2362_600.374486,0,0,0,0,2671743.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2363_568.170362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2494228.474,0,0,0,0
2364_627.819484,0,0,0,0,0,0,0,0,0,0,0,0,1759846.493,0,0,0,0,0,0,0
2365_660.665629,0,0,2171667.383,0,0,0,0,0,0,0,0,0,0,0,0,0,1997809.833,0,0,0
2366_938.141688,0,0,0,0,0,0,1609691.058,0,0,0,0,0,0,0,0,0,2597648.93,0,0,0
2367_706.07381,0,2850389.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014697.107,0,0,0
2368_657.44217,0,0,0,0,0,0,0,2087886.99,0,0,0,0,0,0,0,0,2384185.267,0,0,0
2369_605.018706,0,0,0,0,2930059.791,0,0,0,0,3362664.914,0,0,0,0,0,0,0,0,0,0
2370_675.416799,0,0,0,2238671.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371_684.385153,0,0,0,0,0,0,0,2263209.37,0,3568941.013,0,0,0,0,0,0,0,0,0,0
2372_635.667108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2748305.785,0,0
2373_453.188461,2515581.819,0,2090583.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374_694.309831,0,0,0,0,0,0,1738480.516,0,0,0,0,0,0,0,0,2327742.278,0,0,0,0
2375_661.169561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501214.619,0
2376_615.233866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377_643.896417,0,0,1998142.228,0,0,0,0,0,0,3518969.608,0,0,0,0,0,0,0,0,0,0
2378_606.99341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2143990.208,0,0,0,2173519.558
2379_621.892297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2569241.308,0
2380_620.268374,0,0,0,0,0,0,0,0,0,3449007.211,2426322.775,0,0,0,0,0,0,0,0,0
2381_612.359934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2382_604.916681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116063.66,0,0,0,0
2383_710.797799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384_667.570961,0,0,2065446.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2385_623.92148,0,0,0,0,0,0,0,0,0,0,0,0,0,3026403.267,0,0,2061856.414,0,0,0
2386_571.920999,0,0,0,0,0,0,0,0,2681894.237,4084284.115,0,0,0,0,0,0,0,0,0,0
2387_634.992335,0,0,0,2360668.423,0,0,0,0,0,0,0,0,0,0,1985122.56,0,0,0,0,0
2388_609.31118,0,0,0,0,3092428.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2389_653.402952,0,0,0,0,0,0,0,0,3185090.04,0,0,0,0,0,0,0,0,0,0,0
2390_608.954957,0,0,0,0,0,0,0,0,3384603.892,0,0,0,0,0,0,0,0,0,0,0
2391_640.438349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961003.517,0,0,2461686.89
2392_622.855424,0,0,1957740.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2256073.723
2393_660.180806,0,0,0,0,0,0,0,0,0,3533141.377,0,0,0,0,0,0,0,0,0,0
2394_631.22055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149411.901,0,2040100.921,0,0,0
2395_760.482098,0,0,0,0,0,0,1705157.75,0,0,0,0,0,0,0,0,0,0,0,0,0
2396_590.493457,0,0,0,2167868.51,0,0,0,0,3383029.202,0,0,0,0,0,0,0,0,0,0,0
2397_659.741585,0,0,0,0,0,0,0,0,3027172.801,0,0,0,0,0,0,2176458.297,0,0,0,0
2398_734.174635,0,0,1868614.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2679945.13,0
2399_699.597996,0,0,0,0,0,0,0,0,0,0,2199383.205,0,0,0,0,0,0,0,0,0
2400_678.645435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118433.418
2401_608.586278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913955.752,0,0,0,0,0
2402_631.12631,0,2783886.919,0,0,0,0,0,0,0,3308967.073,0,0,0,0,0,0,0,0,0,0
2403_587.546164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2097018.761
2404_663.603068,0,2735924.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405_672.962006,0,2796067.304,0,0,2584412.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406_588.998012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2936213.116,0,0
2407_585.900018,0,0,0,0,0,0,0,2044731.35,0,0,0,0,0,0,0,0,0,0,0,0
2408_824.152974,0,2409620.685,0,0,0,0,0,0,0,0,0,0,0,0,0,2248235.537,0,0,0,0
2409_683.285294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006635.628,0,0,0,0
2410_652.674831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2557242.182,0
2411_662.612246,2748860.07,0,0,0,0,0,1881392.881,0,0,0,0,0,0,0,0,0,0,0,0,0
2412_606.828946,0,0,0,2268565.499,0,0,0,0,3239188.319,0,0,0,0,0,0,0,0,0,0,0
2413_710.828106,0,0,0,0,0,0,0,0,0,0,0,0,0,2440797.267,0,0,0,0,0,0
2414_643.715724,0,0,0,0,0,3478387.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415_705.126453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416_605.312378,0,0,0,2426042.49,0,0,0,0,0,0,0,0,1699175.612,0,0,0,0,0,0,0
2417_618.691553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2240963.174,0,0,0,0,0
2418_661.351028,0,0,0,0,0,0,1865513.561,0,0,0,0,0,0,0,0,2176679.821,0,0,0,0
2419_620.246011,0,0,0,0,0,0,1963622.5,0,0,0,0,0,1768737.151,0,0,0,0,0,0,0
2420_666.361942,0,0,0,0,2782409.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421_595.406846,0,0,0,2347812.265,0,0,0,0,0,0,0,0,0,0,0,2054103.576,0,0,0,0
2422_616.96097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967878.678,0,0,0,2339389.895
2423_623.445615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424_638.67972,0,0,0,2072737.026,0,0,0,0,0,0,0,0,0,0,0,0,0,3017116.96,0,0
2425_624.255868,0,0,0,0,0,0,0,0,0,0,2454027.86,0,0,0,0,0,0,0,0,0
2426_674.50699,0,0,0,0,0,0,0,0,0,0,2408477.212,0,0,0,0,0,0,0,0,0
2427_620.05206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2274621.555
2428_634.367925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327611.161
2429_746.723,0,0,0,0,0,0,0,0,0,3439449.644,0,0,1814447.999,0,0,0,0,0,0,0
2430_602.277878,0,0,1923142.17,0,0,0,1999147.138,0,0,0,0,0,0,0,0,0,0,0,0,0
2431_609.089483,0,0,0,0,0,0,0,2312477.594,0,0,0,0,0,2778607.969,0,0,0,0,0,0
2432_741.551631,0,0,0,0,0,0,0,0,0,0,0,0,0,2435552.79,0,0,0,0,0,0
2433_694.982966,0,2661751.584,0,0,0,0,0,0,0,0,0,0,1735638.374,0,0,0,0,0,0,0
2434_683.635498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2435_642.869994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436_649.992711,0,0,0,0,0,0,0,2321278.994,0,0,0,0,0,0,0,0,0,0,0,0
2437_643.345709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029579.164,0
2438_888.166263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439_676.436371,0,2553691.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440_631.78034,0,0,0,0,0,3187023.102,0,2493489.031,0,0,0,0,0,0,0,0,0,0,0,0
2441_713.64707,0,0,0,0,0,0,0,2251541.676,0,0,0,0,0,0,0,0,2184115.12,0,0,0
2442_652.731035,0,0,0,0,0,0,0,0,0,0,0,1691614.5,0,0,0,0,0,0,0,0
2443_592.826376,0,0,0,0,0,0,0,0,0,0,0,0,1985273.403,0,0,0,0,0,0,0
2444_656.873665,2293685.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445_692.780794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2034309.34,0,0,0,2255577.34
2446_672.975444,0,0,0,0,0,0,0,0,0,0,0,0,1841950.968,0,0,1988822.967,0,0,0,0
2447_670.107495,2627933.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448_670.285955,0,0,0,0,0,0,0,0,0,0,2417056.309,1715784.375,0,0,0,0,0,0,0,0
2449_658.396196,0,0,0,0,0,0,0,2334787.814,0,0,0,0,0,0,1928185.303,0,0,0,0,0
2450_656.355771,0,0,0,0,0,0,0,0,0,0,2213595.344,1868148.625,0,0,0,0,0,0,0,0
2451_655.952936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452_198.985168,0,0,0,0,0,0,0,0,0,0,0,0,0,1770523.921,0,0,0,0,0,0
2453_726.340315,0,0,0,0,0,0,0,0,0,3515084.172,0,0,0,0,0,0,0,0,0,0
2454_621.069865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455_606.131656,0,0,0,0,0,0,0,0,0,0,0,0,1785755.608,0,0,2048926.433,0,0,0,0
2456_641.811919,0,0,0,2392349.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457_620.579121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886432.378,0,0,0,0,0
2458_707.293212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459_664.946239,0,0,0,0,0,3570598.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460_662.254823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461_622.899,0,0,0,0,0,0,0,0,0,0,2414464.132,0,0,0,0,0,0,0,0,2142657.055
2462_586.364745,0,0,0,0,0,0,0,0,0,0,0,0,1879610.528,0,0,0,0,0,0,2068977.276
2463_696.63762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2712127.886,0,0
2464_671.351249,0,0,0,0,0,0,0,0,0,0,0,1664394.625,0,0,0,0,0,0,0,0
2465_605.4756,0,0,0,0,2861192.892,0,1865803.158,0,0,0,0,0,0,0,0,0,0,0,0,0
2466_638.842136,0,0,0,0,0,3560819.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467_714.361699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030837.671,0,0,0,0
2468_686.155201,0,0,0,0,0,0,0,2382524.265,0,0,2207254.546,0,0,0,0,0,0,0,0,0
2469_588.512305,0,2325435.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470_599.712412,0,0,0,0,0,0,0,0,0,0,2135534.163,0,0,0,0,0,0,0,0,0
2471_593.277454,0,0,1791876.284,2506924.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472_638.918071,0,0,0,2284114.364,0,0,0,0,0,0,0,1780298.625,0,0,0,0,0,0,0,0
2473_596.765087,0,0,0,0,2519746.511,0,0,0,0,0,0,1911762,0,0,0,0,0,0,0,0
2474_612.844436,0,2467067.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475_600.633411,0,2628531.349,1936520.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476_610.861849,0,0,0,0,0,0,0,2348395.181,0,0,0,0,0,0,0,1974548.696,0,0,0,0
2477_584.571876,0,0,0,0,0,0,0,0,0,3076664.212,0,0,0,0,0,0,0,0,0,0
2478_666.026654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479_735.49716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2095141.904,0,0,0,0
2480_595.900949,0,0,0,0,0,0,0,2393939.055,0,0,0,0,0,0,0,0,0,0,0,0
2481_732.023585,0,0,0,0,0,0,2091246.56,0,0,0,0,0,0,0,0,0,0,0,0,0
2482_609.465925,0,0,0,0,0,0,1973377.949,0,0,0,0,0,0,0,0,0,0,0,0,0
2483_649.691295,0,0,0,0,0,0,1966555.443,0,0,0,0,0,0,2783806.166,0,0,0,0,0,0
2484_631.738437,0,0,0,0,0,3637472.906,1883307.355,0,0,0,0,0,0,0,0,0,0,0,0,0
2485_641.272631,0,0,0,0,0,0,1770226.235,0,0,0,0,0,0,0,0,0,0,2942760.841,0,0
2486_666.644505,0,0,0,0,0,0,0,0,0,0,2199905.818,0,0,0,0,0,0,0,0,0
2487_676.517927,0,0,0,0,0,0,0,0,0,3734719.432,0,0,1642082.747,0,0,0,0,0,0,0
2488_643.885934,2673754.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121777.93,0,0,0
2489_745.264972,2040372.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490_474.311902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1813679.632,0,2355537.972,0,0,0
2491_664.888948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2174273.903
2492_690.281329,0,0,0,0,0,0,0,0,2906582.433,0,0,0,0,0,0,0,0,2901420.379,0,0
2493_644.284704,0,0,0,0,0,0,0,0,0,0,2371801.858,0,0,0,0,0,0,0,0,0
2494_636.221549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2517786.663,0
2495_713.9989,0,2478291.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496_579.98831,0,0,0,0,0,0,0,0,3523339.544,0,0,0,0,0,0,0,0,0,0,1926647.522
2497_610.270733,0,0,0,2337883.275,0,3474411.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2498_626.900911,0,0,0,0,2604379.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2499_667.554003,0,0,0,0,2579968.357,0,0,0,3317436.872,0,0,0,0,0,0,0,0,0,0,0
2500_670.213731,0,0,0,0,0,3359770.236,0,0,0,0,2448118.18,0,0,0,0,0,0,0,0,0
2501_597.536414,0,0,0,0,0,0,0,0,0,0,0,1743417.625,0,0,0,0,0,0,0,0
2502_599.320858,0,2456213.401,2057585.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503_715.126833,0,0,0,2247611.301,0,0,0,0,0,0,0,0,0,0,0,0,0,2763518.17,0,0
2504_782.832729,0,0,0,0,0,0,0,0,0,3778966.368,0,0,0,0,0,0,0,0,0,0
2505_676.963517,2786008.517,0,0,0,0,0,0,0,2928590.721,0,0,0,0,0,0,0,0,0,0,0
2506_723.993501,0,0,0,0,0,0,0,0,0,0,0,0,1591576.707,0,0,0,0,0,0,0
2507_678.350489,0,0,0,0,0,0,0,0,3278099.664,0,0,0,0,0,0,0,0,0,0,0
2508_702.98699,2553571.501,0,0,0,0,0,0,0,0,0,0,1800816.75,0,0,0,0,0,0,0,0
2509_698.66331,0,0,0,0,0,0,0,0,3255534.753,0,0,1686853,0,0,0,0,0,0,0,0
2510_602.728597,0,2626659.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511_585.237144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2845494.409,0,0
2512_707.66437,0,0,0,0,0,0,0,0,0,0,0,0,1834608.533,0,0,0,0,0,0,0
2513_701.847687,0,0,0,0,2710328.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514_642.989859,2460386.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2288056.014,0,0,0
2515_628.711489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2109285.66,0,0,0,2142245.722
2516_627.832714,0,0,0,0,0,0,0,0,0,0,0,1754148.375,0,0,0,0,0,0,0,0
2517_707.764297,0,0,0,0,2605171.554,0,0,0,0,0,0,0,0,0,0,2156682.351,0,0,0,0
2518_888.211744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1896389.392,0,0,0
2519_698.120174,0,2601938.615,0,0,0,0,0,0,0,0,0,0,1745046.732,0,0,0,0,0,0,0
2520_575.294708,0,0,0,0,0,0,0,0,0,0,0,0,1586666.374,0,0,0,0,0,0,0
2521_594.830008,0,0,0,0,0,0,0,2265127.037,0,0,0,0,0,0,0,0,0,0,0,0
2522_682.672793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951392.052,0,0,0,0,0
2523_173.916127,0,0,0,0,2876062.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2524_659.397447,0,0,0,0,0,0,2008604.743,0,0,0,0,0,0,0,0,0,0,0,0,0
2525_514.2492,0,0,0,0,0,0,0,0,0,2378475.944,0,0,0,0,0,0,0,0,1806575.316,0
2526_651.660098,0,0,0,0,0,0,0,0,0,0,0,1682736.625,0,0,0,0,0,0,0,0
2527_612.984314,0,0,0,0,0,0,1977273.008,0,0,0,2271677.915,0,0,0,0,0,0,0,0,0
