"",logFC,AveExpr,t,P.Value,adj.P.Val,B
1340_492.649353,-0.20774,-3.7192e-16,-0.70105,0.48569,0.74488,-5.6886
1731_187.057771,-0.20997,5.5511e-18,-0.69982,0.48645,0.74488,-5.6894
9_291.231956,-0.21111,2.7756e-18,-0.69949,0.48666,0.74488,-5.6896
1209_487.360555,0.20807,-3.6637e-16,0.69817,0.48748,0.74519,-5.6905
714_228.942164,0.20085,6.9805e-16,0.69411,0.49001,0.7481,-5.6931
685_345.133357,-0.19998,4.4357e-16,-0.68707,0.4944,0.75385,-5.6976
163_249.221386,-0.20046,-6.1201e-16,-0.68362,0.49656,0.75545,-5.6999
148_249.185001,-0.19651,-4.8572e-16,-0.68259,0.49721,0.75545,-5.7005
1632_631.974807,-0.20184,-1.3878e-18,-0.68238,0.49734,0.75545,-5.7006
863_216.018025,-0.20148,1.7764e-16,-0.68124,0.49806,0.75559,-5.7014
1359_353.193542,-0.20018,-5.6483e-16,-0.6771,0.50066,0.75799,-5.704
1755_571.079278,-0.19973,-7.7716e-16,-0.67568,0.50156,0.75799,-5.7049
108_235.205735,-0.19269,5.2042e-19,-0.67511,0.50192,0.75799,-5.7053
1526_318.773572,-0.19912,7.7299e-16,-0.67375,0.50278,0.75799,-5.7061
269_518.945916,0.20851,-4.4409e-16,0.67371,0.5028,0.75799,-5.7062
1580_629.284852,-0.1987,-1.9845e-16,-0.6724,0.50363,0.75829,-5.707
158_399.154394,-0.19428,-1.1085e-15,-0.66829,0.50623,0.76012,-5.7096
1320_389.193504,-0.19697,7.6883e-16,-0.66691,0.50711,0.76012,-5.7104
23_273.109828,-0.19034,5.5927e-16,-0.66684,0.50715,0.76012,-5.7105
1019_369.384031,0.20329,0,0.66649,0.50738,0.76012,-5.7107
1695_619.240378,-0.1958,-5.7732e-16,-0.66317,0.50949,0.76232,-5.7128
843_283.115305,0.19592,3.7748e-16,0.66055,0.51116,0.76388,-5.7144
870_246.952725,0.1904,9.3675e-16,0.65902,0.51213,0.76438,-5.7153
48_437.235779,0.20412,1.4988e-16,0.65515,0.5146,0.76644,-5.7177
1370_520.332838,0.19953,-4.5519e-16,0.65486,0.51479,0.76644,-5.7179
268_438.779889,0.2016,4.4964e-16,0.65251,0.5163,0.76773,-5.7193
879_304.300715,-0.18784,-7.265e-16,-0.65143,0.51699,0.7678,-5.72
25_227.164264,-0.18865,-8.8382e-16,-0.6485,0.51887,0.76874,-5.7218
1244_549.971678,-0.19114,2.0817e-16,-0.64829,0.51901,0.76874,-5.7219
961_172.956406,-0.19088,1.9568e-16,-0.64746,0.51954,0.76874,-5.7224
862_227.089088,-0.18753,-8.7985e-16,-0.64458,0.52139,0.76935,-5.7241
123_251.164268,-0.18512,-5.0029e-16,-0.64299,0.52241,0.76935,-5.7251
67_237.148615,-0.18616,1.1588e-15,-0.64286,0.5225,0.76935,-5.7252
885_181.083589,-0.18287,-2.9421e-16,-0.64284,0.52252,0.76935,-5.7252
1109_207.138044,-0.18817,3.8441e-16,-0.63878,0.52514,0.77099,-5.7276
1328_268.115644,-0.18743,-5.9119e-16,-0.63641,0.52667,0.77099,-5.729
1680_643.356953,0.19207,-3.3307e-16,0.63597,0.52695,0.77099,-5.7293
262_516.723321,0.19422,2.9421e-16,0.63415,0.52814,0.77099,-5.7304
864_197.151288,-0.1857,6.2728e-16,-0.63388,0.52831,0.77099,-5.7305
176_182.936665,0.18428,1.1071e-15,0.6337,0.52842,0.77099,-5.7307
641_305.248243,0.19043,3.3862e-16,0.63182,0.52965,0.77099,-5.7318
1269_512.37937,-0.18549,5.9674e-16,-0.63017,0.53072,0.77099,-5.7327
1114_190.963811,0.18908,-6.9944e-16,0.62995,0.53086,0.77099,-5.7329
228_335.174055,-0.18034,1.3284e-15,-0.6298,0.53096,0.77099,-5.733
883_607.209635,0.19029,3.4972e-16,0.62952,0.53114,0.77099,-5.7331
1180_278.138464,0.18702,7.3275e-16,0.6292,0.53135,0.77099,-5.7333
46_393.209583,0.1961,-5.6344e-16,0.62823,0.53198,0.77099,-5.7339
1115_313.18329,-0.18426,4.0107e-16,-0.62622,0.53329,0.77196,-5.7351
233_374.782623,0.19473,-4.3854e-16,0.62518,0.53397,0.77201,-5.7357
675_123.044098,-0.18566,7.1818e-16,-0.623,0.53539,0.77313,-5.737
1032_223.063738,-0.17873,-9.8498e-16,-0.6207,0.53689,0.77436,-5.7383
64_556.279102,-0.18794,1.7347e-16,-0.6189,0.53807,0.77461,-5.7393
869_327.122797,-0.17693,-1.0006e-15,-0.61526,0.54046,0.77461,-5.7414
1134_303.253078,-0.1808,-6.0923e-16,-0.61507,0.54059,0.77461,-5.7416
70_525.288151,0.19145,4.1911e-16,0.61461,0.54089,0.77461,-5.7418
605_311.18486,-0.17538,1.3739e-15,-0.61399,0.54129,0.77461,-5.7422
109_569.314302,0.19115,2.8311e-16,0.61347,0.54164,0.77461,-5.7425
1058_255.122797,-0.18284,9.1038e-16,-0.6133,0.54175,0.77461,-5.7426
1203_289.632987,0.18344,3.4417e-16,0.61143,0.54297,0.77461,-5.7436
255_496.738463,0.18627,1.7764e-16,0.61104,0.54323,0.77461,-5.7439
1068_332.797974,-0.17925,-5.9258e-16,-0.61004,0.54389,0.77461,-5.7444
1283_115.656709,-0.18263,8.7153e-16,-0.60943,0.54429,0.77461,-5.7448
43_349.183383,0.19065,2.7756e-18,0.60864,0.54481,0.77461,-5.7452
1599_268.104124,-0.17749,6.0785e-16,-0.60437,0.54763,0.77619,-5.7477
1865_541.462326,-0.18046,8.9373e-16,-0.60435,0.54764,0.77619,-5.7477
278_251.200656,-0.17306,-1.0548e-15,-0.60402,0.54786,0.77619,-5.7479
172_237.14621,-0.17087,-2.8415e-16,-0.60008,0.55047,0.77895,-5.7501
919_459.292878,0.19576,-2.4425e-16,0.59912,0.55111,0.77895,-5.7506
986_125.986368,-0.17523,-8.2295e-16,-0.59705,0.55248,0.77953,-5.7518
822_227.125474,-0.17217,-2.38e-16,-0.59654,0.55281,0.77953,-5.7521
702_193.083598,-0.17197,4.5103e-16,-0.59357,0.55479,0.7814,-5.7537
1052_484.384482,0.19055,-1.0825e-16,0.59061,0.55676,0.78326,-5.7554
664_197.078515,-0.16623,-6.0568e-16,-0.58567,0.56006,0.78696,-5.7581
995_272.968382,0.1754,-1.8874e-16,0.58463,0.56075,0.78702,-5.7587
1368_312.362573,-0.17099,8.1879e-16,-0.58331,0.56164,0.78734,-5.7594
2323_207.174429,0.17116,-7.8548e-16,0.5804,0.56358,0.78915,-5.761
872_304.299231,-0.16591,-1.0134e-15,-0.57721,0.56572,0.79122,-5.7627
391_349.180874,-0.16798,1.045e-15,-0.5735,0.56822,0.7929,-5.7647
1055_230.946164,-0.16796,-8.4516e-16,-0.57343,0.56826,0.7929,-5.7648
224_432.269431,0.17788,2.6923e-16,0.57234,0.569,0.7929,-5.7653
82_517.334718,-0.16909,-1.3878e-18,-0.5715,0.56957,0.7929,-5.7658
253_436.782828,0.17494,4.4409e-16,0.56988,0.57065,0.79349,-5.7667
220_523.302994,-0.17332,-6.3283e-16,-0.56841,0.57165,0.79395,-5.7674
187_211.16934,-0.16051,-2.8658e-16,-0.5629,0.57537,0.79785,-5.7704
1271_186.10008,0.16593,-5.7454e-16,0.562,0.57598,0.79785,-5.7708
270_562.364139,-0.16756,0,-0.56132,0.57644,0.79785,-5.7712
951_556.272516,-0.15954,-2.5847e-16,-0.55736,0.57913,0.80064,-5.7733
63_621.418363,0.17207,-8.3267e-18,0.55407,0.58137,0.80281,-5.775
165_288.25342,-0.16528,-3.5501e-16,-0.55285,0.5822,0.80303,-5.7756
695_627.097374,-0.15826,2.5361e-16,-0.54928,0.58463,0.80477,-5.7775
914_182.081246,-0.15674,-1.1137e-15,-0.54903,0.5848,0.80477,-5.7776
755_325.113018,0.15909,-4.3993e-16,0.54722,0.58604,0.80555,-5.7785
11_209.15369,0.16783,3.4261e-18,0.54273,0.58911,0.80738,-5.7808
72_381.046876,0.16804,1.3128e-16,0.54124,0.59013,0.80738,-5.7816
938_363.3106,-0.15788,4.3576e-16,-0.54047,0.59066,0.80738,-5.782
744_265.141125,-0.15265,3.1572e-16,-0.53862,0.59193,0.80738,-5.7829
950_237.221385,-0.15464,7.6467e-16,-0.53809,0.59229,0.80738,-5.7832
893_281.247606,-0.15489,-7.4801e-16,-0.53803,0.59233,0.80738,-5.7832
710_279.987704,0.15545,4.7809e-16,0.53799,0.59236,0.80738,-5.7832
1249_321.167334,-0.15695,-6.3838e-16,-0.53742,0.59275,0.80738,-5.7835
841_295.15169,-0.15264,1.3024e-15,-0.53186,0.59658,0.81167,-5.7863
987_230.982548,-0.15406,5.5511e-18,-0.52791,0.5993,0.81376,-5.7883
946_367.209195,-0.15276,6.9944e-16,-0.52767,0.59947,0.81376,-5.7884
145_289.144505,0.15183,-9.6034e-16,0.52577,0.60078,0.81461,-5.7893
1044_421.223064,-0.15272,8.6042e-16,-0.52353,0.60233,0.81482,-5.7905
970_345.227254,0.15633,5.4123e-16,0.52334,0.60246,0.81482,-5.7905
217_196.865172,0.16724,-3.7331e-16,0.52167,0.60361,0.81482,-5.7914
1976_214.180242,-0.15215,6.5087e-16,-0.52163,0.60364,0.81482,-5.7914
1289_347.29456,-0.15178,4.316e-16,-0.52043,0.60447,0.81502,-5.792
52_481.261974,0.16117,1.3878e-16,0.51868,0.60569,0.81549,-5.7928
277_374.735136,0.16361,5.218e-16,0.51796,0.60618,0.81549,-5.7932
206_338.805967,0.16185,-1.3323e-16,0.51583,0.60766,0.81596,-5.7942
1077_539.267385,0.16302,5.218e-16,0.51473,0.60843,0.81596,-5.7947
1356_107.723827,0.15208,-3.7748e-16,0.51453,0.60857,0.81596,-5.7948
1245_581.365982,-0.14883,-6.5226e-16,-0.51068,0.61124,0.81825,-5.7967
99_665.44449,-0.15656,4.6074e-16,-0.50946,0.61209,0.81825,-5.7973
60_281.17243,-0.14771,4.5519e-16,-0.50861,0.61269,0.81825,-5.7977
1131_556.271691,0.15365,3.3862e-16,0.50816,0.61301,0.81825,-5.7979
1105_107.734598,-0.14641,-2.0817e-18,-0.50394,0.61595,0.82127,-5.7999
58_305.157172,0.15587,-2.7894e-16,0.50102,0.61799,0.82156,-5.8013
1416_455.352069,0.1552,2.9976e-16,0.50039,0.61844,0.82156,-5.8016
119_293.208814,-0.14468,4.5641e-16,-0.49878,0.61956,0.82156,-5.8023
618_261.088845,-0.14229,-1.0842e-15,-0.49725,0.62064,0.82156,-5.803
1027_241.973799,-0.14472,-9.0206e-16,-0.49709,0.62074,0.82156,-5.8031
608_332.331273,0.14675,-1.9151e-16,0.49686,0.62091,0.82156,-5.8032
655_326.378224,-0.14199,-5.6205e-16,-0.49678,0.62097,0.82156,-5.8033
1772_745.410404,0.14898,-3.2752e-16,0.4938,0.62305,0.82342,-5.8046
1519_614.295213,-0.14277,-2.3037e-16,-0.49065,0.62527,0.82544,-5.8061
97_291.156778,-0.14276,8.521e-16,-0.4886,0.62671,0.82643,-5.807
796_363.162647,0.14935,-3.0392e-16,0.48495,0.62929,0.8275,-5.8087
133_391.284364,-0.13849,-2.8311e-16,-0.48486,0.62935,0.8275,-5.8088
369_369.372806,0.14215,-1.9984e-16,0.48452,0.62959,0.8275,-5.8089
615_301.176776,-0.13781,1.1394e-15,-0.47418,0.63691,0.8362,-5.8136
795_110.779387,-0.13448,-1.3892e-15,-0.47069,0.63939,0.83854,-5.8151
971_202.107472,-0.13435,-2.6749e-16,-0.46857,0.64089,0.83959,-5.8161
1483_761.623625,-0.14023,8.4377e-16,-0.46608,0.64266,0.841,-5.8172
778_295.100051,0.13966,-6.9894e-16,0.46391,0.64421,0.84191,-5.8181
459_606.775057,-0.13444,6.9389e-18,-0.46297,0.64488,0.84191,-5.8185
1102_189.979877,-0.13402,-6.8417e-16,-0.46157,0.64588,0.84191,-5.8191
1444_198.909015,0.13747,5.3291e-16,0.46117,0.64616,0.84191,-5.8193
65_245.078521,-0.12966,7.6328e-18,-0.45463,0.65084,0.84708,-5.8221
602_304.299975,0.13418,-9.5826e-16,0.45344,0.65169,0.84727,-5.8226
1432_419.315644,0.13044,8.9928e-16,0.44854,0.6552,0.85091,-5.8247
760_183.062852,-0.12606,-1.5155e-15,-0.4435,0.65882,0.85286,-5.8268
201_164.930065,0.14059,5.218e-16,0.44324,0.65901,0.85286,-5.8269
76_313.310205,-0.13235,-3.4877e-16,-0.44285,0.6593,0.85286,-5.8271
614_301.17805,-0.13826,1.3045e-16,-0.4425,0.65955,0.85286,-5.8272
101_309.203726,-0.1249,7.1349e-16,-0.43175,0.6673,0.86103,-5.8316
777_138.088983,-0.1246,4.7922e-16,-0.4308,0.66799,0.86103,-5.832
703_402.357867,0.12894,3.5371e-16,0.43076,0.66802,0.86103,-5.832
1036_399.308173,-0.12242,8.2087e-16,-0.42782,0.67015,0.8612,-5.8332
179_339.1779,-0.12582,6.0438e-16,-0.42782,0.67015,0.8612,-5.8332
1149_271.115314,0.12965,0,0.4276,0.67031,0.8612,-5.8333
998_783.11886,-0.12393,-4.6491e-16,-0.42662,0.67102,0.8612,-5.8337
832_305.097748,-0.12748,-8.6094e-16,-0.4242,0.67277,0.86253,-5.8347
292_456.945803,0.13034,1.4433e-16,0.42312,0.67356,0.86262,-5.8351
678_304.300496,0.12372,3.4694e-18,0.42113,0.675,0.86286,-5.8359
86_307.085389,-0.1246,1.9706e-16,-0.42087,0.67519,0.86286,-5.836
295_650.416666,-0.11992,4.7531e-16,-0.41438,0.67992,0.86709,-5.8386
1561_117.114439,-0.12554,-3.3862e-16,-0.41338,0.68064,0.86709,-5.8389
874_334.222512,0.12054,-4.4131e-16,0.41298,0.68094,0.86709,-5.8391
44_577.392194,0.12917,-1.3323e-16,0.41229,0.68144,0.86709,-5.8394
857_101.435248,0.11867,7.4107e-16,0.41137,0.68211,0.86709,-5.8397
1407_520.943071,0.12264,-5.5511e-18,0.4054,0.68647,0.87171,-5.842
792_176.970724,0.11859,-4.0662e-16,0.40338,0.68795,0.87244,-5.8428
1066_467.24633,0.12665,2.4425e-16,0.39948,0.6908,0.87244,-5.8443
202_254.823806,0.12908,6.2034e-16,0.39934,0.69091,0.87244,-5.8443
1192_370.741051,0.12276,-4.6629e-16,0.39928,0.69095,0.87244,-5.8443
955_415.266689,0.12948,2.4321e-16,0.39922,0.69099,0.87244,-5.8443
75_303.120392,-0.11405,-8.1931e-16,-0.39866,0.69141,0.87244,-5.8446
238_340.803015,0.1227,4.2744e-16,0.39379,0.69498,0.87603,-5.8464
1247_225.182581,-0.11837,-1.6653e-16,-0.39023,0.6976,0.87751,-5.8477
1261_180.964214,0.11948,-3.0809e-16,0.3902,0.69762,0.87751,-5.8477
676_196.002943,0.11943,-7.494e-16,0.38837,0.69897,0.87828,-5.8484
1167_114.43432,-0.11695,-1.1102e-17,-0.38637,0.70044,0.87921,-5.8491
905_315.177911,0.11461,5.4678e-16,0.38463,0.70173,0.87991,-5.8497
1222_107.766925,0.11324,1.9984e-16,0.38114,0.7043,0.88222,-5.851
700_107.74537,-0.11286,-7.5079e-16,-0.37986,0.70525,0.88248,-5.8514
824_185.114894,-0.10724,-2.7964e-16,-0.37489,0.70892,0.88527,-5.8532
1521_149.961046,-0.11291,-8.4377e-16,-0.37436,0.70932,0.88527,-5.8534
1722_679.022719,-0.10791,-4.8711e-16,-0.37385,0.70969,0.88527,-5.8536
1182_488.655272,0.11567,5.9397e-16,0.37247,0.71072,0.88563,-5.8541
1140_464.250412,-0.11191,4.9405e-16,-0.36955,0.71288,0.88669,-5.8551
636_311.255771,-0.10542,5.5268e-16,-0.36835,0.71377,0.88669,-5.8555
1393_498.783014,-0.10599,4.9336e-16,-0.36736,0.7145,0.88669,-5.8558
96_429.282343,-0.1066,-6.8834e-16,-0.36728,0.71456,0.88669,-5.8559
91_261.130955,0.10987,3.3862e-16,0.36633,0.71527,0.88669,-5.8562
285_458.942874,0.11135,-6.2728e-16,0.36526,0.71606,0.88676,-5.8566
174_260.862449,0.11678,3.9413e-16,0.36365,0.71726,0.88707,-5.8571
1150_206.89398,0.11264,7.2164e-16,0.36294,0.71778,0.88707,-5.8574
1205_317.151992,0.10782,-3.5527e-16,0.36181,0.71863,0.88719,-5.8577
1153_399.265354,0.10899,-6.2172e-16,0.35583,0.72308,0.89021,-5.8598
208_423.177863,-0.10201,-1.0068e-15,-0.35413,0.72435,0.89021,-5.8603
1163_535.214995,-0.10534,-3.3862e-16,-0.35059,0.72699,0.89021,-5.8615
740_221.982214,0.10495,-6.9805e-16,0.35005,0.72739,0.89021,-5.8617
104_425.214653,0.10631,-8.2712e-16,0.34982,0.72757,0.89021,-5.8618
2092_527.262168,-0.10058,-7.4732e-16,-0.34902,0.72817,0.89021,-5.862
1112_311.188767,-0.1062,6.5503e-16,-0.34898,0.72819,0.89021,-5.862
1070_666.447717,0.10859,4.2188e-16,0.34882,0.72831,0.89021,-5.8621
1563_185.431685,-0.1005,9.9643e-16,-0.34875,0.72837,0.89021,-5.8621
1067_367.245576,-0.10597,-3.2752e-16,-0.34842,0.72861,0.89021,-5.8622
1117_263.164273,-0.10395,7.2164e-16,-0.34759,0.72923,0.89021,-5.8625
751_319.136434,0.10607,-4.538e-16,0.34545,0.73084,0.89126,-5.8632
1046_430.696692,0.10777,2.6645e-16,0.34354,0.73226,0.89203,-5.8638
45_229.2163,0.10097,2.035e-16,0.34262,0.73295,0.89203,-5.8641
122_227.200652,-0.097338,1.1099e-15,-0.34034,0.73466,0.89235,-5.8648
1015_326.30544,0.10135,8.9928e-16,0.3391,0.73559,0.89235,-5.8652
1251_264.022048,-0.10448,5.8425e-16,-0.3385,0.73604,0.89235,-5.8654
74_357.300027,-0.099421,2.0817e-18,-0.33831,0.73618,0.89235,-5.8655
865_291.951313,-0.096575,-2.3167e-16,-0.33302,0.74015,0.8962,-5.8672
991_169.04719,-0.095658,-7.2164e-16,-0.33075,0.74186,0.8962,-5.8679
895_473.344884,-0.095158,-1.2438e-15,-0.33005,0.74239,0.8962,-5.8681
309_635.397539,0.10271,5.5511e-16,0.32916,0.74306,0.8962,-5.8684
682_218.943104,-0.097767,3.6394e-16,-0.3291,0.7431,0.8962,-5.8684
138_293.136045,-0.093087,-8.743e-16,-0.32639,0.74514,0.89776,-5.8692
677_304.299464,0.094423,-8.0005e-16,0.32032,0.74972,0.9016,-5.8711
271_366.230118,0.099127,1.3323e-16,0.32018,0.74983,0.9016,-5.8711
77_557.282513,-0.092959,-1.0325e-15,-0.31659,0.75253,0.90394,-5.8722
78_262.906996,-0.096833,5.5511e-18,-0.3147,0.75397,0.90476,-5.8727
856_485.199368,-0.089383,-5.1053e-16,-0.31018,0.75738,0.90795,-5.8741
1195_216.922772,0.093942,-7.6605e-16,0.30619,0.76041,0.90998,-5.8752
62_243.231947,0.089874,8.2018e-16,0.30594,0.76059,0.90998,-5.8753
112_206.138773,-0.086949,-2.949e-18,-0.30301,0.76282,0.91112,-5.8761
22_626.097848,0.088732,8.3579e-16,0.30268,0.76306,0.91112,-5.8762
56_228.195899,0.089598,-9.2131e-16,0.30128,0.76413,0.91149,-5.8766
1430_309.167337,0.090133,-8.3267e-18,0.3002,0.76495,0.91156,-5.8769
1296_405.261208,-0.088443,3.8858e-16,-0.29752,0.76698,0.91308,-5.8777
107_258.865403,-0.090596,-3.1641e-16,-0.29573,0.76834,0.91379,-5.8782
1520_131.950472,-0.088201,6.7724e-16,-0.29294,0.77047,0.91541,-5.879
917_227.938408,-0.086393,5.591e-16,-0.2911,0.77187,0.91617,-5.8795
825_251.089092,-0.082427,4.8273e-16,-0.28551,0.77613,0.9194,-5.881
858_309.130954,-0.081801,7.9897e-16,-0.28532,0.77627,0.9194,-5.881
106_303.073533,0.08381,6.016e-16,0.28451,0.77689,0.9194,-5.8813
830_407.188838,0.087347,2.9421e-16,0.282,0.77881,0.92068,-5.8819
892_287.258172,-0.081243,4.5085e-16,-0.27942,0.78078,0.92068,-5.8826
820_253.104742,-0.080541,-7.1332e-16,-0.2785,0.78149,0.92068,-5.8829
713_291.19557,-0.079719,-2.7062e-16,-0.278,0.78186,0.92068,-5.883
21_235.169348,0.08416,-7.2858e-18,0.27707,0.78258,0.92068,-5.8832
1110_185.766668,-0.083701,0,-0.27645,0.78305,0.92068,-5.8834
282_319.224468,-0.084468,-1.6653e-16,-0.27548,0.78379,0.92068,-5.8836
903_451.215031,0.08403,8.3267e-18,0.27506,0.78411,0.92068,-5.8838
1601_132.958302,-0.08176,-1.8874e-16,-0.27323,0.78552,0.92104,-5.8842
997_278.642027,0.083236,-4.8295e-16,0.27148,0.78686,0.92104,-5.8847
821_190.002366,-0.082436,1.6653e-16,-0.2711,0.78714,0.92104,-5.8848
1059_164.977165,0.082278,4.9682e-16,0.27065,0.78749,0.92104,-5.8849
728_220.996962,0.079461,4.5103e-18,0.26865,0.78902,0.92194,-5.8854
994_312.78243,0.082491,5.4332e-16,0.26235,0.79385,0.92668,-5.887
735_141.958639,-0.080839,4.3299e-16,-0.2597,0.79588,0.92815,-5.8876
151_331.151691,0.074254,5.31e-16,0.25859,0.79674,0.92824,-5.8879
604_355.149284,-0.074979,4.4027e-16,-0.2569,0.79804,0.92842,-5.8883
1017_185.078507,-0.072873,5.6049e-16,-0.25485,0.79961,0.92842,-5.8888
247_454.723172,0.07915,1.3323e-16,0.25439,0.79997,0.92842,-5.8889
1096_414.300337,0.074631,-5.8842e-16,0.25276,0.80122,0.92842,-5.8893
55_453.16744,-0.072145,-2.6854e-16,-0.25175,0.802,0.92842,-5.8895
143_359.136126,-0.073678,-6.3838e-16,-0.25157,0.80214,0.92842,-5.8896
859_130.965217,-0.074585,5.7176e-16,-0.25135,0.80231,0.92842,-5.8896
117_269.208813,0.070851,0,0.24727,0.80545,0.92983,-5.8906
1022_192.759825,-0.075802,4.8572e-16,-0.24726,0.80546,0.92983,-5.8906
1074_185.764326,-0.074551,-1.1102e-17,-0.2457,0.80666,0.92983,-5.891
1101_333.170714,-0.07262,-5.7732e-16,-0.24504,0.80717,0.92983,-5.8911
95_605.38706,0.070326,1.2865e-15,0.24439,0.80767,0.92983,-5.8913
1235_308.222105,-0.069818,6.9389e-19,-0.24374,0.80818,0.92983,-5.8914
168_215.200639,-0.07056,-4.3854e-16,-0.2418,0.80967,0.93066,-5.8918
169_782.115662,0.078401,-1.4433e-16,0.23901,0.81182,0.93223,-5.8925
1218_323.18299,-0.070755,-5.4401e-16,-0.23635,0.81388,0.9337,-5.8931
132_299.294556,0.065617,2.21e-16,0.22486,0.82277,0.943,-5.8956
1347_556.282203,0.065485,9.4369e-16,0.22054,0.82612,0.94594,-5.8965
704_125.986288,-0.069002,-1.1102e-16,-0.2194,0.827,0.94604,-5.8967
34_489.339828,0.067932,1.4433e-16,0.21434,0.83093,0.94879,-5.8978
719_357.26124,0.062508,2.7756e-18,0.21415,0.83108,0.94879,-5.8978
797_274.839343,-0.064562,6.6613e-16,-0.21287,0.83207,0.94879,-5.898
1219_626.100081,0.063801,-3.5527e-16,0.21179,0.83291,0.94879,-5.8983
223_355.214984,-0.065607,2.8311e-16,-0.21122,0.83335,0.94879,-5.8984
1194_270.953973,0.060356,8.1046e-16,0.20487,0.83829,0.95208,-5.8996
232_737.465585,0.061577,-6.7724e-16,0.20426,0.83877,0.95208,-5.8997
806_239.089088,-0.058087,2.8866e-16,-0.20338,0.83945,0.95208,-5.8999
6_317.151447,0.060301,-9.2773e-16,0.20261,0.84005,0.95208,-5.9001
965_272.162199,0.060891,-1.8874e-16,0.20241,0.84021,0.95208,-5.9001
855_265.177512,-0.056133,4.7705e-19,-0.19722,0.84425,0.95528,-5.9011
88_479.240449,-0.056457,8.0179e-16,-0.19674,0.84463,0.95528,-5.9012
770_299.110221,-0.056027,1.1276e-18,-0.19443,0.84642,0.95563,-5.9016
800_208.37296,-0.056015,-7.1922e-16,-0.1936,0.84708,0.95563,-5.9017
10_305.247604,-0.057526,7.1609e-16,-0.19254,0.8479,0.95563,-5.9019
1324_606.569531,0.058495,0,0.19156,0.84867,0.95563,-5.9021
958_231.210817,0.055261,6.533e-16,0.18882,0.85081,0.95563,-5.9026
964_405.173207,-0.054399,-7.2893e-16,-0.18833,0.85119,0.95563,-5.9027
630_171.99179,-0.06262,-5.6621e-16,-0.18755,0.8518,0.95563,-5.9028
1071_317.120788,0.055318,1.8874e-16,0.18597,0.85303,0.95563,-5.9031
692_195.062856,-0.053432,-1.2559e-15,-0.18533,0.85353,0.95563,-5.9032
1186_305.097754,0.05851,-5.5511e-16,0.18525,0.85359,0.95563,-5.9032
942_627.313466,-0.05832,5.3291e-16,-0.18511,0.8537,0.95563,-5.9033
1012_177.957735,0.053883,3.5527e-16,0.18076,0.8571,0.95652,-5.904
36_533.366016,0.057055,5.2198e-16,0.18012,0.8576,0.95652,-5.9041
623_245.114608,-0.051532,8.3111e-16,-0.18004,0.85766,0.95652,-5.9041
1035_379.120329,-0.055216,-4.6629e-16,-0.18002,0.85768,0.95652,-5.9041
178_693.439461,0.05383,-4.6629e-16,0.17605,0.86078,0.95909,-5.9048
766_272.258506,0.049573,-4.8815e-16,0.17149,0.86436,0.96218,-5.9055
1099_430.389173,-0.050395,-7.2164e-16,-0.16884,0.86643,0.96305,-5.906
71_557.278183,-0.049941,3.5805e-16,-0.16764,0.86737,0.96305,-5.9062
764_213.018366,-0.051181,4.6629e-16,-0.16702,0.86786,0.96305,-5.9063
752_318.279242,0.050913,4.5797e-16,0.16583,0.86879,0.96305,-5.9064
230_294.206475,-0.048677,-8.1879e-16,-0.16537,0.86915,0.96305,-5.9065
693_196.961153,-0.047266,-1.0908e-15,-0.16177,0.87197,0.96528,-5.9071
8_600.240419,0.050506,3.8372e-16,0.16053,0.87295,0.96547,-5.9073
29_209.078513,-0.046554,-3.8684e-16,-0.15677,0.87589,0.96561,-5.9078
947_267.26834,0.047501,6.5503e-16,0.15653,0.87608,0.96561,-5.9079
913_327.253081,-0.044682,1.2922e-15,-0.15529,0.87706,0.96561,-5.908
720_226.180245,-0.045451,-8.4655e-16,-0.15504,0.87725,0.96561,-5.9081
1353_195.966556,0.046713,-1.7764e-16,0.15437,0.87778,0.96561,-5.9082
662_363.147976,-0.045773,7.154e-16,-0.15321,0.87869,0.96561,-5.9083
245_372.738094,0.049008,-5.1348e-16,0.15319,0.87871,0.96561,-5.9083
1148_167.067928,-0.043278,1.1682e-15,-0.15178,0.87982,0.96595,-5.9085
613_172.977045,-0.05174,3.6637e-16,-0.14817,0.88265,0.96817,-5.9091
977_408.810649,-0.042648,-6.3317e-16,-0.14551,0.88474,0.96958,-5.9094
808_284.294892,0.043819,5.7732e-16,0.14173,0.88772,0.97143,-5.9099
42_255.231954,0.041152,-6.7273e-16,0.14131,0.88805,0.97143,-5.91
731_625.092247,-0.039803,4.5658e-16,-0.13685,0.89156,0.97438,-5.9106
840_190.98762,-0.041458,0,-0.13505,0.89297,0.97446,-5.9108
124_329.005254,0.038132,-8.4342e-16,0.13341,0.89426,0.97446,-5.911
709_238.927755,0.042568,5.107e-16,0.13275,0.89478,0.97446,-5.9111
894_340.188413,0.04082,-2.9976e-16,0.13237,0.89509,0.97446,-5.9111
1358_208.891023,-0.04004,4.885e-16,-0.1316,0.89569,0.97446,-5.9112
727_312.326187,0.04171,-3.7748e-16,0.1296,0.89727,0.97529,-5.9115
772_937.137846,-0.037285,-4.5875e-16,-0.12795,0.89857,0.97583,-5.9117
1108_307.115302,0.036575,-1.0103e-15,0.12435,0.90141,0.97802,-5.9121
690_207.966561,-0.037434,6.3977e-16,-0.12314,0.90236,0.97817,-5.9123
125_282.204062,-0.034362,2.8363e-16,-0.12026,0.90464,0.97874,-5.9126
