"",logFC,AveExpr,t,P.Value,adj.P.Val,B
1282_360.178217,-0.39423,7.1332e-16,-1.3336,0.18682,0.48731,-5.0924
2139_651.59406,-0.39534,5.3568e-16,-1.3333,0.18693,0.48731,-5.0928
5254_515.936517,-0.39373,-7.1332e-16,-1.3332,0.18697,0.48731,-5.093
1267_432.771143,0.39195,-7.3552e-16,1.3318,0.18743,0.48731,-5.0947
753_378.112497,-0.38925,9.7075e-16,-1.33,0.18801,0.48731,-5.0969
93_323.011546,0.40762,1.4849e-16,1.3298,0.18808,0.48731,-5.0971
2484_631.738437,-0.39432,0,-1.329,0.18832,0.48731,-5.098
1080_443.334353,0.39265,5.3846e-16,1.3278,0.18872,0.48731,-5.0995
868_205.086003,-0.38419,-6.2372e-16,-1.3275,0.18883,0.48731,-5.0999
2696_612.453597,-0.39203,-3.4972e-16,-1.3237,0.19009,0.48764,-5.1046
1490_889.038803,0.38836,-5.6621e-16,1.3224,0.19053,0.48764,-5.1062
1867_544.086508,-0.3898,5.4123e-16,-1.3211,0.19093,0.48764,-5.1076
260_476.295607,0.38764,7.5495e-16,1.3205,0.19116,0.48764,-5.1085
155_200.906766,-0.4089,4.1356e-16,-1.32,0.1913,0.48764,-5.109
765_410.102312,-0.38921,-1.8943e-16,-1.3197,0.1914,0.48764,-5.1093
1252_443.29154,0.38599,5.7454e-16,1.3161,0.1926,0.48884,-5.1137
1649_658.928314,-0.38868,5.4401e-16,-1.3159,0.19268,0.48884,-5.114
1325_297.615684,-0.39521,-6.356e-16,-1.3114,0.19418,0.49002,-5.1194
324_574.681929,0.38402,1.6653e-17,1.3109,0.19435,0.49002,-5.12
819_340.096852,-0.38686,3.6117e-16,-1.3083,0.19521,0.49002,-5.1231
1268_385.37894,0.38299,-1.8874e-16,1.3082,0.19527,0.49002,-5.1233
2851_646.099176,-0.38741,5.107e-16,-1.3078,0.19539,0.49002,-5.1237
887_258.170081,0.39414,3.296e-16,1.303,0.19701,0.49002,-5.1294
350_604.324745,0.38048,-7.605e-16,1.3015,0.19753,0.49002,-5.1313
912_355.281978,-0.37218,-1.1546e-15,-1.2966,0.19919,0.49002,-5.1371
981_320.966996,0.40581,5.3846e-16,1.2963,0.19929,0.49002,-5.1374
5275_528.667352,-0.38171,7.2997e-16,-1.2958,0.19948,0.49002,-5.1381
2975_595.596713,-0.38288,-5.5511e-18,-1.2931,0.20041,0.49002,-5.1413
1869_553.556601,-0.37896,5.5789e-16,-1.2867,0.20262,0.49002,-5.1489
400_548.996375,-0.37913,-1.7208e-16,-1.2864,0.20272,0.49002,-5.1492
1846_893.190151,-0.37977,1.7486e-16,-1.2862,0.20277,0.49002,-5.1494
4151_815.57746,-0.37894,-5.3846e-16,-1.2856,0.203,0.49002,-5.1502
1113_561.397176,0.37417,-5.9952e-16,1.2846,0.20333,0.49002,-5.1513
1698_576.854905,-0.37817,-5.4678e-16,-1.2839,0.20358,0.49002,-5.1522
118_199.021387,-0.36599,-7.5183e-16,-1.2835,0.20373,0.49002,-5.1527
3749_537.512113,-0.37795,3.6637e-16,-1.2834,0.20376,0.49002,-5.1528
953_360.883868,0.37308,-1.0075e-15,1.2817,0.20434,0.49002,-5.1547
803_101.751136,-0.37452,2.0262e-16,-1.2784,0.20551,0.49002,-5.1587
617_219.026637,0.39016,5.9119e-16,1.2764,0.20619,0.49002,-5.1609
5467_524.349502,-0.37528,-7.2164e-16,-1.2757,0.20647,0.49002,-5.1619
1467_440.824377,0.37057,1.027e-15,1.275,0.20671,0.49002,-5.1627
1799_558.846898,0.37047,-1.9706e-16,1.2747,0.2068,0.49002,-5.163
915_345.274861,-0.37561,3.5805e-16,-1.2731,0.20735,0.49002,-5.1648
5351_875.773257,-0.37454,-9.2426e-16,-1.2726,0.20753,0.49002,-5.1654
3583_727.380409,-0.37491,0,-1.2726,0.20754,0.49002,-5.1654
1530_889.034379,0.36955,-8.2434e-16,1.2722,0.20767,0.49002,-5.1659
559_558.639948,-0.37486,9.3259e-16,-1.2717,0.20785,0.49002,-5.1665
1384_305.898246,0.36898,-8.1324e-16,1.2707,0.20822,0.49002,-5.1677
246_332.279631,0.36736,4.1911e-16,1.2663,0.20977,0.49002,-5.1728
1715_589.479264,0.36727,4.3299e-16,1.2661,0.20985,0.49002,-5.1731
92_200.947242,0.36293,9.2842e-16,1.2653,0.21014,0.49002,-5.174
1424_226.951584,0.36696,-6.1617e-16,1.2652,0.21015,0.49002,-5.174
1567_547.271228,-0.37194,1.9706e-16,-1.2648,0.2103,0.49002,-5.1745
896_185.431769,-0.36035,7.4524e-16,-1.2638,0.21067,0.49002,-5.1757
136_698.217228,0.4013,-1.1258e-16,1.2631,0.21092,0.49002,-5.1766
815_197.226461,-0.36545,-2.0539e-16,-1.2625,0.21111,0.49002,-5.1772
1516_647.161614,0.36562,-2.7756e-18,1.2616,0.21145,0.49002,-5.1783
1640_654.832203,-0.37091,1.9151e-16,-1.2613,0.21154,0.49002,-5.1786
3439_590.214821,-0.37284,5.3568e-16,-1.2607,0.21176,0.49002,-5.1793
1446_632.350859,0.36525,4.3299e-16,1.2606,0.2118,0.49002,-5.1794
1054_224.948487,0.36523,8.4099e-16,1.2605,0.21183,0.49002,-5.1795
3004_646.063188,-0.37187,-1.6931e-16,-1.2597,0.21214,0.49002,-5.1805
1480_215.948143,0.36466,-2.1094e-16,1.259,0.21238,0.49002,-5.1813
1300_244.91496,0.36405,8.6042e-16,1.2574,0.21297,0.49002,-5.1832
1258_531.386729,0.36368,4.4409e-16,1.2563,0.21334,0.49002,-5.1843
1655_888.32014,0.36315,-8.6042e-16,1.2549,0.21385,0.49002,-5.186
1858_560.091673,-0.36837,-7.605e-16,-1.2516,0.21503,0.49002,-5.1898
838_227.237035,-0.35796,-6.9562e-16,-1.2485,0.21616,0.49002,-5.1933
3544_801.769345,-0.36913,2.7756e-18,-1.2475,0.21654,0.49002,-5.1945
318_454.784215,0.36035,-8.6875e-16,1.2473,0.2166,0.49002,-5.1947
379_706.726365,-0.36675,-7.4107e-16,-1.2469,0.21675,0.49002,-5.1952
1377_269.136042,-0.36771,9.2149e-16,-1.2468,0.21678,0.49002,-5.1953
3409_691.165161,-0.36704,-7.272e-16,-1.2463,0.21698,0.49002,-5.1959
1770_602.882685,0.35997,1.0741e-15,1.2463,0.21698,0.49002,-5.1959
311_272.794791,0.35988,6.5226e-16,1.246,0.21707,0.49002,-5.1962
237_454.282541,0.37467,4.885e-16,1.2446,0.2176,0.49002,-5.1979
2356_387.310629,-0.36561,-1.8319e-16,-1.2445,0.21765,0.49002,-5.198
141_237.11223,-0.3562,-9.4096e-16,-1.2424,0.21839,0.49076,-5.2003
1295_389.994422,0.35753,4.3576e-16,1.2397,0.21941,0.49128,-5.2035
861_429.318723,-0.35621,-1.7347e-18,-1.2384,0.21986,0.49128,-5.2049
1291_556.405497,0.35703,4.3299e-16,1.2383,0.21992,0.49128,-5.2051
4295_876.379417,-0.36369,-3.8303e-16,-1.2374,0.22026,0.49128,-5.2061
1593_580.259004,0.35543,6.8001e-16,1.2339,0.22152,0.4924,-5.21
1159_186.148929,0.35411,9.2149e-16,1.2303,0.22286,0.4924,-5.2141
1932_922.784764,0.35397,8.9651e-16,1.2299,0.22301,0.4924,-5.2146
931_269.17243,-0.35079,-2.4425e-16,-1.2295,0.22318,0.4924,-5.2151
1081_423.220121,-0.38113,-1.5543e-16,-1.2288,0.22342,0.4924,-5.2158
900_256.263589,0.35343,2.1927e-16,1.2285,0.22355,0.4924,-5.2162
4008_764.893407,-0.36186,3.5527e-16,-1.2269,0.22414,0.4924,-5.218
801_309.149583,0.3525,6.8556e-16,1.2259,0.2245,0.4924,-5.2191
3678_566.609631,-0.36001,-3.5805e-16,-1.2238,0.2253,0.4924,-5.2215
1260_544.97825,0.35154,9.1871e-16,1.2233,0.22548,0.4924,-5.222
4193_833.815273,-0.35888,-2.0262e-16,-1.2203,0.2266,0.4924,-5.2254
1308_109.078741,0.35038,-4.6352e-16,1.2201,0.22667,0.4924,-5.2256
1177_120.966155,0.35031,-9.2981e-16,1.22,0.22674,0.4924,-5.2258
1360_296.886385,0.34991,-7.0222e-16,1.2189,0.22715,0.4924,-5.227
1334_313.818448,0.34969,-1.163e-15,1.2183,0.22738,0.4924,-5.2277
61_320.256092,0.34944,9.3259e-16,1.2176,0.22764,0.4924,-5.2285
1743_719.650505,0.34935,4.6629e-16,1.2173,0.22773,0.4924,-5.2288
1259_252.848462,0.34818,-4.7184e-16,1.2141,0.22894,0.49394,-5.2324
1234_319.158147,0.34787,1.1796e-15,1.2133,0.22927,0.49394,-5.2333
1076_559.284171,-0.37943,-5.3291e-16,-1.2106,0.23028,0.4948,-5.2363
170_217.156372,-0.34337,-2.7339e-16,-1.21,0.2305,0.4948,-5.2369
4973_860.127238,-0.35442,-3.747e-16,-1.2077,0.23139,0.49563,-5.2395
793_215.127871,-0.35324,-5.8564e-16,-1.2059,0.2321,0.49563,-5.2416
809_399.358203,-0.34688,-4.5762e-16,-1.2052,0.23235,0.49563,-5.2423
1085_338.901934,0.35182,-8.0214e-16,1.2041,0.23276,0.49563,-5.2435
1694_563.891858,0.34404,-1.2296e-15,1.2028,0.23327,0.49563,-5.245
767_301.14164,0.34396,-1.2129e-15,1.2026,0.23336,0.49563,-5.2452
1382_226.962898,0.34318,-1.2323e-15,1.2005,0.23417,0.4957,-5.2476
638_291.231531,0.34291,9.77e-16,1.1997,0.23445,0.4957,-5.2484
4364_725.416778,-0.35282,-7.3552e-16,-1.1993,0.23463,0.4957,-5.2489
1098_316.994598,0.34169,-2.7756e-18,1.1964,0.23574,0.49646,-5.2521
325_450.243614,0.35416,-3.7192e-16,1.1954,0.23614,0.49646,-5.2532
1508_570.83989,0.34116,7.5218e-16,1.1949,0.23631,0.49646,-5.2537
308_305.147271,0.34084,2.7756e-18,1.1941,0.23665,0.49646,-5.2546
860_463.217403,-0.34039,-4.8971e-16,-1.1919,0.23748,0.49663,-5.257
627_296.222118,-0.3497,6.9389e-19,-1.1912,0.23776,0.49663,-5.2578
4548_892.33825,-0.34935,1.9706e-16,-1.1907,0.23797,0.49663,-5.2584
1170_286.237763,0.33847,1.0242e-15,1.1876,0.23917,0.4973,-5.2617
244_498.308726,0.33845,1.0214e-15,1.1875,0.2392,0.4973,-5.2618
668_161.981373,-0.34941,9.3883e-16,-1.1867,0.23953,0.4973,-5.2627
2073_541.788282,0.33726,5.1487e-16,1.1843,0.24046,0.4978,-5.2653
603_223.132959,-0.33589,-1.0742e-15,-1.183,0.24097,0.4978,-5.2667
28_299.161863,-0.3389,2.38e-16,-1.1829,0.24102,0.4978,-5.2669
1981_541.753928,-0.34507,-7.6605e-16,-1.1795,0.24234,0.49897,-5.2705
1212_263.84408,0.33544,7.9103e-16,1.1793,0.24242,0.49897,-5.2707
667_293.025389,0.33452,2.5813e-16,1.1768,0.2434,0.50015,-5.2735
1185_383.204115,0.35726,4.4964e-16,1.1742,0.24445,0.50145,-5.2763
2981_597.52015,-0.34157,-2.0539e-16,-1.1681,0.24687,0.50554,-5.2829
264_571.236018,0.35416,-3.0115e-16,1.1666,0.2475,0.50554,-5.2845
3012_613.906138,-0.34077,9.9087e-16,-1.166,0.24771,0.50554,-5.2851
827_194.117632,-0.3313,5.2389e-16,-1.1644,0.24837,0.50602,-5.2869
4338_488.793346,-0.34258,5.6066e-16,-1.1598,0.25022,0.50793,-5.2918
59_239.16186,-0.34141,5.6205e-16,-1.1596,0.2503,0.50793,-5.292
829_255.26834,-0.33161,7.2442e-16,-1.1589,0.25058,0.50793,-5.2928
1197_253.216306,-0.3394,-2.7756e-18,-1.1521,0.25336,0.5109,-5.3
656_261.087742,0.34921,6.1617e-16,1.1513,0.25369,0.5109,-5.3009
790_111.460636,-0.33506,-2.0331e-16,-1.1462,0.25577,0.5109,-5.3063
724_225.257764,-0.32669,5.1868e-16,-1.1459,0.25588,0.5109,-5.3066
5373_491.343862,-0.33461,-3.9413e-16,-1.1456,0.25601,0.5109,-5.3069
844_297.08254,-0.32888,7.043e-16,-1.145,0.25626,0.5109,-5.3076
4663_867.972988,-0.33473,9.8255e-16,-1.1442,0.25658,0.5109,-5.3084
256_501.005587,0.3494,-1.4988e-16,1.143,0.25711,0.5109,-5.3097
828_169.195141,-0.32784,2.3748e-16,-1.1425,0.25728,0.5109,-5.3102
1039_376.928554,0.35398,-6.9944e-16,1.1423,0.25739,0.5109,-5.3105
761_105.719239,-0.32558,1.0283e-15,-1.1421,0.25746,0.5109,-5.3107
2240_512.125984,-0.33425,-2.1649e-16,-1.1419,0.25753,0.5109,-5.3108
4956_917.997561,-0.33459,-1.9429e-16,-1.1409,0.25795,0.5109,-5.3119
4623_879.337168,-0.33377,5.8009e-16,-1.1397,0.25846,0.5109,-5.3132
3427_590.101141,-0.33259,6.1062e-16,-1.1394,0.25856,0.5109,-5.3134
5015_765.610848,-0.33315,-3.8303e-16,-1.1377,0.25929,0.5109,-5.3153
452_550.733176,-0.33215,3.969e-16,-1.1368,0.25966,0.5109,-5.3162
5019_960.988703,-0.33279,-3.858e-16,-1.1363,0.25985,0.5109,-5.3167
3478_632.307436,-0.33132,-8.1046e-16,-1.1356,0.26015,0.5109,-5.3175
1996_286.958307,0.33001,-1.9984e-16,1.1343,0.26071,0.5109,-5.3189
1468_382.58531,-0.33451,-7.3275e-16,-1.1332,0.26115,0.5109,-5.32
683_383.116082,0.35076,3.9968e-16,1.1312,0.26198,0.5109,-5.3221
908_242.247936,-0.32999,-8.1324e-16,-1.131,0.26208,0.5109,-5.3223
674_259.205739,-0.32137,-2.7218e-16,-1.1305,0.26226,0.5109,-5.3228
5106_950.611328,-0.32998,6.1062e-16,-1.129,0.26292,0.51134,-5.3244
4613_882.587511,-0.33046,8.3267e-18,-1.127,0.26375,0.51213,-5.3265
4813_853.72673,-0.32708,7.9103e-16,-1.1175,0.26774,0.51905,-5.3363
959_172.096883,-0.31737,1.0334e-15,-1.1133,0.26952,0.52165,-5.3406
689_239.125474,-0.31492,-1.3906e-15,-1.1106,0.2707,0.5231,-5.3435
730_111.058087,-0.31444,2.7756e-16,-1.1092,0.27129,0.52338,-5.3449
726_203.10674,-0.31571,-1.2747e-15,-1.1064,0.27251,0.5249,-5.3478
69_247.130559,-0.31159,-8.2434e-16,-1.0971,0.27651,0.53129,-5.3572
35_331.188077,-0.31387,2.4633e-16,-1.0957,0.27712,0.53129,-5.3587
283_181.0288,0.32441,-3.4972e-16,1.0956,0.27715,0.53129,-5.3587
1304_148.975793,0.32935,-6.7168e-16,1.0939,0.27789,0.53184,-5.3604
204_299.258172,0.3269,-6.7793e-16,1.0924,0.27855,0.53226,-5.362
219_269.138448,-0.31202,-7.494e-16,-1.0912,0.27909,0.53244,-5.3632
160_275.125479,-0.30926,1.3416e-15,-1.0868,0.281,0.53369,-5.3676
5218_527.501653,-0.31828,7.9103e-16,-1.0864,0.28118,0.53369,-5.368
1048_280.995528,0.32102,3.6915e-16,1.0857,0.28148,0.53369,-5.3687
5170_939.687825,-0.3183,5.8009e-16,-1.0843,0.28209,0.53369,-5.3701
812_213.184998,-0.31225,-9.1871e-16,-1.084,0.28224,0.53369,-5.3705
5326_512.065665,-0.3164,1.1102e-17,-1.0836,0.28241,0.53369,-5.3708
1147_103.61631,0.32605,-1.6653e-16,1.0817,0.28327,0.53418,-5.3728
1225_351.177902,-0.31632,-5.9397e-16,-1.081,0.28356,0.53418,-5.3735
701_223.130552,-0.30801,-5.0723e-16,-1.0783,0.28477,0.53561,-5.3762
926_363.177899,-0.30769,-2.498e-16,-1.0763,0.28563,0.53639,-5.3781
116_347.182986,-0.30641,1.3878e-18,-1.0716,0.28772,0.5379,-5.3828
738_185.432193,-0.31191,4.1633e-16,-1.0716,0.28772,0.5379,-5.3828
5264_524.796733,-0.31395,-5.9397e-16,-1.0715,0.28778,0.5379,-5.3829
787_106.423202,-0.30957,-6.6058e-16,-1.07,0.28844,0.53829,-5.3844
1841_770.651275,0.31531,-3.5527e-16,1.0686,0.28908,0.53866,-5.3858
378_480.243792,0.32007,-1.5543e-16,1.0639,0.2912,0.54176,-5.3905
4330_804.872808,-0.30778,4.3299e-16,-1.0594,0.29322,0.54468,-5.3949
609_275.258168,-0.30618,4.3437e-16,-1.0557,0.29489,0.54614,-5.3985
878_192.759782,-0.31116,-3.6637e-16,-1.0556,0.29492,0.54614,-5.3986
911_428.373501,0.31678,-8.2712e-16,1.0529,0.29616,0.5476,-5.4012
139_425.178263,0.3095,-3.6776e-16,1.0492,0.29783,0.54984,-5.4048
152_243.135638,-0.29788,-5.3221e-16,-1.0467,0.29897,0.55109,-5.4072
5439_949.378627,-0.3048,6.245e-16,-1.0451,0.2997,0.55159,-5.4088
79_271.042537,-0.29452,1.3198e-15,-1.0335,0.30509,0.56066,-5.42
250_379.002321,0.3193,-5.218e-16,1.0223,0.31032,0.5694,-5.4307
5_301.177514,0.31964,-6.245e-18,1.0155,0.31352,0.57438,-5.4371
149_213.917208,-0.29111,6.8417e-16,-1.0098,0.3162,0.57841,-5.4424
925_192.97632,-0.30902,-2.9143e-16,-1.0057,0.31818,0.58115,-5.4463
632_232.092094,0.30313,-3.1641e-16,1.0023,0.3198,0.58322,-5.4495
1224_544.969771,0.29884,-7.0499e-16,1.0009,0.32046,0.58355,-5.4508
729_221.117312,-0.2845,2.5188e-16,-0.9957,0.32296,0.58721,-5.4556
1208_187.169329,-0.28629,4.6907e-16,-0.9941,0.32374,0.58772,-5.4571
1711_889.381538,0.29228,-7.5218e-16,0.9898,0.32582,0.59061,-5.461
659_371.326909,-0.28878,-2.1242e-16,-0.98836,0.32652,0.59098,-5.4623
7_245.114907,0.30701,5.4748e-16,0.98298,0.32914,0.59483,-5.4673
1010_194.975125,-0.2985,2.9421e-16,-0.97551,0.3328,0.60055,-5.4741
743_103.730477,-0.27827,7.8271e-16,-0.97394,0.33357,0.60104,-5.4755
966_307.151691,-0.27345,-9.3051e-16,-0.96848,0.33628,0.605,-5.4804
773_313.125872,-0.27547,-2.7062e-16,-0.96572,0.33764,0.60655,-5.4829
798_211.166936,-0.28373,7.7993e-16,-0.96459,0.33821,0.60665,-5.4839
1293_331.193867,0.28457,-9.1316e-16,0.96046,0.34026,0.60831,-5.4876
263_249.109821,0.28186,-3.9135e-16,0.96028,0.34036,0.60831,-5.4878
842_194.102376,-0.29248,1.5404e-16,-0.9593,0.34084,0.60831,-5.4886
221_235.094168,-0.27451,7.5348e-16,-0.95858,0.34121,0.60831,-5.4893
1088_557.276635,0.28711,5.5511e-18,0.957,0.342,0.60831,-5.4907
1184_432.259241,-0.27625,9.1246e-16,-0.95664,0.34218,0.60831,-5.491
851_192.992425,0.27356,-1.2594e-15,0.95523,0.34288,0.60867,-5.4922
1090_271.040126,0.29121,1.5543e-16,0.9455,0.34779,0.61646,-5.5008
1151_346.310537,0.29205,1.3323e-16,0.93965,0.35076,0.62081,-5.506
30_343.295613,-0.27801,7.2581e-16,-0.93649,0.35237,0.62275,-5.5087
1566_338.261006,0.27998,6.8834e-16,0.93532,0.35297,0.62289,-5.5097
103_365.105522,0.2796,-1.6098e-16,0.92805,0.3567,0.62855,-5.516
1255_305.306261,0.27482,7.0777e-16,0.9249,0.35832,0.63048,-5.5188
1146_527.158353,0.27943,-4.7184e-16,0.92226,0.35969,0.63195,-5.521
90_186.112544,-0.26231,6.5919e-18,-0.92007,0.36083,0.6322,-5.5229
1213_490.652292,-0.27943,-4.774e-16,-0.91996,0.36088,0.6322,-5.523
748_341.229943,-0.26418,-9.0448e-16,-0.91309,0.36446,0.63499,-5.5289
697_782.119356,0.26637,6.134e-16,0.91218,0.36493,0.63499,-5.5296
684_241.141125,-0.26423,8.8402e-16,-0.91067,0.36572,0.63499,-5.5309
1484_552.257092,0.2706,-3.636e-16,0.9104,0.36586,0.63499,-5.5311
1307_646.167761,0.26965,-5.5511e-18,0.91033,0.3659,0.63499,-5.5312
769_100.729321,-0.25988,-7.9381e-16,-0.9102,0.36597,0.63499,-5.5313
215_331.284378,-0.27314,-1.6653e-17,-0.9098,0.36618,0.63499,-5.5317
1386_312.920405,-0.27484,-8.0769e-16,-0.90639,0.36796,0.63717,-5.5345
1534_563.03829,0.26559,3.9968e-16,0.90446,0.36898,0.63801,-5.5362
1162_346.603934,0.26807,7.1054e-16,0.90057,0.37103,0.63991,-5.5394
94_211.094166,0.26118,4.4201e-16,0.90035,0.37115,0.63991,-5.5396
1181_348.326174,0.27404,2.9421e-16,0.89747,0.37267,0.64162,-5.542
1033_473.259395,0.27232,-5.5511e-18,0.89645,0.37321,0.64162,-5.5429
817_393.224834,-0.25785,-6.7654e-18,-0.89534,0.3738,0.64172,-5.5438
1104_556.281427,-0.26913,5.5511e-18,-0.89231,0.37541,0.64303,-5.5463
200_245.15129,-0.25403,-1.088e-15,-0.89136,0.37591,0.64303,-5.5471
5392_522.765009,-0.25684,-9.3536e-16,-0.89087,0.37617,0.64303,-5.5475
834_199.09416,-0.25873,-8.5296e-16,-0.88795,0.37773,0.6439,-5.5499
660_240.159514,-0.26326,7.1748e-16,-0.88699,0.37825,0.6439,-5.5507
27_398.232663,-0.26561,5.0918e-16,-0.8869,0.37829,0.6439,-5.5508
718_395.137796,-0.25998,-3.9413e-16,-0.88373,0.37999,0.64588,-5.5534
137_235.130557,-0.2541,-4.7115e-16,-0.88101,0.38145,0.64744,-5.5557
610_289.27382,-0.2522,-9.9781e-16,-0.87986,0.38207,0.64757,-5.5566
669_191.971638,0.26594,1.5543e-16,0.87672,0.38376,0.64806,-5.5592
652_229.927417,0.25864,-3.8372e-16,0.87644,0.38391,0.64806,-5.5594
749_265.179917,-0.25073,5.0931e-16,-0.87577,0.38427,0.64806,-5.5599
1124_125.024753,-0.24922,1.1005e-15,-0.87531,0.38452,0.64806,-5.5603
762_195.099241,-0.24718,-1.2015e-15,-0.87292,0.38581,0.64934,-5.5623
1299_163.118257,-0.26198,1.6653e-16,-0.8681,0.38843,0.65282,-5.5662
980_388.274392,0.26717,-7.383e-16,0.86665,0.38921,0.65323,-5.5673
1198_156.362178,-0.24752,2.5258e-16,-0.86348,0.39094,0.65471,-5.5699
715_213.109821,-0.24397,-1.5535e-15,-0.86302,0.39119,0.65471,-5.5703
1128_254.96179,-0.26347,1.7486e-16,-0.86026,0.3927,0.65633,-5.5725
871_332.330668,-0.24751,2.3625e-16,-0.85622,0.39492,0.65845,-5.5757
193_214.089717,-0.24633,-2.4494e-16,-0.85594,0.39507,0.65845,-5.5759
788_377.180691,-0.24187,7.952e-16,-0.84643,0.40032,0.66627,-5.5835
1636_371.315692,0.2469,7.9936e-16,0.84391,0.40171,0.66709,-5.5855
198_613.340526,0.27297,1.1102e-16,0.84353,0.40192,0.66709,-5.5858
1215_336.191886,-0.251,-5.2736e-16,-0.84076,0.40346,0.66855,-5.588
794_209.114899,-0.239,5.5858e-16,-0.83994,0.40392,0.66855,-5.5886
320_347.167731,0.25516,-3.2752e-16,0.83564,0.40632,0.67069,-5.592
814_297.203729,-0.24134,-2.3592e-16,-0.83562,0.40633,0.67069,-5.592
3_333.167341,0.25878,2.897e-16,0.83453,0.40694,0.67078,-5.5928
40_235.132963,-0.24058,-6.9007e-16,-0.83179,0.40847,0.67238,-5.5949
673_225.109818,-0.23428,-1.5044e-15,-0.82707,0.41112,0.67582,-5.5986
1911_541.36417,0.24105,-6.0507e-16,0.82359,0.41308,0.67745,-5.6013
272_378.824245,0.25259,-5.7732e-16,0.82244,0.41373,0.67745,-5.6022
763_399.162627,-0.23699,-1.1817e-15,-0.82231,0.41381,0.67745,-5.6023
156_209.982208,-0.24093,-2.0088e-16,-0.81968,0.41529,0.67887,-5.6043
157_195.135628,-0.23743,8.8107e-16,-0.81801,0.41624,0.67887,-5.6056
1082_335.182987,-0.23402,7.7958e-16,-0.81778,0.41637,0.67887,-5.6057
747_341.341504,-0.23387,-7.4246e-16,-0.81339,0.41886,0.682,-5.6091
1390_544.98538,-0.24772,1.6098e-16,-0.80722,0.42239,0.68681,-5.6137
1000_295.115306,-0.23043,-2.5188e-16,-0.80476,0.4238,0.68817,-5.6156
171_316.284712,0.22989,9.794e-16,0.79955,0.42679,0.69209,-5.6195
1137_200.087634,-0.2461,-1.3878e-16,-0.79748,0.42798,0.69308,-5.621
1250_344.217016,-0.23537,-1.5266e-17,-0.78721,0.43392,0.70158,-5.6286
126_556.273276,-0.23089,-9.9851e-16,-0.7864,0.43439,0.70158,-5.6292
637_283.18808,-0.22494,-7.7022e-16,-0.78489,0.43527,0.70206,-5.6303
1397_440.925821,0.23396,-1.6653e-16,0.78049,0.43784,0.70394,-5.6336
276_366.261299,-0.23299,-7.0777e-16,-0.77986,0.43821,0.70394,-5.634
164_361.162244,-0.22211,8.2226e-16,-0.779,0.43871,0.70394,-5.6346
175_409.162233,-0.22148,-2.7756e-18,-0.77887,0.43879,0.70394,-5.6347
1023_208.707438,-0.22281,-1.2798e-15,-0.77714,0.4398,0.70462,-5.636
68_317.172426,-0.22008,8.2894e-16,-0.77211,0.44275,0.70767,-5.6396
290_657.366489,0.23955,7.383e-16,0.77189,0.44288,0.70767,-5.6398
813_676.235187,0.23451,1.1102e-17,0.76971,0.44417,0.70795,-5.6414
130_199.169336,-0.22539,-6.0785e-16,-0.76922,0.44445,0.70795,-5.6417
936_268.154433,-0.22479,6.1635e-16,-0.76821,0.44505,0.70795,-5.6424
1410_548.610882,-0.22902,-5.4678e-16,-0.76759,0.44542,0.70795,-5.6429
266_362.19121,0.2379,1.7208e-16,0.76474,0.4471,0.70969,-5.6449
1169_335.167738,0.23671,7.1054e-16,0.76227,0.44856,0.71107,-5.6467
945_371.240502,0.23319,-6.016e-16,0.76109,0.44926,0.71124,-5.6475
1189_511.272572,0.23454,7.1054e-16,0.75686,0.45178,0.71427,-5.6505
687_385.256148,-0.21698,7.2095e-16,-0.75251,0.45437,0.71743,-5.6536
319_296.183042,0.22818,-3.2752e-16,0.75063,0.45549,0.71796,-5.6549
121_313.23503,0.21721,-6.9337e-16,0.74994,0.45591,0.71796,-5.6554
757_331.209202,-0.22289,-3.6637e-16,-0.74838,0.45684,0.71849,-5.6565
1831_181.119973,-0.22119,7.2858e-16,-0.74326,0.45991,0.72232,-5.6601
642_284.331277,0.21696,-2.0539e-16,0.74232,0.46048,0.72232,-5.6607
102_228.232285,-0.21253,4.826e-16,-0.73851,0.46277,0.72497,-5.6633
957_429.233126,0.22227,-4.9405e-16,0.73347,0.46582,0.7288,-5.6668
289_318.19615,0.22598,-2.9976e-16,0.73245,0.46644,0.72881,-5.6675
1720_889.024723,-0.21703,-7.383e-16,-0.73025,0.46777,0.72994,-5.669
194_369.096965,-0.20765,5.2597e-16,-0.72569,0.47055,0.73332,-5.6721
242_149.002564,0.22156,-5.9397e-16,0.72248,0.4725,0.73541,-5.6743
1038_253.213899,-0.20445,-2.9282e-16,-0.71925,0.47448,0.73753,-5.6765
1653_371.594334,-0.21171,-5.5789e-16,-0.71356,0.47797,0.74034,-5.6803
1265_380.82128,0.21302,-5.2736e-16,0.7131,0.47825,0.74034,-5.6806
1638_647.694274,-0.21125,-5.5511e-16,-0.71211,0.47886,0.74034,-5.6813
1515_188.091816,-0.21179,-1.7764e-16,-0.71139,0.4793,0.74034,-5.6817
1477_824.14656,-0.21099,3.5943e-16,-0.71128,0.47937,0.74034,-5.6818
210_272.222126,-0.20432,-9.4508e-16,-0.70807,0.48135,0.74143,-5.6839
1421_533.364162,0.21209,4.996e-16,0.70767,0.48159,0.74143,-5.6842
789_190.979421,-0.22405,5.0515e-16,-0.70682,0.48212,0.74143,-5.6848
315_670.319452,0.21436,-6.4393e-16,0.70613,0.48255,0.74143,-5.6852
