"Bucket.label","m.z","Name","Formula","peakid","difkegg","closestkegg","ckeggname","ckeggform","rdif","allkegg","allkeggnames","valid"
"555.2693969466 Da",556.276575,"Enkephalin L","C28H37N5O7","1_556.276575",3.80230305340001,"C00301","ADP-ribose","C15H23N5O14P2",0.0068011009203292,"","",TRUE
"238.0986717841 Da",239.106099,"15_R_-hydroperoxy-EPE","C8H18N2O4S","2_239.106099",0.131028215900017,"C06123","Hexadecenal","C16H30O",0.000550007895321266,"C06123","Hexadecenal",TRUE
"310.1776744773 Da",333.167341,"3-Hydroxy-6,8-dimethoxy-7_11_-eremophilen-12,8-olide","C17H26O5","3_333.167341",0.0295744773000024,"C16608","Demethylcitalopram","C19H19FN2O",9.53559841250112e-05,"C16608","Demethylcitalopram",TRUE
"624.0872166284 Da",625.094506,"","C14H28N10O10S4","4_625.094506",1.21608337160001,"C02166","Leukotriene C4","C30H47N3O9S",0.0019447896270498,"","",TRUE
"300.1702372503 Da",301.177514,"","","5_301.177514",0.00226274970003715,"C05299","2-Methoxyestrone","C19H24O3",7.53816455550441e-06,"C00777|C05299|C05297|C05285|C05640","Retinoate|2-Methoxyestrone|19-Oxoandrost-4-ene-3,17-dione|Adrenosterone|Cinnavalininate",TRUE
"278.1879192830 Da",317.151447,"1-_4-Hydroxy-3-methoxyphenyl_-3-decanone","C17H26O3","6_317.151447",0.0366807170000243,"C06427","(9Z,12Z,15Z)-Octadecatrienoic acid","C18H30O2",0.000131838511044761,"C00831|C06427|C06426|C16551","Pantetheine|(9Z,12Z,15Z)-Octadecatrienoic acid|(6Z,9Z,12Z)-Octadecatrienoic acid|Alcophosphamide",TRUE
"244.1076336555 Da",245.114907,"","","7_245.114907",0.019433655499995,"C00120","Biotin","C10H16N2O3S",7.96173493843413e-05,"C02567|C00299|C02985|C00120","N1-Acetylspermine|Uridine|L-Fucose 1-phosphate|Biotin",TRUE
"577.2512052378 Da",600.240419,"","C34H35N5O2S","8_600.240419",2.07860523780005,"C14855","4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene","C30H29N3O7S",0.00361388083820413,"","",TRUE
"290.2246772538 Da",291.231956,"Androsterone","C19H30O2","9_291.231956",7.72537999864653e-05,"C00523","Androsterone","C19H30O2",2.66186257079742e-07,"C00523|C04373|C05382|C03917|C05293|C03406|C19490|C04295|C06222|C19607","Androsterone|Etiocholanolone|Sedoheptulose 7-phosphate|Dihydrotestosterone|5beta-Dihydrotestosterone|N-(L-Arginino)succinate|trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene|Androstenediol|Sedoheptulose 1-phosphate|trans-5,6-Dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene",TRUE
"304.2403260007 Da",305.247604,"Arachidonic acid","C20H32O2","10_305.247604",0.000126000699992801,"C00219","Arachidonate","C20H32O2",4.14148754808868e-07,"C00219|C18075|C12270|C05294|C18045|C05139","Arachidonate|11beta,17beta-Dihydroxy-4-androsten-3-one|N-Acetylaspartylglutamate|19-Hydroxytestosterone|7alpha-Hydroxydehydroepiandrosterone|16alpha-Hydroxydehydroepiandrosterone",TRUE
"208.1464161829 Da",209.15369,"Eremopetasinorol","C13H20O2","11_209.15369",0.0616161828999964,"C00328","L-Kynurenine","C10H12N2O3",0.000296110926410754,"C00328|C05647","L-Kynurenine|Formyl-5-hydroxykynurenamine",TRUE
"318.2559758824 Da",319.263252,"Allopregnanolone","C21H34O2","12_319.263252",7.58823999831293e-05,"C05480","Pregnanolone","C21H34O2",2.38432029015422e-07,"C05480|C18041|C00909|C13712","Pregnanolone|5alpha-Pregnan-20alpha-ol-3-one|Leukotriene A4|Allopregnanolone",TRUE
"278.1516612351 Da",301.141128,"alpha-CEHC","C16H22O4","13_301.141128",0.0216612350999981,"C00831","Pantetheine","C11H22N2O4S",7.78816923740627e-05,"C00831|C06427|C06426|C16551","Pantetheine|(9Z,12Z,15Z)-Octadecatrienoic acid|(6Z,9Z,12Z)-Octadecatrienoic acid|Alcophosphamide",TRUE
"256.2403273317 Da",257.247603,"Palmitic acid","C16H32O2","14_257.247603",0.000127331699957267,"C00249","Hexadecanoic acid","C16H32O2",4.9692319923754e-07,"C00249|C05841|C19488","Hexadecanoic acid|Nicotinate D-ribonucleoside|7,12-Dimethylbenz[a]anthracene",TRUE
"202.0454186823 Da",203.052691,"","C12H10OS","15_203.052691",0.170281317699988,"C00750","Spermine","C10H26N4",0.000842077631459814,"C00750","Spermine",TRUE
"243.1835378028 Da",244.190811,"N-Undecanoylglycine","C13H25NO3","16_244.190811",0.0980378028000075,"C00475","Cytidine","C9H13N3O5",0.00040330584424002,"C00475|C05711","Cytidine|gamma-Glutamyl-beta-cyanoalanine",TRUE
"612.2907005025 Da",613.297968,"","C27H49O13P","17_613.297968",0.138700502500001,"C00127","Glutathione disulfide","C20H32N6O12S2",0.000226578533599499,"C00127","Glutathione disulfide",TRUE
"780.1089149133 Da",781.116176,"","C27H33N12O4PS5","18_781.116176",3.42221491330008,"C01829","Thyroxine","C15H11I4NO4",0.00440617164334098,"","",TRUE
"332.2716265802 Da",333.278904,"Adrenic acid","C22H36O2","19_333.278904",0.0365265802000181,"C05138","17alpha-Hydroxypregnenolone","C21H32O3",0.000109941966396742,"C06196|C05138|C05485|C18040|C04518|C18038","2'-Deoxyinosine 5'-phosphate|17alpha-Hydroxypregnenolone|21-Hydroxypregnenolone|5alpha-Dihydrodeoxycorticosterone|17alpha,20alpha-Dihydroxypregn-4-en-3-one|7alpha-Hydroxypregnenolone",TRUE
"555.2674573324 Da",556.274846,"","C25H37N11S2","20_556.274846",3.80424266759996,"C00301","ADP-ribose","C15H23N5O14P2",0.00680457026817842,"","",TRUE
"234.1620739310 Da",235.169348,"Valerenic acid","C15H22O2","21_235.169348",1.91762606899999,"C02700","L-Formylkynurenine","C11H12N2O4",0.00812279102777576,"","",TRUE
"625.0906079924 Da",626.097848,"","C23H27N7O6S4","22_626.097848",0.212692007600026,"C02166","Leukotriene C4","C30H47N3O9S",0.000340142147978471,"C02166","Leukotriene C4",TRUE
"250.1206068721 Da",273.109828,"Ubiquinone-1","C14H18O4","23_273.109828",0.0583068721000188,"C00669","gamma-L-Glutamyl-L-cysteine","C8H14N2O5S",0.000233169382589934,"C00669","gamma-L-Glutamyl-L-cysteine",TRUE
"284.2716285382 Da",285.278905,"Stearic acid","C18H36O2","24_285.278905",0.000128538199987815,"C01530","Octadecanoic acid","C18H36O2",4.52167030419214e-07,"C00376|C01762|C01530|C21797|C02110","Retinal|Xanthosine|Octadecanoic acid|all-trans-3,4-Didehydroretinol|11-cis-Retinal",TRUE
"226.1569890648 Da",227.164264,"Methyl dihydrojasmonate","C13H22O3","25_227.164264",0.0503890648000151,"C00386","Carnosine","C9H14N4O3",0.000222855346991265,"C00386|C00931|C16365","Carnosine|Porphobilinogen|5-Acetylamino-6-formylamino-3-methyluracil",TRUE
"187.1209240683 Da",210.110147,"N-Heptanoylglycine","C9H17NO3","26_210.110147",0.0475759316999813,"C00612","N1-Acetylspermidine","C9H21N3O",0.000254187706264576,"C00612","N1-Acetylspermidine",TRUE
"397.2253782795 Da",398.232663,"Drotaverine","C24H31NO4","27_398.232663",0.886178279499973,"C15816","3-Keto-4-methylzymosterol","C28H44O",0.0022359087354972,"","",TRUE
"276.1726434566 Da",299.161863,"Cyclandelate","C17H24O3","28_299.161863",0.036256543400043,"C16300","Stearidonic acid","C18H28O2",0.000131264935344383,"C07645|C00449|C00345|C16300","Aldophosphamide|N6-(L-1,3-Dicarboxypropyl)-L-lysine|6-Phospho-D-gluconate|Stearidonic acid",TRUE
"208.0712409242 Da",209.078513,"","","29_209.078513",0.0135590758000035,"C00328","L-Kynurenine","C10H12N2O3",6.51612986628696e-05,"C00328|C05647","L-Kynurenine|Formyl-5-hydroxykynurenamine",TRUE
"342.2883387437 Da",343.295613,"","C19H38N2O3","30_343.295613",0.172138743700032,"C01083","alpha,alpha-Trehalose","C12H22O11",0.000503158703680304,"C01083|C16634|C00243|C00208|C00089|C00252|C05402|C01235|C05400|C00185","alpha,alpha-Trehalose|5-Fluorouridine monophosphate|Lactose|Maltose|Sucrose|Isomaltose|Melibiose|alpha-D-Galactosyl-(1->3)-1D-myo-inositol|Epimelibiose|Cellobiose",TRUE
"556.2663505151 Da",557.273604,"","C28H32N10O3","31_557.273604",2.80534948489992,"C00301","ADP-ribose","C15H23N5O14P2",0.00501787066828802,"","",TRUE
"186.0892870713 Da",187.096558,"5-_2-Methylpropyl_tetrahydro-2-oxo-3-furancarboxylic acid","C9H14O4","32_187.096558",0.0728870712999878,"C02514","3-Fumarylpyruvate","C7H6O6",0.000391831426153758,"C00631|C02514|C00197","2-Phospho-D-glycerate|3-Fumarylpyruvate|3-Phospho-D-glycerate",TRUE
"468.0654814502 Da",469.072798,"","C13H13N10O8P","33_469.072798",0.0918814502000487,"C00460","dUTP","C9H15N2O14P3",0.000196338960573948,"C00460","dUTP",TRUE
"466.3506079358 Da",489.339828,"","","34_489.339828",0.0389079358000117,"C18043","Cholesterol sulfate","C27H46O4S",8.34376143682685e-05,"C11135|C11136|C18043","Androsterone glucuronide|Etiocholan-3alpha-ol-17-one 3-glucuronide|Cholesterol sulfate",TRUE
"308.1988556031 Da",331.188077,"Methylgingerol","C18H28O4","35_331.188077",0.157855603100018,"C00365","dUMP","C9H13N2O8P",0.000512449976139597,"C00365|C01143","dUMP|(R)-5-Diphosphomevalonate",TRUE
"510.3767975156 Da",533.366016,"","","36_533.366016",0.741302484400023,"C15974","3-Methyl-1-hydroxybutyl-ThPP","C17H29N4O8P2S",0.00145035459397745,"","",TRUE
"230.1995212536 Da",231.206793,"","","37_231.206793",0.180321253599999,"C00117","D-Ribose 5-phosphate","C5H11O8P",0.000783940008486244,"C00117|C00199|C00620|C00231","D-Ribose 5-phosphate|D-Ribulose 5-phosphate|alpha-D-Ribose 1-phosphate|D-Xylulose 5-phosphate",TRUE
"166.0056742636 Da",167.012857,"","","38_167.012857",0.0256257363999737,"C16614","6-Methylmercaptopurine","C6H6N4S",0.000154342804037393,"C05581|C16358|C16614","3-Methoxy-4-hydroxyphenylacetaldehyde|1-Methylxanthine|6-Methylmercaptopurine",TRUE
"422.3244166828 Da",445.313641,"","","39_445.313641",0.331616682800018,"C21748","5-Fluorouridine diphosphate","C9H13FN2O12P2",0.000785834930832985,"C21748","5-Fluorouridine diphosphate",TRUE
"234.1256867453 Da",235.132963,"_10S,11S_-Pterosin C","C14H18O3","40_235.132963",1.95401325470002,"C02700","L-Formylkynurenine","C11H12N2O4",0.00827692196618352,"","",TRUE
"557.2735737734 Da",558.280841,"","C29H39N3O8","41_558.280841",1.79812622659995,"C00301","ADP-ribose","C15H23N5O14P2",0.00321627123426199,"","",TRUE
"254.2246780609 Da",255.231954,"Hypogeic acid","C16H30O2","42_255.231954",7.80608999946253e-05,"C08362","(9Z)-Hexadecenoic acid","C16H30O2",3.07054864063609e-07,"C05401|C05844|C08362","3-beta-D-Galactosyl-sn-glycerol|5-L-Glutamyl-taurine|(9Z)-Hexadecenoic acid",TRUE
"326.1938194529 Da",349.183383,"Heptaethylene glycol","C14H30O8","43_349.183383",0.0936194529000431,"C05839","cis-beta-D-Glucosyl-2-hydroxycinnamate","C15H18O8",0.000287087995959656,"C04242|C05839","5-Fluorodeoxyuridine monophosphate|cis-beta-D-Glucosyl-2-hydroxycinnamate",TRUE
"554.4029686193 Da",577.392194,"","C26H46N14","44_577.392194",4.66873138069991,"C00301","ADP-ribose","C15H23N5O14P2",0.00835086336993969,"","",TRUE
"228.2090246637 Da",229.2163,"Myristic acid","C14H28O2","45_229.2163",0.134424663700003,"C00526","Deoxyuridine","C9H12N2O5",0.000589389014383902,"C01107|C00526","(R)-5-Phosphomevalonate|Deoxyuridine",TRUE
"370.2199327617 Da",393.209583,"Octaethylene glycol","C16H34O9","46_393.209583",0.21333276170003,"C00447","Sedoheptulose 1,7-bisphosphate","C7H16O13P2",0.000576564746953245,"C00447","Sedoheptulose 1,7-bisphosphate",TRUE
"320.1025844148 Da",359.064934,"","C8H16N8O4S","47_359.064934",0.132515585199997,"C14771","14,15-EET","C20H32O3",0.000413807184783919,"C18042|C14771|C14770|C14769|C14768|C04805|C04742|C14748|C14749","5alpha-Pregnane-3alpha,20alpha-diol|14,15-EET|11,12-EET|8,9-EET|5,6-EET|5(S)-HETE|(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate|20-HETE|19(S)-HETE",TRUE
"414.2465620420 Da",437.235779,"","C16H26N14","48_437.235779",0.13963795799998,"C15915","4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol","C29H50O",0.000336975406034227,"C15915","4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol",TRUE
"279.2563126691 Da",280.263588,"","C18H33NO","49_280.263588",0.983887330900018,"C01595","Linoleate","C18H32O2",0.00351087149845032,"","",TRUE
"295.2512231149 Da",296.258502,"","C18H33NO2","50_296.258502",0.14562311489999,"C00844","Prunasin","C14H17NO6",0.00049346103530394,"C16612|C00844|C03373","Citalopram aldehyde|Prunasin|Aminoimidazole ribotide",TRUE
"593.2163328475 Da",297.615495,"","C27H39N5O4S3","51_297.615495",2.90593284750003,"C05791","D-Urobilinogen","C33H42N4O6",0.00492272005965002,"","",TRUE
"458.2727585932 Da",481.261974,"","C23H43N2O3PS","52_481.261974",0.913841406799975,"C00440","5-Methyltetrahydrofolate","C20H25N7O6",0.00199013082437505,"","",TRUE
"270.2559775587 Da",271.263255,"Heptadecanoic acid","C17H34O2","53_271.263255",0.0939775587000327,"C00468","Estrone","C18H22O2",0.000347856318431284,"C00468|C05699","Estrone|L-Selenocystathionine",TRUE
"378.2977728106 Da",401.287441,"","","54_401.287441",0.25787281060002,"C16615","6-Methylthiopurine 5'-monophosphate ribonucleotide","C11H15N4O7PS",0.000682131199907787,"C16615","6-Methylthiopurine 5'-monophosphate ribonucleotide",TRUE
"414.2043093250 Da",453.16744,"","C24H30O6","55_453.16744",0.181890674999977,"C15915","4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol","C29H50O",0.000438939991244827,"C15915","4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol",TRUE
"227.1886250534 Da",228.195899,"","C13H25NO2","56_228.195899",0.0980250533999936,"C00881","Deoxycytidine","C9H13N3O4",0.000431656146929875,"C00881|C03287","Deoxycytidine|L-Glutamyl 5-phosphate",TRUE
"200.1049464548 Da",223.094167,"cis-4-Decenedioic acid","C10H16O4","57_223.094167",0.045246454800008,"C12673","Tegafur","C8H9FN2O3",0.00022616476381804,"C12673|C01036|C00279|C02679|C01061","Tegafur|4-Maleylacetoacetate|D-Erythrose 4-phosphate|Dodecanoic acid|4-Fumarylacetoacetate",TRUE
"282.1676923021 Da",305.157172,"Hexaethylene glycol","C12H26O7","58_305.157172",0.0882076978999748,"C00712","(9Z)-Octadecenoic acid","C18H34O2",0.00031250966906263,"C00712","(9Z)-Octadecenoic acid",TRUE
"216.1726351932 Da",239.16186,"3-Hydroxydodecanoic acid","C12H24O3","59_239.16186",0.969964806799993,"C05341","beta-Alanyl-L-lysine","C9H19N3O3",0.0044669484790179,"","",TRUE
"258.1832066817 Da",281.17243,"","C14H26O4","60_281.17243",0.0726066817000515,"C00670","sn-Glycero-3-phosphocholine","C8H21NO6P",0.00028130065832264,"C01236|C00670","D-Glucono-1,5-lactone 6-phosphate|sn-Glycero-3-phosphocholine",TRUE
"297.2668747205 Da",320.256092,"Palmitoleoylethanolamde","C18H35NO2","61_320.256092",0.177274720500009,"C00170","5'-Methylthioadenosine","C11H15N5O3S",0.000596704564885505,"C00170","5'-Methylthioadenosine",TRUE
"242.2246717987 Da",243.231947,"Pentadecanoic acid","C15H30O2","62_243.231947",0.134371798699988,"C00214","Thymidine","C10H14N2O5",0.000555048255547569,"C03366|C00214|C15650","5-Phosphooxy-L-lysine|Thymidine|2,3-Diketo-5-methylthiopentyl-1-phosphate",TRUE
"598.4291190011 Da",621.418363,"","C28H50N14O","63_621.418363",2.6530809988999,"C20658","O-Acetyl-ADP-ribose","C17H25N5O15P2",0.00441384056772917,"","",TRUE
"555.2719361240 Da",556.279102,"","C27H46N3O3PS2","64_556.279102",3.79976387599993,"C00301","ADP-ribose","C15H23N5O14P2",0.00679655914617021,"","",TRUE
"222.0892978346 Da",245.078521,"Monoisobutyl phthalic acid","C12H14O4","65_245.078521",0.0218978345999972,"C02291","L-Cystathionine","C7H14N2O4S",9.86089565600226e-05,"C02291","L-Cystathionine",TRUE
"254.1519078825 Da",255.159184,"C75 trans","C14H22O4","66_255.159184",0.0517078825000112,"C05401","3-beta-D-Galactosyl-sn-glycerol","C9H18O8",0.000203494064546235,"C05401|C05844|C08362","3-beta-D-Galactosyl-sn-glycerol|5-L-Glutamyl-taurine|(9Z)-Hexadecenoic acid",TRUE
"236.1413378065 Da",237.148615,"Heptyl 4-hydroxybenzoate","C14H20O3","67_237.148615",0.036262193500022,"C16502","Farnesoic acid","C15H24O2",0.000153537818573912,"C02700|C16502","L-Formylkynurenine|Farnesoic acid",TRUE
"294.1832062013 Da",317.172426,"Gingerol","C17H26O4","68_317.172426",0.873693798700003,"C03373","Aminoimidazole ribotide","C8H14N3O7P",0.00296110275238438,"","",TRUE
"224.1413357721 Da",247.130559,"Epoxyeremopetasinorol","C13H20O3","69_247.130559",0.0616357721000043,"C03227","3-Hydroxy-L-kynurenine","C10H12N2O4",0.000275061828893935,"C03227|C05651","3-Hydroxy-L-kynurenine|5-Hydroxykynurenine",TRUE
"502.2989333152 Da",525.288151,"","C20H34N14O2","70_525.288151",0.339833315199996,"C21749","5-Fluorouridine triphosphate","C9H14FN2O15P3",0.00067701395432416,"C21749","5-Fluorouridine triphosphate",TRUE
"556.2708264361 Da",557.278183,"","C23H41N8O4PS","71_557.278183",2.80087356389993,"C00301","ADP-ribose","C15H23N5O14P2",0.00500986468086281,"","",TRUE
"342.0845268098 Da",381.046876,"","C14H6N12","72_381.046876",0.0316731901999674,"C01083","alpha,alpha-Trehalose","C12H22O11",9.25802116356004e-05,"C01083|C16634|C00243|C00208|C00089|C00252|C05402|C01235|C05400|C00185","alpha,alpha-Trehalose|5-Fluorouridine monophosphate|Lactose|Maltose|Sucrose|Isomaltose|Melibiose|alpha-D-Galactosyl-(1->3)-1D-myo-inositol|Epimelibiose|Cellobiose",TRUE
"301.1890240144 Da",302.1963,"3-Hydroxy-cis-5-octenoylcarnitine","C15H27NO5","73_302.1963",0.109075985599986,"C00836","Sphinganine","C18H39NO2",0.000362020157445355,"C00357|C04501|C18060|C00836|C04257","N-Acetyl-D-glucosamine 6-phosphate|N-Acetyl-alpha-D-glucosamine 1-phosphate|N-Acetyl-alpha-D-galactosamine 1-phosphate|Sphinganine|N-Acetyl-D-mannosamine 6-phosphate",TRUE
"356.2927473233 Da",357.300027,"MG_0:0_18:1_11Z_0:0_","C21H40O4","74_357.300027",1.1375473233,"C01137","S-Adenosylmethioninamine","C14H23N6O3S",0.00320295837791478,"","",TRUE
"280.1311709867 Da",303.120392,"Artabsinolide A","C15H20O5","75_303.120392",0.109029013300017,"C01595","Linoleate","C18H32O2",0.00038905557910684,"C01595","Linoleate",TRUE
"312.3029244453 Da",313.310205,"3D,7D,11D-Phytanic acid","C20H40O2","76_313.310205",0.0728244453000002,"C04717","(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid","C18H32O4",0.000233239669397666,"C06800|C05695|C04717","Aflatoxin B1|gamma-Glutamyl-Se-methylselenocysteine|(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid",TRUE
"556.2752523342 Da",557.282513,"","C25H50O7P2S","77_557.282513",2.79644766579997,"C00301","ADP-ribose","C15H23N5O14P2",0.00500194816836548,"","",TRUE
"239.9177740130 Da",262.906996,"","","78_262.906996",0.106025986999981,"C00491","L-Cystine","C6H12N2O4S2",0.000441731140828456,"C00491|C00884|C01262","L-Cystine|Homocarnosine|beta-Alanyl-N(pi)-methyl-L-histidine",TRUE
"248.0533126683 Da",271.042537,"","C9H12O8","79_271.042537",0.0627873316999796,"C05643","6-Hydroxymelatonin","C13H16N2O3",0.000253056257534193,"C00370|C05643","Sterol|6-Hydroxymelatonin",TRUE
"293.1628060573 Da",294.170084,"","C16H23NO4","80_294.170084",0.0517060572999526,"C02713","N-Acetylmuramate","C11H19NO8",0.000176404296186506,"C02713","N-Acetylmuramate",TRUE
"292.1675581240 Da",315.156778,"9-Acetoxyfukinanolide","C17H24O4","81_315.156778",0.0726418760000342,"C03852","Androstan-3alpha,17beta-diol","C19H32O2",0.000248569074343756,"C07646|C03852","Carboxyphosphamide|Androstan-3alpha,17beta-diol",TRUE
"494.3454952571 Da",517.334718,"","C25H50O9","82_517.334718",0.650204742899973,"C04895","7,8-Dihydroneopterin 3'-triphosphate","C9H16N5O13P3",0.00131355634584295,"","",TRUE
"450.3193104937 Da",473.308531,"","C23H46O8","83_473.308531",0.0151895062999756,"C04722","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate","C27H46O5",3.37293862672649e-05,"C04722|C00353","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate|Geranylgeranyl diphosphate",TRUE
"538.3716851415 Da",561.360892,"","C25H42N14","84_561.360892",1.9334851415,"C02094","beta-Carotene","C40H56",0.00360430174715373,"","",TRUE
"253.2406641489 Da",254.247939,"Palmitoleamide","C16H31NO","85_254.247939",0.816635851099988,"C05844","5-L-Glutamyl-taurine","C7H14N2O6S",0.00321437664298561,"","",TRUE
"284.0957615023 Da",307.085389,"","","86_307.085389",0.0200615022999955,"C01762","Xanthosine","C10H12N4O6",7.06202688226958e-05,"C00376|C01762|C01530|C21797|C02110","Retinal|Xanthosine|Octadecanoic acid|all-trans-3,4-Didehydroretinol|11-cis-Retinal",TRUE
"313.2617942239 Da",336.251019,"Palmitoylglycine","C18H35NO3","87_336.251019",0.194294223899988,"C04640","2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine","C8H16N3O8P",0.000620614480583221,"C04640","2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine",TRUE
"456.2512182464 Da",479.240449,"","C27H36O6","88_479.240449",0.0880182463999972,"C00445","5,10-Methenyltetrahydrofolate","C20H22N7O6",0.000192953413164405,"C00445","5,10-Methenyltetrahydrofolate",TRUE
"282.2559829349 Da",283.263255,"Oleic acid","C18H34O2","89_283.263255",8.29348999786816e-05,"C00712","(9Z)-Octadecenoic acid","C18H34O2",2.93828756028418e-07,"C00712","(9Z)-Octadecenoic acid",TRUE
"185.1052733584 Da",186.112544,"Pseudoecgonine","C9H15NO3","90_186.112544",0.0728733584000167,"C04409","2-Amino-3-carboxymuconate semialdehyde","C7H7NO5",0.00039384106999648,"C04409|C01005","2-Amino-3-carboxymuconate semialdehyde|O-Phospho-L-serine",TRUE
"238.1417336246 Da",261.130955,"Pentaethylene glycol","C10H22O6","91_261.130955",0.0879663754000148,"C06123","Hexadecenal","C16H30O",0.000369250246295969,"C06123","Hexadecenal",TRUE
"161.9841296015 Da",200.947242,"","","92_200.947242",0.0322703985000032,"C01127","4-Hydroxy-2-oxoglutarate","C5H6O6",0.000199179826857054,"C06205|C16741|C00487|C15606|C01127|C05946|C11150","1,2-Dihydronaphthalene-1,2-diol|L-Hydroxylysine|Carnitine|1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one|4-Hydroxy-2-oxoglutarate|(4R)-4-Hydroxy-2-oxoglutarate|Trichloroacetate",TRUE
"300.0223228960 Da",323.011546,"","C12H13O5PS","93_323.011546",0.0158771040000261,"C05640","Cinnavalininate","C14H8N2O6",5.29169419094837e-05,"C00777|C05299|C05297|C05285|C05640","Retinoate|2-Methoxyestrone|19-Oxoandrost-4-ene-3,17-dione|Adrenosterone|Cinnavalininate",TRUE
"188.1049420771 Da",211.094166,"Azelaic acid","C9H16O4","94_211.094166",0.0475579229000118,"C03793","N6,N6,N6-Trimethyl-L-lysine","C9H20N2O2",0.000252762641474399,"C03793","N6,N6,N6-Trimethyl-L-lysine",TRUE
"582.3978694613 Da",605.38706,"","C29H58O11","95_605.38706",0.150069461300063,"C00500","Biliverdin","C33H34N4O6",0.000257741568624327,"C00500","Biliverdin",TRUE
"406.2931239411 Da",429.282343,"","C21H42O7","96_429.282343",0.295223941100005,"C21750","5-Fluorodeoxyuridine diphosphate","C9H13FN2O11P2",0.000727156325439134,"C21750","5-Fluorodeoxyuridine diphosphate",TRUE
"268.1675562647 Da",291.156778,"4,11,13,15-Tetrahydroridentin B","C15H24O4","97_291.156778",0.0787562647000186,"C14851","Benzo[a]pyrene-4,5-oxide","C20H12O",0.000293769320837046,"C14851|C00294|C14850|C14849","Benzo[a]pyrene-4,5-oxide|Inosine|Benzo[a]pyrene-7,8-oxide|Benzo[a]pyrene-9,10-oxide",TRUE
"281.2719635040 Da",282.279239,"Oleamide","C18H35NO","98_282.279239",0.983936496000013,"C00712","(9Z)-Octadecenoic acid","C18H34O2",0.00348597317540577,"","",TRUE
"642.4552707100 Da",665.44449,"","C35H67N2O4PS","99_665.44449",4.34337071000004,"C12632","Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]","C27H26O18",0.00680659725982237,"","",TRUE
"316.2767081447 Da",317.283986,"","C22H36O","100_317.283986",0.036508144700008,"C03681","5alpha-Pregnane-3,20-dione","C21H32O2",0.000115444351160947,"C03681|C01953|C05479|C04042|C16679|C16680|C16677","5alpha-Pregnane-3,20-dione|Pregnenolone|5beta-Pregnane-3,20-dione|20alpha-Hydroxy-4-pregnen-3-one|all-trans-18-Hydroxyretinoic acid|all-trans-5,6-Epoxyretinoic acid|all-trans-4-Hydroxyretinoic acid",TRUE
"286.2145074219 Da",309.203726,"","C16H30O4","101_309.203726",0.0151925780999704,"C00473","Retinol","C20H30O",5.30782727996795e-05,"C14852|C00473|C00899|C05298|C00280|C03838|C05300","Benzo[a]pyrene-7,8-dihydrodiol|Retinol|11-cis-Retinol|2-Hydroxyestrone|Androstenedione|5'-Phosphoribosylglycinamide|16alpha-Hydroxyestrone",TRUE
"227.2250106269 Da",228.232285,"","","102_228.232285",0.134410626900006,"C00881","Deoxycytidine","C9H13N3O4",0.00059188106817282,"C00881|C03287","Deoxycytidine|L-Glutamyl 5-phosphate",TRUE
"342.1162911633 Da",365.105522,"Melibiose","C12H22O11","103_365.105522",9.11632999986978e-05,"C01083","alpha,alpha-Trehalose","C12H22O11",2.66468819654544e-07,"C01083|C16634|C00243|C00208|C00089|C00252|C05402|C01235|C05400|C00185","alpha,alpha-Trehalose|5-Fluorouridine monophosphate|Lactose|Maltose|Sucrose|Isomaltose|Melibiose|alpha-D-Galactosyl-(1->3)-1D-myo-inositol|Epimelibiose|Cellobiose",TRUE
"402.2254334200 Da",425.214653,"Acetyl tributyl citrate","C20H34O8","104_425.214653",0.124366580000014,"C15610","Cholest-5-ene-3beta,26-diol","C27H46O2",0.000309100638300341,"C00363|C04352|C15610|C03594|C13550|C05500|C05502|C05451|C15519","dTDP|(R)-4'-Phosphopantothenoyl-L-cysteine|Cholest-5-ene-3beta,26-diol|7alpha-Hydroxycholesterol|Cerebrosterol|20alpha-Hydroxycholesterol|22(R)-Hydroxycholesterol|7alpha-Hydroxy-5beta-cholestan-3-one|25-Hydroxycholesterol",TRUE
"215.1522332127 Da",216.159504,"","C11H21NO3","105_216.159504",0.0963332126999887,"C01233","sn-Glycero-3-phosphoethanolamine","C5H14NO6P",0.000447944988721485,"C01233|C06055","sn-Glycero-3-phosphoethanolamine|O-Phospho-4-hydroxy-L-threonine",TRUE
